date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY
,revenue,1594800000.0,1791000000.0,1807600000.0,1675700000.0,1638000000.0,1797600000.0,1725000000.0,1018181000.0,1005619000.0,1044853000.0,1002354000.0,907321000.0,1112212000.0,1077721000.0,1059307000.0,995838000.0,923667000.0,813743000.0,752680000.0,684419000.0,670917000.0,637500000.0,609200000.0,602300000.0,556000000.0,524500000.0,472600000.0,428300000.0,394000000.0,359300000.0
,costOfRevenue,1189400000.0,1350400000.0,1346200000.0,1208500000.0,1177600000.0,1326600000.0,1289600000.0,784536000.0,786245000.0,832657000.0,793161000.0,751503000.0,891738000.0,845136000.0,838015000.0,784807000.0,709032000.0,615749000.0,567985000.0,502525000.0,416717000.0,379900000.0,363400000.0,371700000.0,350100000.0,335300000.0,299500000.0,269300000.0,256900000.0,236100000.0
,grossProfit,405400000.0,440600000.0,461400000.0,467200000.0,460400000.0,471000000.0,435400000.0,233645000.0,219374000.0,212196000.0,209193000.0,155818000.0,220474000.0,232585000.0,221292000.0,211031000.0,214635000.0,197994000.0,184695000.0,181894000.0,254200000.0,257600000.0,245800000.0,230600000.0,205900000.0,189200000.0,173100000.0,159000000.0,137100000.0,123200000.0
,grossProfitRatio,0.254201153749686,0.246007816862088,0.255255587519363,0.278808856000477,0.281074481074481,0.262016021361816,0.252405797101449,0.229472952255051,0.218148225123034,0.203086941416639,0.208701716160159,0.171734149215107,0.198230193524256,0.215811884522989,0.20890261274588,0.211912981830378,0.232372705747851,0.243312692090746,0.245383164160068,0.265764100645949,0.378884422365211,0.404078431372549,0.403479973736047,0.382865681554043,0.370323741007194,0.360724499523356,0.366271688531528,0.371235115573196,0.347969543147208,0.342888950737545
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,19900000.0,20300000.0,22700000.0,23700000.0,23800000.0,23600000.0,24400000.0,20053000.0,20172000.0,19330000.0,19577000.0,19941000.0,23052000.0,26348000.0,30016000.0,29062000.0,28996000.0,25149000.0,22697000.0,23509000.0,26331000.0,25000000.0,21000000.0,20400000.0,19700000.0,19700000.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,0.0,0.0,0.0,0.0,0.0,0.0,2300000.0,-2491000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74425000.0,77368000.0,76500000.0,79200000.0,77100000.0,72500000.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,176000000.0,187500000.0,178600000.0,182400000.0,179400000.0,182300000.0,177400000.0,89231000.0,89161000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
