date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY
,revenue,26199000.0,23713000.0,14762000.0,13355000.0,39405000.0
,costOfRevenue,28670000.0,24574000.0,11780000.0,9564000.0,31436000.0
,grossProfit,-2471000.0,-861000.0,2982000.0,3791000.0,7969000.0
,grossProfitRatio,-0.0943165769685866,-0.0363091974866107,0.202005148353882,0.283863721452639,0.202233219134628
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,0.0,13696000.0,11194000.0,9888000.0,14808000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,7971000.0,13696000.0,11194000.0,9888000.0,16076000.0
,costAndExpenses,36641000.0,38270000.0,22974000.0,19452000.0,47512000.0
,interestExpense,318000.0,96000.0,12000.0,1623000.0,4032000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,2621000.0,1930000.0,773000.0,757000.0,1268000.0
,EBITDA,-8772000.0,-12627000.0,-7271000.0,-7181000.0,-3189000.0
,EBITDARatio,-0.334821939768693,-0.532492725509214,-0.492548435171386,-0.537701235492325,-0.0809288161400838
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-10442000.0,-14557000.0,-8212000.0,-6097000.0,-8107000.0
,operatingIncomeRatio,-0.447001793961602,-0.613882680386286,-0.556293185205257,-0.456533133657806,-0.205735312777566
,totalOtherIncomeExpensesNet,1269000.0,-822000.0,-156000.0,9118000.0,3102000.0
,incomeBeforeTax,-11711000.0,-13735000.0,-8056000.0,-15215000.0,-11209000.0
,incomeBeforeTaxRatio,-0.447001793961602,-0.579218150381647,-0.545725511448313,-1.13927368026956,-0.284456287273189
,incomeTaxExpense,19000.0,0.0,45000.0,-5030000.0,41000.0
,netIncome,-11730000.0,-13951000.0,-8101000.0,-4531000.0,-8530000.0
,netIncomeRatio,-0.447727012481392,-0.588327077974107,-0.548773878878201,-0.339273680269562,-0.216469991117878
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-0.29,-0.85,-0.37,-0.45,-0.97
,EPSDiluted,-0.29,-0.85,-0.37,-0.45,-0.97
,weightedAverageShsOut,41131782.0,32359316.0,22099149.0,11923923.0,9338370.0
,weightedAverageShsOutDil,41131782.0,32359316.0,22099149.0,11923923.0,9338370.0
