date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,62210000.0,59222000.0,46529000.0,40676000.0,35184000.0,30064000.0,28344000.0,25413000.0,24055000.0,20249000.0,13405000.0,12218000.0,12803000.0,9405000.0,10221000.0,9721000.0,7239000.0,8168000.0,9442000.0,9193000.0,5288000.0,8800000.0,6700000.0,6100000.0,4100000.0,4000000.0,3500000.0,2900000.0,2300000.0
,depreciationAndAmortization,9429000.0,8630000.0,6184000.0,4687000.0,4315000.0,4264000.0,4810000.0,4461000.0,4688000.0,5139000.0,3720000.0,3688000.0,3362000.0,3140000.0,3089000.0,2865000.0,3238000.0,5379000.0,4752000.0,3275000.0,2471000.0,2600000.0,1400000.0,1200000.0,900000.0,200000.0,600000.0,800000.0,300000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,-300000.0,-200000.0,-100000.0
,stockBasedCompensation,1051000.0,1287000.0,1355000.0,1246000.0,1407000.0,963000.0,627000.0,329000.0,628000.0,635000.0,405000.0,485000.0,10000.0,331000.0,284000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,3766857000.0,-339471000.0,-659089000.0,-144040000.0,-486318000.0,-114348000.0,-51289000.0,-170254000.0,-103242000.0,-435255000.0,-127531000.0,-27049000.0,-60682000.0,-33277000.0,-1877073000.0,896721000.0,-5417000.0,-904058000.0,-60323000.0,-63486000.0,85996000.0,910300000.0,21000000.0,-346300000.0,29400000.0,356200000.0,0.0,0.0,-1300000.0
,accountsReceivables,-2925000.0,-1602000.0,2211000.0,-4528000.0,5813000.0,172000.0,-10119000.0,6016000.0,3433000.0,5020000.0,0.0,0.0,0.0,1070000.0,-1300000.0,905000.0,-1272000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,4433000.0,4488000.0,-162000.0,-110000.0,-2547000.0,-1328000.0,9957000.0,-2376000.0,298000.0,-136000.0,1040000.0,-3062000.0,-827000.0,-406000.0,633000.0,-865000.0,-717000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,57972000.0,-3708885000.0,-3369414000.0,-2710325000.0,-2566285000.0,-2079967000.0,-1965619000.0,-1914330000.0,-1744076000.0,-1640834000.0,-1205579000.0,-1078048000.0,-1050999000.0,-990317000.0,-957040000.0,920033000.0,23312000.0,28729000.0,932787000.0,993110000.0,1056596000.0,970600000.0,60300000.0,39300000.0,385600000.0,356200000.0,0.0,0.0,0.0
,otherNonCashItems,8719000.0,-9658000.0,4319000.0,10411000.0,-2008000.0,-2225000.0,3925000.0,9733000.0,6810000.0,-1107000.0,266000.0,-814000.0,3125000.0,-4097000.0,-161000.0,914000.0,-709000.0,13078000.0,-5464000.0,65611000.0,3659000.0,8400000.0,100000.0,-600000.0,100000.0,800000.0,0.0,2200000.0,500000.0
,netCashProvidedByOperatingActivites,92418000.0,65229000.0,62331000.0,54875000.0,41913000.0,31267000.0,36428000.0,41646000.0,41997000.0,26616000.0,17227000.0,10425000.0,22134000.0,12755000.0,12088000.0,14451000.0,11742000.0,25889000.0,19254000.0,70296000.0,10106000.0,13900000.0,4600000.0,6700000.0,5200000.0,3200000.0,3700000.0,5900000.0,1500000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-7071000.0,-9374000.0,-15186000.0,-11183000.0,-5234000.0,-1614000.0,-3053000.0,-5114000.0,-3617000.0,-3965000.0,-1975000.0,-2637000.0,-2122000.0,-1372000.0,-3461000.0,-1414000.0,-1328000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,acquisitionsNet,0.0,6000000.0,25000000.0,0.0,-1000000.0,0.0,0.0,6000000.0,0.0,56000000.0,1000000.0,0.0,0.0,0.0,-6000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-664989000.0,-169640000.0,-140604000.0,-156802000.0,-226456000.0,-116942000.0,-151740000.0,-271218000.0,-312063000.0,-296547000.0,-155797000.0,-127192000.0,-130170000.0,-10434000.0,-62006000.0,-57004000.0,-29059000.0,-135598000.0,-143944000.0,-87622000.0,-7374000.0,-88500000.0,-136700000.0,-55800000.0,-50400000.0,-75100000.0,-41600000.0,-53500000.0,-33000000.0
,salesMaturitiesOfInvestments,326818000.0,197766000.0,169727000.0,129414000.0,270490000.0,109890000.0,138983000.0,301285000.0,239177000.0,127994000.0,62384000.0,55227000.0,107085000.0,44768000.0,75592000.0,59204000.0,42826000.0,161886000.0,90549000.0,113510000.0,17030000.0,42300000.0,107900000.0,57300000.0,43000000.0,69600000.0,37500000.0,59000000.0,33300000.0
,otherInvestingActivites,2222000.0,2730000.0,4034000.0,3062000.0,79000.0,-361000.0,4009000.0,2081000.0,3899000.0,694000.0,0.0,0.0,0.0,0.0,3862000.0,0.0,0.0,-11125000.0,45570000.0,51789000.0,-33054000.0,-87600000.0,-35600000.0,-18700000.0,-16800000.0,-5700000.0,8600000.0,-3500000.0,-14700000.0
