date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-416678000.0,95999000.0,-6075000.0,82647000.0,113249000.0,422528000.0,106202000.0,86109000.0,96319000.0,51249000.0,-48459000.0,8063000.0,26089000.0,-13550000.0,8381000.0,3415000.0,-1412000.0,13322000.0,5092000.0,-43612000.0,181000.0,2300000.0,7100000.0,7900000.0
,depreciationAndAmortization,295322000.0,0.0,0.0,0.0,222196000.0,150140000.0,90908000.0,64796000.0,61166000.0,61926000.0,53557000.0,67586000.0,71370000.0,40404000.0,8277000.0,6405000.0,7635000.0,7535000.0,5813000.0,7546000.0,8032000.0,8200000.0,7700000.0,6300000.0
,deferredIncomeTax,512000.0,65000.0,663000.0,-4060000.0,2142000.0,2960000.0,1745000.0,-152000.0,-9222000.0,-2075000.0,1337000.0,1914000.0,-2771000.0,-2658000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,-3693000.0,8496000.0,3941000.0,-5775000.0,6558000.0,5014000.0,4494000.0,12473000.0,7197000.0,-15000.0,81629000.0,4248000.0,-2063000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,19179000.0,67134000.0,-69324000.0,81003000.0,94586000.0,11959000.0,-96449000.0,-2713000.0,-35293000.0,80852000.0,-1992000.0,5961000.0,2413000.0,35362000.0,6242000.0,2380000.0,-5509000.0,4357000.0,-1801000.0,14015000.0,2196000.0,-19500000.0,-6000000.0,4000000.0
,accountsReceivables,88116000.0,-80126000.0,130573000.0,-140948000.0,-9859000.0,99384000.0,95014000.0,0.0,-34299000.0,-66208000.0,-41648000.0,-7979000.0,61126000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-34740000.0,7659000.0,20963000.0,49055000.0,-54361000.0,3811000.0,38501000.0,0.0,14074000.0,-46151000.0,-16870000.0,-16559000.0,-5557000.0,-143000.0,-4664000.0,790000.0,-1170000.0,3758000.0,-1051000.0,-2743000.0,-590000.0,1600000.0,1400000.0,1300000.0
,accountsPayables,-9742000.0,81915000.0,-130991000.0,97569000.0,-17426000.0,-101581000.0,-73307000.0,0.0,53146000.0,33049000.0,47401000.0,19203000.0,-58224000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,196758000.0,177579000.0,110445000.0,179769000.0,98766000.0,4180000.0,-7779000.0,88670000.0,91383000.0,126676000.0,45824000.0,47816000.0,41855000.0,39442000.0,4080000.0,-2162000.0,-4542000.0,967000.0,-3390000.0,-1589000.0,-15604000.0,-17800000.0,1700000.0,7700000.0
,otherNonCashItems,62527000.0,12769000.0,14857000.0,9185000.0,27800000.0,20481000.0,13705000.0,8576000.0,11138000.0,22203000.0,23269000.0,14058000.0,618000.0,4424000.0,1903000.0,0.0,0.0,0.0,0.0,1605000.0,0.0,-100000.0,1300000.0,100000.0
,netCashProvidedByOperatingActivites,296745000.0,382287000.0,390039000.0,338858000.0,298338000.0,289536000.0,291054000.0,138386000.0,189304000.0,58307000.0,90463000.0,90079000.0,94808000.0,33929000.0,11262000.0,9490000.0,9702000.0,4693000.0,7417000.0,16844000.0,4413000.0,10100000.0,16400000.0,20200000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,-195367000.0,-250593000.0,-463100000.0,-495774000.0,-443482000.0,-343119000.0,-146456000.0,-27992000.0,-12400000.0,-30332000.0,-266245000.0,-8235000.0,-1260000.0,-6106000.0,-8322000.0,-4910000.0,-4211000.0,-1882000.0,-1685000.0,-2700000.0,-13400000.0,-5800000.0
,acquisitionsNet,38627000.0,0.0,0.0,-1326000000.0,-25000000.0,-1520000000.0,-157000000.0,-231000000.0,-206000000.0,-164000000.0,-332000000.0,0.0,-67000000.0,-310000000.0,0.0,-14000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-194000.0,-332462000.0,-83000.0,-2397000.0,-1104000.0,-6042000.0,-13418000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11436000.0,2859000.0,0.0,886000.0,395000.0,528000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,23037000.0,1187000.0,310099000.0,85846000.0,16832000.0,4014000.0,-942000.0,288000.0,-735000.0,7932000.0,1265000.0,1182000.0,718000.0,-2655000.0,-135000.0,576000.0,128000.0,-24000.0,5000.0,453000.0,11000.0,400000.0,-4300000.0,-200000.0
,netCashUsedForInvestingActivites,-103756000.0,-140811000.0,140693000.0,-1474873000.0,-450309000.0,-1989459000.0,-623987000.0,-655830000.0,-401607000.0,-172297000.0,-340738000.0,-29233000.0,-333724000.0,-321342000.0,-6842000.0,-31809000.0,-12805000.0,-6994000.0,-1963000.0,-1429000.0,268000.0,-1300000.0,-17500000.0,-5700000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-2523696000.0,-825900000.0,-1254970000.0,-1842530000.0,-952600000.0,-1310450000.0,-1872300000.0,-1160500000.0,-1583700000.0,-728300000.0,-698729000.0,-264122000.0,-238667000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
