Date,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2013-12,2012-12-31
Revenue,1931887000.0,1932000000.0,2076423000.0,2076000000.0,2085623000.0,2086000000.0,1367091000.0,1367000000.0,1407372000.0,1407000000.0,1655344000.0
Revenue Growth,-0.0000584886128364389,-0.069553746996638,0.000203757225433526,-0.00461396906344052,-0.000180728667305849,0.525867700101895,0.0000665691294806145,-0.0286860901026878,0.000264392324093817,-0.150025614011347,0.0
Cost of Revenue,1662812000.0,1656000000.0,1787719000.0,1778000000.0,2071809000.0,1780000000.0,1169281000.0,1169000000.0,1214581000.0,1215000000.0,1841822000.0
Gross Profit,269075000.0,276000000.0,288704000.0,299000000.0,13814000.0,306000000.0,197810000.0,198000000.0,192791000.0,193000000.0,-186478000.0
R&D Expenses,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
SG&A Expense,142391000.0,142000000.0,166238000.0,166000000.0,203262000.0,203000000.0,114890000.0,115000000.0,84635000.0,85000000.0,142440000.0
Operating Expenses,142391000.0,149000000.0,166238000.0,176000000.0,203262000.0,495000000.0,114890000.0,115000000.0,84635000.0,85000000.0,142440000.0
Operating Income,126684000.0,127000000.0,122466000.0,122000000.0,-189448000.0,-189000000.0,82920000.0,83000000.0,108156000.0,108000000.0,-328918000.0
Interest Expense,76716000.0,000000.0,131185000.0,000000.0,110143000.0,000000.0,12799000.0,000000.0,21648000.0,22000000.0,10857000.0
Earnings before Tax,49741000.0,50000000.0,-8799000.0,-9000000.0,-298306000.0,-298000000.0,70647000.0,71000000.0,87301000.0,87000000.0,-339639000.0
Income Tax Expense,80356000.0,80000000.0,-2730000.0,-3000000.0,-68067000.0,-68000000.0,30637000.0,31000000.0,32584000.0,33000000.0,5156000.0
Net Income - Non-Controlling int,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
Net Income - Discontinued ops,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
Net Income,-35191000.0,-35000000.0,-10807000.0,-11000000.0,-235352000.0,-235000000.0,35423000.0,35000000.0,49527000.0,50000000.0,-350373000.0
Preferred Dividends,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
Net Income Com,-35191000.0,-35000000.0,-10807000.0,-11000000.0,-235352000.0,-235000000.0,35423000.0,35000000.0,49527000.0,50000000.0,-350373000.0
EPS,-0.96,-0.96,-0.29,-0.29,-7.02,-7.02,2.07,2.07,2.94,2.94,-21.48
EPS Diluted,-0.96,-0.96,-0.29,-0.29,-7.02,-7.02,1.97,1.97,2.81,2.81,-21.48
Weighted Average Shs Out,36838000.0,37000000.0,36730000.0,37000000.0,33536000.0,34000000.0,17100000.0,17000000.0,16873000.0,17000000.0,16281000.0
Weighted Average Shs Out (Dil),36838000.0,37000000.0,36730000.0,37000000.0,33536000.0,34000000.0,18018000.0,18000000.0,17653000.0,18000000.0,16281000.0
Dividend per Share,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
Gross Margin,0.139280920675,0.14285714285714,0.139039107157,0.14402697495183,0.00662344057387,0.14669223394056,0.144694098637,0.14484272128749,0.13698652524,0.13717128642502,-0.112652113398
EBITDA Margin,0.0931555520587,0.088509316770186,0.0841962355455,0.08140655105973,-0.0564215105031,-0.062799616490892,0.0771762816082,0.076079005120702,0.0899023143845,0.085998578535892,-0.187826216182
EBIT Margin,0.0655752639777,0.023291925465839,0.0589793120188,-0.0067437379576108,-0.0908352084725,-0.14525407478428,0.0606543382994,0.04828090709583,0.0768496175851,0.074626865671642,-0.198700693028
Profit Margin,-0.0182158687335,-0.018115942028986,-0.00520462352806,-0.0052986512524085,-0.112844938898,-0.11265580057526,0.0259112231739,0.025603511338698,0.0351911221767,0.035536602700782,-0.211661745232
Free Cash Flow margin,0.0455420011626,,0.0351368675843,,0.0138126593349,,0.0708972555594,,0.104808110436,,0.0181484936062
EBITDA,179966000.0,171000000.0,174827000.0,169000000.0,-117674000.0,-131000000.0,105507000.0,104000000.0,126526000.0,121000000.0,-310917000.0
EBIT,126684000.0,45000000,122466000.0,-14000000,-189448000.0,-303000000,82920000.0,66000000,108156000.0,105000000,-328918000.0
Consolidated Income,-35191000.0,-35000000.0,-10807000.0,-11000000.0,-235352000.0,-235000000.0,35423000.0,35000000.0,49527000.0,50000000.0,-350373000.0
Earnings Before Tax Margin,0.0257473651409,0.025879917184265,-0.00423757586966,-0.0043352601156069,-0.143029684655,-0.14285714285714,0.0516768817877,0.051938551572787,0.0620312184696,0.06183368869936,-0.205177292454
Net Profit Margin,-0.0182158687335,-0.018115942028986,-0.00520462352806,-0.0052986512524085,-0.112844938898,-0.11265580057526,0.0259112231739,0.025603511338698,0.0351911221767,0.035536602700782,-0.211661745232
