date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,234200000.0,211700000.0,627400000.0,810700000.0,182100000.0,206200000.0,189700000.0,150800000.0,-90600000.0,11600000.0,290500000.0,61000000.0,-380100000.0,242200000.0,272100000.0,100600000.0,-123700000.0,-166700000.0,-141900000.0,-831400000.0,71100000.0
,depreciationAndAmortization,625100000.0,593100000.0,508700000.0,481900000.0,364100000.0,357600000.0,268800000.0,211800000.0,243600000.0,229400000.0,166900000.0,155600000.0,142100000.0,96900000.0,84200000.0,100700000.0,109400000.0,136500000.0,141500000.0,171800000.0,158900000.0
,deferredIncomeTax,-122600000.0,11200000.0,69200000.0,-348300000.0,-38100000.0,-9200000.0,-18800000.0,0.0,-3100000.0,-4200000.0,2600000.0,700000.0,-6800000.0,3200000.0,3500000.0,-5700000.0,3500000.0,300000.0,6400000.0,317100000.0,-8300000.0
,stockBasedCompensation,67700000.0,79400000.0,78300000.0,69800000.0,56100000.0,46900000.0,45800000.0,32300000.0,20500000.0,33500000.0,52500000.0,54200000.0,33200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,1300000.0,-496900000.0,174200000.0,157800000.0,714300000.0,-112800000.0,-126000000.0,221900000.0,-183100000.0,205100000.0,97500000.0,48400000.0,176800000.0,56600000.0,65800000.0,-9900000.0,-600000.0,17500000.0,-20900000.0,-177500000.0,9300000.0
,accountsReceivables,0.0,4700000.0,-2700000.0,-57900000.0,28100000.0,-11300000.0,20500000.0,-35400000.0,95400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-26300000.0,34600000.0,-185200000.0,-126900000.0,-7900000.0,-72500000.0,-59000000.0,-97600000.0,-7100000.0,102100000.0,-84000000.0,44800000.0,40000000.0,-7500000.0,-61900000.0,10600000.0,-32900000.0,-21000000.0,8000000.0,23100000.0,-33100000.0
,accountsPayables,34200000.0,-79900000.0,44800000.0,51800000.0,42400000.0,-32200000.0,-17300000.0,6600000.0,-161300000.0,-109700000.0,26800000.0,9800000.0,-69000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47100000.0
,otherWorkingCapital,40500000.0,1201600000.0,1698500000.0,1524300000.0,1366500000.0,652200000.0,765000000.0,891000000.0,669100000.0,852200000.0,647100000.0,549600000.0,501200000.0,324400000.0,267800000.0,202000000.0,211900000.0,212500000.0,195000000.0,215900000.0,393400000.0
,otherNonCashItems,60800000.0,56900000.0,52300000.0,96200000.0,33400000.0,17500000.0,10200000.0,21200000.0,23900000.0,127900000.0,42600000.0,56700000.0,38600000.0,23600000.0,34900000.0,0.0,0.0,0.0,24100000.0,0.0,37300000.0
,netCashProvidedByOperatingActivites,884300000.0,694700000.0,1274200000.0,1094200000.0,581200000.0,470600000.0,481300000.0,327300000.0,276000000.0,545500000.0,551800000.0,276900000.0,393800000.0,317100000.0,349800000.0,193100000.0,38400000.0,45700000.0,30600000.0,-137300000.0,301300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-383600000.0,-534600000.0,-514800000.0,-395700000.0,-212900000.0,-272200000.0,-204300000.0,-156500000.0,-256300000.0,-315900000.0,-191100000.0,-58500000.0,-95000000.0,-140700000.0,-210900000.0,-47800000.0,-81800000.0,-59800000.0,-26500000.0,-117900000.0,-198800000.0
,acquisitionsNet,-5000000.0,-883000000.0,-63000000.0,19000000.0,-2180000000.0,-31000000.0,-424000000.0,0.0,0.0,-18000000.0,-91000000.0,-17000000.0,183000000.0,-147000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,-1600000.0,0.0,-800000.0,-18600000.0,-195700000.0,-273800000.0,-370800000.0,-136200000.0,-103800000.0,0.0,-1500000.0,-35400000.0,-18200000.0,-302700000.0,0.0,0.0,0.0,-255700000.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,8300000.0,116900000.0,224300000.0,377600000.0,122200000.0,45500000.0,52400000.0,0.0,0.0,37700000.0,99200000.0,223100000.0,0.0,0.0,20400000.0,0.0
,otherInvestingActivites,0.0,0.0,12400000.0,-700000.0,-42100000.0,20400000.0,-40000000.0,0.0,0.0,155400000.0,0.0,0.0,0.0,0.0,-2500000.0,-600000.0,6400000.0,-8600000.0,0.0,-5500000.0,-30000000.0
,netCashUsedForInvestingActivites,-453600000.0,-1510900000.0,-548900000.0,-364500000.0,-2434600000.0,-264500000.0,-565600000.0,-118200000.0,-133400000.0,-423700000.0,-335700000.0,-126300000.0,127700000.0,-276100000.0,-130200000.0,34800000.0,-150600000.0,-55200000.0,-22000000.0,-89300000.0,-467900000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-2023900000.0,-595200000.0,-302000000.0,-1840300000.0,-328700000.0,-517800000.0,-134400000.0,-262600000.0,-275900000.0,-142300000.0,-286700000.0,-177700000.0,-430200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-288300000.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8100000.0,7000000.0,5500000.0,5100000.0,46800000.0,93600000.0,6300000.0,236000000.0,164000000.0,2600000.0,104300000.0,521700000.0
,commonStockRepurchased,-65400000.0,-139000000.0,-315300000.0,-25000000.0,0.0,-348200000.0,-121800000.0,-101000000.0,-55500000.0,-19300000.0,-15000000.0,-8600000.0,-2900000.0,-55200000.0,-300000000.0,-300000.0,0.0,0.0,0.0,0.0,-228400000.0
