Date,2018-12-31,2017-12-31
Cash and cash equivalents,58359000.0,187918000.0
Short-term investments,50845000.0,0.0
Cash and short-term investments,109204000.0,187918000.0
Receivables,0.0,0.0
Inventories,0.0,0.0
Total current assets,117783000.0,192350000.0
Property Plant & Equipment Net,12290000.0,5138000.0
Goodwill and Intangible Assets,53854000.0,52819000.0
Long-term investments,1003000.0,1003000.0
Tax assets,0.0,0.0
Total non-current assets,73813000.0,59216000.0
Total assets,191596000.0,251566000.0
Payables,6473000.0,4898000.0
Short-term debt,0.0,0.0
Total current liabilities,39908000.0,12438000.0
Long-term debt,0.0,0.0
Total debt,0.0,0.0
Deferred revenue,15322000.0,888000.0
Tax Liabilities,0.0,0.0
Deposit Liabilities,0.0,0.0
Total non-current liabilities,21728000.0,15519000.0
Total liabilities,61636000.0,27957000.0
Other comprehensive income,-14000.0,0.0
Retained earnings (deficit),-193836000.0,-77952000.0
Total shareholders equity,-179177000.0,-68916000.0
Investments,51848000.0,1003000.0
Net Debt,-109204000.0,-187918000.0
Other Assets,8579000.0,4432000.0
Other Liabilities,33435000.0,7540000.0
