date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY,1988-12-31_FY,1987-12-31_FY,1986-12-31_FY,1985-12-31_FY
,revenue,0.0,2948700000.0,2825000000.0,2741800000.0,2820700000.0,3015100000.0,3356400000.0,3456500000.0,3706400000.0,3853800000.0,4019600000.0,4597700000.0,5233200000.0,5652500000.0,5757200000.0,5758700000.0,5820700000.0,5911200000.0,5607400000.0,6018100000.0,6885000000.0,7544600000.0,7208400000.0,6636000000.0,6370500000.0,6202300000.0,7399700000.0,7742500000.0,8421900000.0,8696100000.0,10111300000.0,10096900000.0,9902000000.0,9712900000.0,7432400000.0,5037700000.0
,costOfRevenue,0.0,2282300000.0,2138700000.0,2263500000.0,2262100000.0,2474200000.0,2578600000.0,2608100000.0,2732900000.0,2866800000.0,2947900000.0,3461000000.0,4106500000.0,4365500000.0,4747600000.0,4597300000.0,4458300000.0,4196200000.0,3918900000.0,4534800000.0,4524900000.0,4594700000.0,4492200000.0,3185500000.0,3922400000.0,4211500000.0,4490800000.0,4367600000.0,4639200000.0,5165100000.0,5848200000.0,6111900000.0,4995700000.0,5021400000.0,4673900000.0,2745300000.0
,grossProfit,0.0,666400000.0,686300000.0,478300000.0,558600000.0,540900000.0,777800000.0,848400000.0,973500000.0,987000000.0,1071700000.0,1136700000.0,1126700000.0,1287000000.0,1009600000.0,1161400000.0,1362400000.0,1715000000.0,1688500000.0,1483300000.0,2360100000.0,2949900000.0,2716200000.0,3450500000.0,2448100000.0,1990800000.0,2908900000.0,3374900000.0,3782700000.0,3531000000.0,4263100000.0,3985000000.0,4906300000.0,4691500000.0,2758500000.0,2292400000.0
,grossProfitRatio,0.0,0.225997897378506,0.242938053097345,0.174447443285433,0.198035948523416,0.179397034924215,0.231736384221189,0.245450600318241,0.262653788042305,0.256110851626966,0.266618569011842,0.247232311808078,0.215298478942139,0.227686864219372,0.175363023692073,0.201677461927171,0.234061195388871,0.290127216132088,0.301119948639298,0.246473139362922,0.342788671023965,0.39099488375792,0.376810387880806,0.519966847498493,0.384286947649321,0.320977701820292,0.393110531508034,0.435892799483371,0.449150429238058,0.40604408872943,0.421617398356294,0.394675593498995,0.495485760452434,0.483017430427576,0.371145255906571,0.455048931059809
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,26000000.0,31300000.0,31900000.0,47200000.0,55400000.0,76400000.0,68800000.0,69500000.0,81500000.0,76100000.0,78900000.0,101900000.0,129000000.0,179000000.0,231700000.0,263900000.0,294300000.0,280100000.0,273300000.0,331500000.0,333600000.0,339400000.0,296600000.0,302300000.0,342900000.0,409500000.0,483400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,369000000.0,396900000.0,370300000.0,426500000.0,455600000.0,519600000.0,554100000.0,559400000.0,572800000.0,586300000.0,617100000.0,689200000.0,957000000.0,1022100000.0,1104700000.0,1059900000.0,1102900000.0,1007200000.0,992000000.0,1156300000.0,1328700000.0,1384600000.0,1343000000.0,1427200000.0,1448100000.0,1883800000.0,1669300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-329000000.0,-136400000.0,-76900000.0,-23900000.0,300000.0,8200000.0,-200000.0,9800000.0,-37600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,395000000.0,428200000.0,402200000.0,473700000.0,511000000.0,596000000.0,622900000.0,628900000.0,654300000.0,662400000.0,696000000.0,791100000.0,1086000000.0,1201100000.0,1336400000.0,1323800000.0,1397200000.0,1287300000.0,1265300000.0,1487800000.0,1933300000.0,1989200000.0,1906000000.0,2946400000.0,2120700000.0,2688900000.0,2602900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,costAndExpenses,395000000.0,2710500000.0,2540900000.0,2737200000.0,2773100000.0,3070200000.0,3201500000.0,3237000000.0,3387200000.0,3529200000.0,3643900000.0,4252100000.0,5192500000.0,5566600000.0,6084000000.0,5921100000.0,5855500000.0,5483500000.0,5184200000.0,6022600000.0,6458200000.0,6583900000.0,6398200000.0,6131900000.0,6043100000.0,6900400000.0,7093700000.0,7008400000.0,7701200000.0,9275000000.0,10067300000.0,10307100000.0,8829100000.0,8586000000.0,7448200000.0,4610700000.0
,interestExpense,-29000000.0,62100000.0,64000000.0,52800000.0,27400000.0,11900000.0,9200000.0,9900000.0,27500000.0,63100000.0,101800000.0,95200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,29000.0,147400000.0,164100000.0,156500000.0,155600000.0,180100000.0,168600000.0,159600000.0,174600000.0,194800000.0,250600000.0,352500000.0,418000000.0,380500000.0,388500000.0,374200000.0,394000000.0,342600000.0,297800000.0,302200000.0,271000000.0,265200000.0,266400000.0,1216900000.0,329700000.0,395600000.0,450200000.0,476700000.0,530200000.0,951600000.0,752200000.0,704200000.0,593200000.0,617700000.0,444000000.0,338400000.0
,EBITDA,87029000.0,385600000.0,448200000.0,161100000.0,203200000.0,125000000.0,323500000.0,379100000.0,493800000.0,519400000.0,626300000.0,698100000.0,458700000.0,466400000.0,61700000.0,211800000.0,359200000.0,770300000.0,721000000.0,297700000.0,697800000.0,1225900000.0,1076600000.0,1721000000.0,657100000.0,-302500000.0,756200000.0,1210800000.0,1250900000.0,372700000.0,796200000.0,494000000.0,1666100000.0,1744600000.0,428200000.0,765400000.0
,EBITDARatio,0.0,0.130769491640384,0.158654867256637,0.0587570209351521,0.0720388556032191,0.0414579947597095,0.0963830294363008,0.109677419354839,0.133229009281243,0.134776065182417,0.15581152353468,0.151836787959197,0.0876519146984637,0.0825121627598408,0.0107170152157299,0.0367791341795891,0.0617107907983576,0.130311950196238,0.128580090594571,0.0494674398896662,0.101350762527233,0.162487076849667,0.149353531990456,0.259342977697408,0.103147319676634,-0.0487722296567402,0.102193332162115,0.156383597029383,0.148529429226184,0.0428582927979209,0.0787435839110698,0.0489259079519456,0.168258937588366,0.179616798278578,0.0576126150368656,0.15193441451456
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,87000000.0,238200000.0,284100000.0,4600000.0,47600000.0,-55100000.0,154900000.0,219500000.0,319200000.0,324600000.0,375700000.0,345600000.0,40700000.0,85900000.0,-326800000.0,-162400000.0,-34800000.0,427700000.0,423200000.0,-4500000.0,426800000.0,960700000.0,810200000.0,504100000.0,327400000.0,-698100000.0,306000000.0,734100000.0,720700000.0,-578900000.0,44000000.0,-210200000.0,1072900000.0,1126900000.0,-15800000.0,427000000.0
,operatingIncomeRatio,0.0,0.0807813612778513,0.100566371681416,0.00167772995842147,0.0168752437338249,-0.0182746840900799,0.0461506375878918,0.0635035440474468,0.086121303690913,0.0842285536353729,0.0934670116429495,0.0751680187920047,0.00777726821065505,0.0151968155683326,-0.0567637045786146,-0.0282008092104121,-0.00597866236019723,0.0723541751251861,0.0754716981132075,-0.000747744304680879,0.0619898329702251,0.127336107944755,0.112396648354697,0.0759644364074744,0.0513931402558669,-0.112555019911968,0.0413530278254524,0.0948143364546335,0.0855745140645223,-0.0665700716413105,0.00435156705863737,-0.0208182709544514,0.108351848111493,0.11602096181367,-0.00212582745815618,0.0847609027929412
,totalOtherIncomeExpensesNet,0.0,-136400000.0,-76900000.0,-23900000.0,300000.0,8200000.0,-200000.0,9800000.0,-37600000.0,55500000.0,-51000000.0,-15800000.0,-32600000.0,-6100000.0,153100000.0,56200000.0,27800000.0,22400000.0,-23900000.0,28000000.0,32000000.0,-62600000.0,-33800000.0,-1029700000.0,16000000.0,119100000.0,50900000.0,11000000.0,55500000.0,-301800000.0,65400000.0,81600000.0,190200000.0,76200000.0,193600000.0,77000000.0
,incomeBeforeTax,-271000000.0,39700000.0,143200000.0,-72100000.0,20500000.0,-58800000.0,145500000.0,219400000.0,254100000.0,206000000.0,222900000.0,234600000.0,-77000000.0,3500000.0,-250900000.0,-170900000.0,-76000000.0,380500000.0,332800000.0,-46500000.0,379000000.0,770300000.0,604700000.0,-758800000.0,93700000.0,-781100000.0,153200000.0,503400000.0,435600000.0,-1288300000.0,-337300000.0,-554300000.0,958600000.0,947500000.0,-91800000.0,359500000.0
,incomeBeforeTaxRatio,0.0,0.0134635602129752,0.0506902654867257,-0.0262965934787366,0.00726769950721452,-0.0195018407349673,0.043350017876296,0.0634746130478808,0.068557090438161,0.053453733976854,0.0554532789332272,0.0510255127563782,-0.0147137506688068,0.000619195046439629,-0.0435802126033489,-0.0296768367860802,-0.0130568488326146,0.0643693327919881,0.0593501444519742,-0.00772669114836909,0.0550472040668119,0.102099514884818,0.0838882414960324,-0.114345991561181,0.0147084216309552,-0.12593715234671,0.0207035420354879,0.0650177591217307,0.0517222954440209,-0.148146870436173,-0.0333587174745087,-0.0548980380116669,0.096808725509998,0.0975506800234739,-0.0123513266239707,0.0713619310399587
,incomeTaxExpense,45000000.0,53000000.0,64300000.0,-5500000.0,57200000.0,44400000.0,86200000.0,99300000.0,97300000.0,64800000.0,58800000.0,41600000.0,53100000.0,82600000.0,27800000.0,1561000000.0,-114600000.0,121800000.0,109800000.0,3400000.0,134200000.0,247500000.0,217700000.0,94800000.0,31900000.0,-153800000.0,45000000.0,141800000.0,139400000.0,105000000.0,99400000.0,85000000.0,278000000.0,369500000.0,-48400000.0,111300000.0
,netIncome,-316000000.0,-17200000.0,75500000.0,-65300000.0,-47700000.0,-109900000.0,46700000.0,108500000.0,145600000.0,134000000.0,236100000.0,189300000.0,-130100000.0,-79100000.0,-278700000.0,-1731900000.0,38600000.0,258700000.0,223000000.0,-67100000.0,225000000.0,510700000.0,387000000.0,-853600000.0,49700000.0,-624600000.0,100500000.0,565400000.0,361200000.0,-1393300000.0,-436700000.0,-639300000.0,680600000.0,578000000.0,-43400000.0,248200000.0
,netIncomeRatio,0.0,-0.00583307898395903,0.0267256637168142,-0.0238164709315049,-0.0169106959265431,-0.0364498689927366,0.0139137170778215,0.031390134529148,0.0392834016835744,0.034770875499507,0.0587371877798786,0.0411727602931901,-0.0248605060001529,-0.0139938080495356,-0.0484089487945529,-0.300744959799955,0.00663150480182796,0.0437643794830153,0.0397688768413168,-0.0111496984097971,0.0326797385620915,0.0676907987169631,0.0536873647411353,-0.128631705846896,0.00780158543285456,-0.100704577334215,0.0135816316877711,0.0730255085566677,0.0428881843764471,-0.160221248605697,-0.0431893030569759,-0.0633164634689855,0.0687335891739043,0.0595084887108896,-0.00583929820784672,0.0492685153939298
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
