date,,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY
,revenue,9498000000.0,12052000000.0,11584000000.0,11451000000.0,11151800000.0,10808900000.0,10680300000.0,10713600000.0,10380000000.0,9313000000.0,3000000.0,2278000000.0,229000000.0,245000000.0,245000000.0,8400000000.0,7636000000.0
,costOfRevenue,3005000000.0,359000000.0,337000000.0,356000000.0,337200000.0,334000000.0,336300000.0,369600000.0,3398000000.0,3250000000.0,39000000.0,1234000000.0,3115000000.0,5521000000.0,5520000000.0,4439000000.0,3998000000.0
,grossProfit,6493000000.0,11693000000.0,11247000000.0,11095000000.0,10814600000.0,10474900000.0,10344000000.0,10344000000.0,6982000000.0,6063000000.0,-36000000.0,1044000000.0,-2886000000.0,-5276000000.0,-5275000000.0,3961000000.0,3638000000.0
,grossProfitRatio,0.683617603706043,0.970212412877531,0.970908149171271,0.968911012138678,0.969762728886816,0.969099538343402,0.968512120446055,0.965501792114695,0.672639691714836,0.651025448298078,-12.0,0.458296751536435,-12.6026200873362,-21.534693877551,-21.530612244898,0.471547619047619,0.476427448926139
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,143000000.0,150000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,2651000000.0,2178000000.0,2035000000.0,2292000000.0,1961800000.0,1888800000.0,1825400000.0,1693700000.0,1579000000.0,1438000000.0,213000000.0,378000000.0,1084000000.0,1634000000.0,1634000000.0,1375000000.0,1282000000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-941000000.0,2979000000.0,2738000000.0,2203000000.0,3603500000.0,3507400000.0,3361500000.0,3531500000.0,-15000000.0,-61000000.0,-27000000.0,-74000000.0,120000000.0,121000000.0,121000000.0,0.0,0.0
,operatingExpenses,1853000000.0,5307000000.0,4773000000.0,4495000000.0,5565300000.0,5396200000.0,5186900000.0,5225200000.0,1579000000.0,1438000000.0,213000000.0,378000000.0,120000000.0,121000000.0,121000000.0,1375000000.0,1282000000.0
,costAndExpenses,7603000000.0,10338000000.0,9982000000.0,10281000000.0,9712500000.0,9686300000.0,9606500000.0,9772100000.0,4977000000.0,4688000000.0,252000000.0,1612000000.0,3235000000.0,5642000000.0,5641000000.0,5814000000.0,5280000000.0
,interestExpense,0.0,0.0,0.0,1537000000.0,1753000000.0,1880700000.0,1897800000.0,1833100000.0,1796000000.0,1796000000.0,237000000.0,584000000.0,118000000.0,138000000.0,138000000.0,107000000.0,117000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,1090000000.0,1073000000.0,1061000000.0,1133000000.0,1163300000.0,1211900000.0,1330900000.0,1344200000.0,1526000000.0,1553000000.0,33000000.0,427000000.0,700000000.0,777000000.0,738000000.0,569000000.0,538000000.0
