date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY
,revenue,300000.0,0.0,0.0,0.0,0.0,0.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,300.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.001,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,45118000.0,53249000.0,41078000.0,30157000.0,33895000.0,26356000.0
,GeneralAndAdministrativeExpenses,20123000.0,13743000.0,14339000.0,12462000.0,14180000.0,9472000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,421000.0,-517000.0,1780000.0,760000.0,351000.0,66000.0
,operatingExpenses,65241000.0,66992000.0,55417000.0,42619000.0,48075000.0,35828000.0
,costAndExpenses,65241000.0,66992000.0,55417000.0,42619000.0,48075000.0,35828000.0
,interestExpense,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,238000.0,83000.0,111000.0,258000.0,197000.0,111000.0
,EBITDA,-64703000.0,-66909000.0,-55306000.0,-42361000.0,-47878000.0,-35717000.0
,EBITDARatio,-215.676666666667,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-64941000.0,-66992000.0,-55417000.0,-42619000.0,-48075000.0,-35828000.0
,operatingIncomeRatio,-216.47,0.0,0.0,0.0,0.0,0.0
,totalOtherIncomeExpensesNet,-15819000.0,-21443000.0,1780000.0,760000.0,351000.0,-17377000.0
,incomeBeforeTax,-80760000.0,-88435000.0,-53637000.0,-41859000.0,-47724000.0,-53205000.0
,incomeBeforeTaxRatio,-269.2,0.0,0.0,0.0,0.0,0.0
,incomeTaxExpense,142000.0,-160000.0,-302000.0,156000.0,143000.0,55000.0
,netIncome,-80902000.0,-88275000.0,-53335000.0,-42015000.0,-47867000.0,-53260000.0
,netIncomeRatio,-269.673333333333,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-7.7,-30.3,-30.0,-33.6,-63.2,-1258.8
,EPSDiluted,-7.7,-30.3,-30.0,-33.6,-63.2,-1258.8
,weightedAverageShsOut,10441384.0,2913487.0,1768480.0,1247482.0,756006.0,359987.0
,weightedAverageShsOutDil,10441384.0,2913487.0,1768480.0,1247482.0,756006.0,359987.0
