date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-173207000.0,171917000.0,206086000.0,182492000.0,144652000.0,117288000.0,6833000.0,115222000.0,75476000.0,69988000.0,16257000.0,16854000.0,2200000.0
,depreciationAndAmortization,199786000.0,193240000.0,183482000.0,176499000.0,148163000.0,127449000.0,113112000.0,54827000.0,52748000.0,49815000.0,30749000.0,15936000.0,2300000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-2953000.0,221913000.0,-158788000.0,140262000.0,-149951000.0,-148858000.0,-17182000.0,-8032000.0,1967000.0,-203750000.0,23030000.0,174491000.0,-1100000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-7168000.0,9151000.0,3034000.0,-22872000.0,31596000.0,3057000.0,2559000.0,0.0,0.0,0.0,0.0,0.0,196000.0
,otherWorkingCapital,-580000.0,-91584000.0,-313497000.0,-154709000.0,-294971000.0,-145020000.0,3838000.0,21020000.0,29052000.0,27085000.0,230835000.0,207805000.0,33314000.0
,otherNonCashItems,8859000.0,4520000.0,7972000.0,7120000.0,6747000.0,6015000.0,118250000.0,314000.0,304000.0,-6158000.0,304000.0,-4618000.0,0.0
,netCashProvidedByOperatingActivites,26728000.0,381674000.0,404812000.0,384741000.0,332034000.0,281052000.0,252187000.0,137446000.0,122966000.0,116044000.0,38758000.0,29137000.0,3300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-311100000.0
,acquisitionsNet,0.0,-61000000.0,-151000000.0,-164000000.0,-107000000.0,-234000000.0,0.0,-7000000.0,-18000000.0,-162000000.0,-753000000.0,-325000000.0,-315000000.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,476000.0,-1229000.0,-537000.0,-2395000.0,3115000.0,7888000.0,9586000.0,55553000.0,135979000.0,-5836000.0,-22632000.0,-16046000.0,0.0
,netCashUsedForInvestingActivites,-82261000.0,-14324000.0,-210160000.0,-159292000.0,-169837000.0,-82285000.0,-58404000.0,25446000.0,105951000.0,-166085000.0,-786103000.0,-341131000.0,-315300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-44268000.0,-251706000.0,-694563000.0,-203020000.0,-318794000.0,-111218000.0,-189821000.0,-3713000.0,-34512000.0,0.0,-1135000.0,0.0,0.0
,commonStockIssued,0.0,0.0,4677000.0,132993000.0,0.0,0.0,0.0,21919000.0,50007000.0,58843000.0,825857000.0,570703000.0,400779000.0
,commonStockRepurchased,-17245000.0,-4912000.0,-105829000.0,-692000.0,-9328000.0,-237567000.0,-2349000.0,-19992000.0,-51987000.0,-39168000.0,-7462000.0,-2605000.0,400800000.0
,dividendsPaid,-67378000.0,-268672000.0,-275892000.0,-267917000.0,-229056000.0,-229127000.0,-233412000.0,-151586000.0,-291093000.0,-160399000.0,-118126000.0,-57330000.0,-13000000.0
,otherFinancingActivites,-2289000.0,-1031000.0,-7004000.0,-1813000.0,-4219000.0,-7055000.0,-4903000.0,-445000.0,-728000.0,-410000.0,-594000.0,-300000.0,0.0
,netCashUsedProvidedByFinancingActivities,55240000.0,-366321000.0,-190811000.0,-225449000.0,-162197000.0,-198767000.0,-211885000.0,-153817000.0,-250623000.0,-143334000.0,698540000.0,509714000.0,387200000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-293000.0,1029000.0,3841000.0,0.0,0.0,0.0,0.0,9075000.0,-21706000.0,-193375000.0,-48805000.0,197720000.0,75200000.0
,cashAtEndOfPeriod,34368000.0,34661000.0,33632000.0,0.0,0.0,0.0,0.0,18102000.0,9027000.0,30733000.0,224108000.0,272913000.0,75200000.0
,cashAtBeginningOfPeriod,34661000.0,33632000.0,29791000.0,0.0,0.0,0.0,18102000.0,9027000.0,30733000.0,224108000.0,272913000.0,75193000.0,20000.0
,operatingCashFlow,26728000.0,381674000.0,404812000.0,384741000.0,332034000.0,281052000.0,252187000.0,137446000.0,122966000.0,116044000.0,38758000.0,29137000.0,3300000.0
,capitalExpenditure,-48559000.0,61801000.0,-135330000.0,-93592000.0,-14234000.0,-27913000.0,-67990000.0,-377000.0,-16526000.0,0.0,-22736000.0,0.0,-311100000.0
