date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY
,revenue,1681297000.0,1515892000.0,1293636000.0,1095250000.0,988465000.0,942753000.0,936021000.0,861260000.0,798018000.0,691449000.0,580236000.0,516885000.0,478339000.0,385340000.0,263640000.0,158036000.0,134539000.0,113535000.0,91011000.0,84836000.0,74467000.0,63139000.0,56600000.0,50500000.0,47100000.0
,costOfRevenue,225264000.0,166273000.0,155885000.0,150164000.0,146860000.0,147246000.0,153386000.0,146692000.0,139516000.0,119014000.0,100879000.0,97236000.0,91414000.0,78047000.0,56727000.0,20463000.0,18277000.0,18477000.0,11760000.0,11353000.0,6586000.0,4711000.0,4300000.0,3800000.0,4300000.0
,grossProfit,1456033000.0,1349619000.0,1137751000.0,945086000.0,841605000.0,795507000.0,782635000.0,714568000.0,658502000.0,572435000.0,479357000.0,419649000.0,386925000.0,307293000.0,206913000.0,137573000.0,116262000.0,95058000.0,79251000.0,73483000.0,67881000.0,58428000.0,52300000.0,46700000.0,42800000.0
,grossProfitRatio,0.866017723222013,0.890313426022434,0.879498560646117,0.86289522939968,0.851426201231202,0.84381274840812,0.836129744952303,0.82967744931844,0.825171863291304,0.827877399490056,0.826141432106936,0.811880785861459,0.808892856321563,0.797459386515804,0.784831588529813,0.870516844263332,0.864150915347966,0.837257233452239,0.870784850182945,0.866177094629638,0.911558139847181,0.925386844897765,0.924028268551237,0.924752475247525,0.908704883227176
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,355371000.0,298210000.0,233802000.0,202746000.0,183093000.0,168831000.0,165421000.0,151439000.0,132628000.0,108530000.0,88990000.0,79856000.0,71594000.0,56481000.0,49406000.0,30688000.0,26281000.0,23792000.0,19605000.0,16893000.0,14502000.0,13475000.0,11600000.0,11000000.0,9800000.0
,GeneralAndAdministrativeExpenses,587707000.0,521200000.0,413580000.0,338640000.0,269515000.0,253603000.0,246376000.0,218907000.0,205178000.0,180357000.0,155096000.0,137264000.0,134887000.0,115108000.0,86901000.0,43285000.0,39824000.0,36866000.0,30283000.0,32771000.0,29467000.0,24948000.0,22700000.0,20800000.0,17400000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,30000.0,385000.0,-54000.0,-61000.0,85000.0,96000.0,115000.0,-1046000.0,-1405000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,959677000.0,834579000.0,661177000.0,554358000.0,465363000.0,441828000.0,435185000.0,392705000.0,364249000.0,306876000.0,260089000.0,233446000.0,217194000.0,180524000.0,142657000.0,75157000.0,87254000.0,61713000.0,52177000.0,54935000.0,48302000.0,41185000.0,37000000.0,36000000.0,39100000.0
,costAndExpenses,1184941000.0,1000852000.0,817062000.0,704522000.0,612223000.0,589074000.0,588571000.0,539397000.0,503765000.0,425890000.0,360968000.0,330682000.0,308608000.0,258571000.0,199384000.0,95620000.0,105531000.0,80190000.0,63937000.0,66288000.0,54888000.0,45896000.0,41300000.0,39800000.0,43400000.0
,interestExpense,10988000.0,3461000.0,0.0,0.0,221000.0,325000.0,779000.0,1169000.0,2661000.0,3332000.0,4488000.0,10401000.0,0.0,0.0,3013000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,16599000.0,15169000.0,13795000.0,12972000.0,12755000.0,19394000.0,23388000.0,22359000.0,26443000.0,17989000.0,16003000.0,16326000.0,10713000.0,8935000.0,6350000.0,4760000.0,4179000.0,4083000.0,2289000.0,5271000.0,4333000.0,2762000.0,2700000.0,4200000.0,11900000.0
,EBITDA,512955000.0,530209000.0,490369000.0,403700000.0,388997000.0,373073000.0,370838000.0,344222000.0,320696000.0,283548000.0,235271000.0,202529000.0,180444000.0,135704000.0,70606000.0,67176000.0,33187000.0,37428000.0,29363000.0,23819000.0,23912000.0,20005000.0,18000000.0,14900000.0,15600000.0
,EBITDARatio,0.305094816680218,0.349767001870846,0.379062580200304,0.368591645742981,0.393536442868488,0.395727194715901,0.396185555665952,0.399672572742261,0.4018656220787,0.410077966704703,0.405474668927816,0.391826034804647,0.377230374274312,0.352166917527378,0.267812168108026,0.425067706092283,0.246671968722824,0.329660457127758,0.322631330278758,0.280765241171201,0.32110867901218,0.316840621485928,0.318021201413428,0.295049504950495,0.331210191082803
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,496356000.0,515040000.0,476574000.0,390728000.0,376242000.0,353679000.0,347450000.0,321863000.0,294253000.0,265559000.0,219268000.0,186203000.0,169731000.0,126769000.0,64256000.0,62416000.0,29008000.0,33345000.0,27074000.0,18548000.0,19579000.0,17243000.0,15300000.0,10700000.0,3700000.0
,operatingIncomeRatio,0.295222081523966,0.339760352320614,0.368398838622302,0.356747774480712,0.38063259700647,0.375155528542471,0.371198936775991,0.373711771126025,0.368729778025057,0.384061586610148,0.377894511888266,0.360240672490012,0.354834123916302,0.328979602429024,0.243726293430435,0.394947986534714,0.21561034346918,0.293697978596908,0.297480524332224,0.218633598943845,0.262921831146682,0.273095867847131,0.270318021201413,0.211881188118812,0.0785562632696391
,totalOtherIncomeExpensesNet,3484000.0,-1792000.0,-908000.0,-1996000.0,85000.0,582000.0,-1534000.0,-1046000.0,-1405000.0,-369000.0,-297000.0,-4013000.0,727000.0,-600000.0,-28182000.0,4271000.0,1923000.0,357000.0,311000.0,1434000.0,3579000.0,2626000.0,1900000.0,900000.0,600000.0
,incomeBeforeTax,493925000.0,522583000.0,487085000.0,395694000.0,380315000.0,356765000.0,348139000.0,322489000.0,293547000.0,264858000.0,216394000.0,173529000.0,166691000.0,124263000.0,33061000.0,63111000.0,47901000.0,30674000.0,27385000.0,19982000.0,23158000.0,19869000.0,17100000.0,11600000.0,2600000.0
,incomeBeforeTaxRatio,0.293776173989486,0.344736300475232,0.376523999022909,0.361281899109792,0.384753127323679,0.378428920406512,0.371935031372159,0.374438613194622,0.367845086201063,0.383047773588508,0.372941354896973,0.335720711570272,0.348478798509007,0.322476254736077,0.125402063419815,0.399345718697006,0.356038026148552,0.270172193596688,0.300897693685379,0.235536800414918,0.310983388615091,0.314686643754256,0.302120141342756,0.22970297029703,0.0552016985138004
,incomeTaxExpense,60038000.0,71288000.0,67710000.0,136443000.0,114679000.0,104244000.0,93449000.0,77162000.0,90064000.0,84183000.0,63262000.0,57138000.0,55020000.0,41871000.0,18905000.0,19208000.0,13334000.0,9361000.0,8426000.0,6290000.0,6848000.0,5118000.0,5800000.0,4200000.0,1000000.0
,netIncome,433887000.0,451295000.0,419375000.0,259251000.0,265636000.0,252521000.0,254690000.0,245327000.0,203483000.0,180675000.0,153132000.0,116391000.0,111671000.0,82392000.0,14156000.0,43903000.0,34567000.0,21313000.0,18959000.0,13692000.0,16310000.0,14751000.0,11300000.0,7400000.0,1300000.0
,netIncomeRatio,0.25806683768543,0.297709203558037,0.32418315507608,0.236704861903675,0.26873586824015,0.267854888820295,0.272098596078507,0.284846620068272,0.254985476518074,0.261299097981196,0.263913304241722,0.225177747468005,0.233455770907244,0.213816369958997,0.0536944318009407,0.277803791541168,0.256929217550301,0.187721847888316,0.208315478348771,0.161393747937196,0.21902319148079,0.233627393528564,0.199646643109541,0.146534653465347,0.0276008492569002
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,5.14944397631114,5.36,4.99,3.05,3.05,2.82,2.77,2.65,2.2,1.96,1.69,1.32,1.35,1.06,0.195,0.69,0.56,0.355,0.325,0.235,0.2575,0.225,0.1775,0.1175,0.0175
,EPSDiluted,5.14944397631114,5.25,4.88,2.98,2.99,2.76,2.7,2.58,2.14,1.91,1.64,1.27,1.29,1.02,0.185,0.65,0.525,0.335,0.305,0.2225,0.25,0.22,0.17,0.1125,0.0175
,weightedAverageShsOut,84259000.0,84259000.0,83973000.0,84988000.0,87227000.0,89561000.0,92067000.0,92691000.0,92622000.0,92120000.0,90684000.0,88486000.0,82975000.0,77792000.0,72594872.0,63498000.0,61910000.0,59832000.0,58392000.0,58216000.0,63216000.0,65464000.0,64208000.0,62968000.0,60348000.0
,weightedAverageShsOutDil,84259000.0,85925000.0,85913000.0,86854000.0,88969000.0,91502000.0,94194000.0,95139000.0,94954000.0,94381000.0,93209000.0,91785000.0,86768000.0,81135000.0,76398000.0,67384000.0,65956000.0,63752000.0,62376000.0,61752000.0,65076000.0,66756000.0,66324000.0,66072000.0,60348000.0
