date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY
,revenue,260805000.0,198653000.0,59434000.0,63746000.0,61881000.0,42110861.0,38386619.0,52390000.0,61170000.0,58470000.0,40970000.0,27820000.0,21030000.0,14460000.0,6230000.0,20000.0,20000.0,295.349214,56.532703,1919.622106,29703.234411
,costOfRevenue,176938000.0,191808000.0,51249000.0,46057000.0,39859000.0,38840449.0,42734844.0,51760000.0,41950000.0,31250000.0,22830000.0,14700000.0,17000000.0,13190000.0,6280000.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,83867000.0,6845000.0,8185000.0,17689000.0,22022000.0,3270412.0,-4348225.0,630000.0,19220000.0,27220000.0,18140000.0,13120000.0,4030000.0,1270000.0,-50000.0,0.0,0.0,295.349214,56.532703,1919.622106,29703.234411
,grossProfitRatio,0.321569755181074,0.0344570683553734,0.137715785577279,0.277491921061714,0.35587660186487,0.0776619599395035,-0.113274498074446,0.0118343195266272,0.314206310282818,0.465537882674876,0.442518916280205,0.471603163191948,0.191631003328578,0.0885200553250346,-0.00642054574638844,0.0,0.0,1.0,1.0,1.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,14228000.0,13045000.0,9466000.0,6085000.0,4620974.0,3125838.0,2240000.0,2380000.0,0.0,6900000.0,1390000.0,5930000.0,6340000.0,3500000.0,1930000.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,12480000.0,17089000.0,6286000.0,7804000.0,5715000.0,4564045.0,4898017.0,7400000.0,9880000.0,9110000.0,6530000.0,7170000.0,7100000.0,5410000.0,8000000.0,2080000.0,940000.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1661.45303400001,4418.13938000001
,operatingExpenses,26914000.0,45782000.0,20339000.0,18137000.0,11940000.0,11721638.118023,9614423.78926,9285573.41022,12559934.863243,8918707.149853,13886778.115502,12739171.043835,14943977.814297,16390324.144199,11192234.042553,2177033.752368,1018441.279718,216578.884459,433588.048097,170184.298798,140492.164055
,costAndExpenses,203852000.0,275791000.0,70691000.0,63403000.0,53478000.0,49900375.0,59266003.0,73390000.0,54460000.0,40540000.0,36510000.0,26690000.0,34310000.0,28310000.0,19030000.0,4350000.0,940000.0,216578.884459,433588.048097,170184.298798,140492.164055
,interestExpense,3981000.0,5752000.0,20000.0,171000.0,99000.0,123226.369002,49962.958496,49776.007964,6031.181207,271302.644466,933850.583907,1116224.811384,949216.926869,1045720.488741,712282.086479,307397.10694,0.0,4186.555827,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,446000.0,35185000.0,3573000.0,3954000.0,5576000.0,10459176.0,11914038.0,12960000.0,8890000.0,4610000.0,2340000.0,3140000.0,4020000.0,3360000.0,1250000.0,10000.0,0.0,1519.159142,1318.672942,1661.453033,4418.13938
,EBITDA,8552000.0,-49341000.0,-5818000.0,6881000.0,3066000.0,5218357.369002,-9870991.041504,-2730223.992036,18606031.181207,18531302.644466,6403850.583907,4086224.811384,-9030783.073131,-11554279.511259,-11237717.913521,-4312602.89306,-900000.0,-214764.376103,-432212.842452,-166603.223659,-106370.790263
,EBITDARatio,0.032790782385307,-0.248377824649011,-0.0978900965777165,0.107944027860572,0.0495467106220003,0.123919512569501,-0.257146664609978,-0.0521134566145448,0.304169219898758,0.316936935940927,0.156305847788797,0.146880834341625,-0.429423826587304,-0.799051141857469,-1.80380704871926,-215.630144653,-45.0,-727.154046541664,-7645.35957978164,-86.7895942322515,-3.58111809613594
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,56953000.0,-77138000.0,-11257000.0,343000.0,8403000.0,-7789513.0,-20879385.0,-21000000.0,6710000.0,17920000.0,4450000.0,1140000.0,-13280000.0,-13850000.0,-12800000.0,-4330000.0,-920000.0,-216283.535245,-433531.515394,-168264.676692,-110788.929643
,operatingIncomeRatio,0.218373880868848,-0.388305235762863,-0.189403371807383,0.00538072977127977,0.135792892810394,-0.184976341376634,-0.543923521891834,-0.400839854934148,0.109694294588851,0.306481956558919,0.108616060532097,0.0409777138749101,-0.631478839752734,-0.957814661134163,-2.0545746388443,-216.5,-46.0,-732.297649673109,-7668.68542255975,0.0,0.0
,totalOtherIncomeExpensesNet,52828000.0,13140000.0,-1846000.0,-2413000.0,11012000.0,-2425468.0,955607.0,-5260000.0,-3000000.0,4280000.0,1310000.0,1310000.0,720000.0,2110000.0,400000.0,300000.0,-10000.0,9377.915899,1020.764652,-47067.174211,-93263.087696
,incomeBeforeTax,4125000.0,-90278000.0,-9411000.0,2756000.0,-2609000.0,-5364045.0,-21834992.0,-15740000.0,9710000.0,13640000.0,3140000.0,-170000.0,-14000000.0,-15960000.0,-13200000.0,-4630000.0,-910000.0,0.0,0.0,0.0,0.0
,incomeBeforeTaxRatio,0.0158164145626042,-0.454450725637166,-0.158343708988121,0.0432340852759389,-0.0421615681711672,-0.127379133853378,-0.56881779559695,-0.300439015079214,0.158737943436325,0.23328202497007,0.0766414449597266,-0.00611071171818835,-0.665715644317642,-1.10373443983402,-2.11878009630819,-231.5,-45.5,0.0,0.0,0.0,0.0
,incomeTaxExpense,3791000.0,744000.0,652000.0,1466000.0,1509000.0,-2996.0,1464465.0,-3380000.0,4200000.0,2010000.0,-1690000.0,590000.0,-610000.0,2400000.0,100000.0,-310000.0,0.0,0.0,0.0,0.0,0.0
,netIncome,334000.0,-91022000.0,-10063000.0,1290000.0,-4118000.0,-5361049.0,-23299457.0,-12360000.0,5510000.0,11640000.0,4820000.0,-760000.0,-13390000.0,-18360000.0,-13300000.0,-4320000.0,-910000.0,-211092.175174,-432510.750742,-191798.263797,-171130.376792
,netIncomeRatio,0.00128065029428117,-0.458195949721373,-0.169313860753104,0.0202365638628306,-0.0665470823031302,-0.127307988312089,-0.606968198996635,-0.235922886046956,0.090076835049861,0.199076449461262,0.117647058823529,-0.0273184759166068,-0.636709462672373,-1.26970954356846,-2.13483146067416,-216.0,-45.5,-714.720626187277,-7650.62924272346,-99.9145942305584,-5.76133812311784
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,0.000989,-0.33295,-0.05958,0.00753,-0.0267,-0.03806,-0.16744,-0.08947,0.03972,0.08597,0.04053,-0.00842,-0.16466,-0.25419,-0.22271,-0.18008,-0.06771,-0.123383,-0.317599,-0.251259,-0.266756
,EPSDiluted,0.00097,-0.33295,-0.05958,0.00753,-0.0267,-0.03806,-0.16744,-0.08947,0.03972,0.08597,0.04053,-0.00842,-0.16466,-0.25419,-0.22271,-0.18008,-0.06771,-0.123383,-0.317599,-0.251259,-0.266756
,weightedAverageShsOut,337834000.0,273380000.0,168888000.0,171307000.0,154217000.0,140856000.0,139149670.0,138150000.0,138710000.0,135400000.0,118930000.0,90210000.0,81320000.0,72230000.0,59720000.0,23990000.0,13440000.0,1748248.0,1380211.0,1104697.0,784697.0
