date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY
,revenue,54032000000.0,54087000000.0,29054000000.0,21827000000.0,34292000000.0,51158000000.0,46339000000.0,15702000000.0,6850440000.0,5884827000.0,5417295000.0,9293868000.0,7405836000.0,5854550000.0,4496907000.0,2674203000.0,2674203000.0
,costOfRevenue,42727000000.0,44501000000.0,23133000000.0,17380000000.0,28958000000.0,46670000000.0,42236000000.0,12922000000.0,4963120000.0,4307212000.0,3802949000.0,6938080000.0,7156142000.0,5644021000.0,4326713000.0,4959799000.0,4959799000.0
,grossProfit,11305000000.0,9586000000.0,5921000000.0,4447000000.0,5334000000.0,4488000000.0,4103000000.0,2780000000.0,1887320000.0,1577615000.0,1614346000.0,2355788000.0,249694000.0,210529000.0,170194000.0,-2285596000.0,-2285596000.0
,grossProfitRatio,0.209227864968907,0.177232976500823,0.203792937289186,0.203738489027351,0.155546483144757,0.0877282145509989,0.0885431278188998,0.177047509871354,0.275503471309872,0.268081797476799,0.297998539861684,0.253477669362207,0.0337158424788235,0.0359598944410757,0.0378469023264212,-0.854683058840335,-0.854683058840335
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,679000000.0,664000000.0,434000000.0,348000000.0,475000000.0,377000000.0,485000000.0,486000000.0,211609000.0,176433000.0,173936000.0,194227000.0,56198000.0,55686000.0,53048000.0,48412000.0,48412000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,303000000.0,69000000.0,209000000.0,131000000.0,22000000.0,-25000000.0,-163000000.0,11000000.0,0.0,0.0,0.0,0.0,7099944000.0,5588335000.0,4273665000.0,2470748000.0,2470748000.0
,operatingExpenses,3946000000.0,3753000000.0,2604000000.0,1832000000.0,2736000000.0,2013000000.0,1873000000.0,1386000000.0,642513000.0,519444000.0,486739000.0,1238209000.0,7156142000.0,5644021000.0,4326713000.0,2519160000.0,2519160000.0
,costAndExpenses,46673000000.0,48254000000.0,25737000000.0,19212000000.0,31694000000.0,48683000000.0,44109000000.0,14308000000.0,5605633000.0,4826656000.0,4289688000.0,8176289000.0,7249681000.0,5736356000.0,4413599000.0,2594729000.0,2594729000.0
,interestExpense,2257000000.0,1709000000.0,1365000000.0,1317000000.0,1291000000.0,860000000.0,849000000.0,665000000.0,474113000.0,412553000.0,394274000.0,265701000.0,-35280000.0,-27853000.0,-21599000.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,0.0,0.0,0.0,0.0,0.0,1130000000.0,1032000000.0,656000000.0,430904000.0,343011000.0,312803000.0,262151000.0,37341000.0,36649000.0,33838000.0,31933000.0,27157000.0
,EBITDA,11084000000.0,9089000000.0,6014000000.0,4791000000.0,5018000000.0,3605000000.0,3262000000.0,2050000000.0,1675711000.0,1401182000.0,1440410000.0,1379730000.0,193496000.0,154843000.0,117146000.0,111407000.0,106631000.0
,EBITDARatio,0.205137696180041,0.168044077134986,0.206993873476974,0.219498785907362,0.146331505890587,0.0704679620000782,0.0703942683268953,0.130556616991466,0.244613630657301,0.238100797185712,0.265891002797522,0.148455949664876,0.0261275026884203,0.0264483179749084,0.0260503497181507,0.0416598889463515,0.0398739362718537
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,7359000000.0,5833000000.0,3317000000.0,2615000000.0,2598000000.0,2475000000.0,2230000000.0,1394000000.0,1244807000.0,1058171000.0,1127607000.0,1117579000.0,156155000.0,118194000.0,83308000.0,79474000.0,79474000.0
,operatingIncomeRatio,0.136197068403909,0.10784476861353,0.114166724031114,0.119805745177991,0.0757611104630818,0.0483795300832714,0.0481236107814152,0.0887784995541969,0.181711977624795,0.179813442264318,0.208149454663259,0.120249071753548,0.0210853980563437,0.0201884004748444,0.0185256221665247,0.0297187610663813,0.0297187610663813
