Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Revenue,273901000.0,1131812.0,0.0,0.0
Revenue Growth,241.00220531325,0.0,0.0,
Cost of Revenue,0.0,1131812.0,0.0,0.0
Gross Profit,0.0,0.0,0.0,0.0
R&D Expenses,0.0,0.0,0.0,
SG&A Expense,32926000.0,1131812.0,0.0,2000.0
Operating Expenses,260829000.0,1131812.0,0.0,108406441.0
Operating Income,13072000.0,-1131812.0,-2187.0,-2000.0
Interest Expense,18448000.0,0.0,0.0,-4234371.0
Earnings before Tax,-5376000.0,251374.0,-2187.0,-2000.0
Income Tax Expense,1868000.0,436721.0,0.0,0.0
Net Income - Non-Controlling int,0.0,0.0,0.0,
Net Income - Discontinued ops,0.0,0.0,0.0,
Net Income,-7244000.0,-185347.0,-2187.0,
Preferred Dividends,0.0,0.0,0.0,
Net Income Com,-7244000.0,-185347.0,-2187.0,-2000.0
EPS,-0.28,-0.02,0.0,0.0
EPS Diluted,-0.28,-0.02,0.0,0.0
Weighted Average Shs Out,25484386.0,7594116.0,5271666.0,18560000.0
Weighted Average Shs Out (Dil),25484386.0,7594116.0,5271666.0,
Dividend per Share,0.0,0.0,0.0,
Gross Margin,0.0,0.0,0.0,0.0
EBITDA Margin,0.121178820085,0.0,0.0,
EBIT Margin,0.0477252730001,0.0,0.0,0.0
Profit Margin,-0.0264475120573,0.0,0.0,
Free Cash Flow margin,0.0529643922439,-0.589956635908,0.0,
EBITDA,33191000.0,-1131812.0,-2187.0,
EBIT,13072000.0,-1131812.0,-2187.0,-1803718.0
Consolidated Income,-7244000.0,-185347.0,-2187.0,
Earnings Before Tax Margin,-0.0196275296549,0.0,0.0,0.0
Net Profit Margin,-0.0264475120573,0.0,0.0,
