date,,2021-01-02_FY,2019-12-28_FY,2018-12-29_FY,2017-12-30_FY,2016-12-31_FY,2016-01-02_FY,2015-01-03_FY,2013-12-28_FY,2012-12-29_FY,2011-12-31_FY,2011-01-01_FY,2010-01-02_FY,2009-01-03_FY,2007-12-29_FY,2006-12-30_FY,2005-12-31_FY,2005-01-01_FY,2004-01-03_FY,2002-12-28_FY,2001-12-29_FY,2000-12-31_FY,2000-12-30_FY,2000-01-01_FY,1999-01-02_FY,1997-12-27_FY,1996-12-28_FY,1995-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,124664000.0,100526000.0,126224000.0,62535000.0,100041000.0,94672000.0,76636000.0,79024000.0,66433000.0,0.0,45651000.0,33556000.0,29945000.0,45317000.0,41266000.0,38994000.0,30777000.0,20817000.0,8503000.0,2199000.0,2867000.0,2867000.0,5900000.0,9500000.0,6600000.0,5000000.0,2300000.0
,depreciationAndAmortization,22509000.0,23007000.0,16843000.0,16110000.0,13482000.0,9978000.0,8810000.0,9044000.0,8826000.0,8474000.0,7916000.0,7069000.0,6697000.0,5333000.0,5562000.0,5904000.0,4840000.0,3877000.0,4137000.0,4116000.0,4186000.0,4186000.0,4500000.0,3400000.0,2200000.0,800000.0,300000.0
,deferredIncomeTax,-2423000.0,-3635000.0,699000.0,19306000.0,-3700000.0,-2572000.0,-1039000.0,814000.0,4111000.0,-1599000.0,3194000.0,-2296000.0,-2435000.0,-1565000.0,-1304000.0,-631000.0,-29000.0,-170000.0,-1063000.0,962000.0,600000.0,600000.0,-800000.0,-200000.0,-200000.0,-100000.0,-100000.0
,stockBasedCompensation,14394000.0,15541000.0,14955000.0,15482000.0,16542000.0,11081000.0,9805000.0,7624000.0,10210000.0,10549000.0,10406000.0,8925000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,64032000.0,-50468000.0,44673000.0,59606000.0,26518000.0,30652000.0,-50900000.0,71400000.0,15337000.0,23663000.0,11300000.0,13200000.0,-1900000.0,-20700000.0,5526000.0,-2726000.0,-300000.0,17100000.0,800000.0,-1908000.0,8000.0,3600000.0,-9200000.0,3300000.0,4200000.0,-1400000.0,1500000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-16784000.0,12990000.0,-23101000.0,6054000.0,-1034000.0,-23071000.0,1102000.0,-11783000.0,1370000.0,-3209000.0,-6257000.0,-1123000.0,-7216000.0,2681000.0,-2224000.0,-6420000.0,-4832000.0,-4612000.0,-724000.0,185000.0,-1956000.0,-1956000.0,0.0,-5000000.0,-300000.0,-4300000.0,-1200000.0
,accountsPayables,6076000.0,1835000.0,-1720000.0,3043000.0,-1341000.0,2481000.0,-1337000.0,2790000.0,-985000.0,1502000.0,-1981000.0,-1138000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,257213000.0,193181000.0,243649000.0,198976000.0,139370000.0,112852000.0,82200000.0,133100000.0,61700000.0,46363000.0,22700000.0,11400000.0,-1800000.0,100000.0,20800000.0,15274000.0,18000000.0,18300000.0,1200000.0,400000.0,2308000.0,2300000.0,-1300000.0,7900000.0,4600000.0,400000.0,1800000.0
,otherNonCashItems,-62775000.0,41762000.0,-51275000.0,-49256000.0,-15853000.0,-32345000.0,61873000.0,-69013000.0,-12112000.0,29021000.0,-12359000.0,-27985000.0,13649000.0,28834000.0,9470000.0,6477000.0,2895000.0,-6146000.0,3566000.0,4582000.0,-3593000.0,-7185000.0,14600000.0,-5400000.0,-5700000.0,-100000.0,-100000.0
,netCashProvidedByOperatingActivites,160401000.0,126733000.0,152119000.0,123783000.0,137030000.0,111466000.0,105185000.0,98893000.0,92805000.0,70108000.0,66108000.0,32469000.0,45956000.0,57219000.0,60520000.0,48018000.0,38183000.0,35478000.0,15943000.0,9951000.0,4068000.0,4068000.0,15000000.0,10600000.0,7100000.0,4200000.0,3900000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-15094000.0,-16569000.0,-11433000.0,-13220000.0,-32698000.0,-23729000.0,-20421000.0,-8051000.0,-8432000.0,-10643000.0,-4192000.0,-4128000.0,-16061000.0,-26264000.0,-11038000.0,-4311000.0,-6952000.0,-4564000.0,-2966000.0,-6602000.0,-5265000.0,-5265000.0,-4900000.0,-11300000.0,-5300000.0,-7800000.0,-4100000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42694000.0,0.0,0.0,0.0,0.0,-1406000.0,-2140000.0,-5341000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-21089000.0,-1660000.0,-86396000.0,0.0,0.0,0.0,-3871000.0,-8643000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,1935000.0,65475000.0,23596000.0,0.0,0.0,0.0,12511000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,287000.0,248000.0,5230000.0,318000.0,815000.0,-1395000.0,-4485000.0,-4895000.0,154000.0,34000.0,33000.0,931000.0,855000.0,254000.0,-642000.0,19000.0,29000.0,48000.0,45000.0,53000.0,2779000.0,2779000.0,0.0,-400000.0,1100000.0,0.0,300000.0
,netCashUsedForInvestingActivites,-33961000.0,47494000.0,-69003000.0,-12902000.0,-31883000.0,-25124000.0,-16266000.0,-21589000.0,-8278000.0,-10609000.0,-46853000.0,-3197000.0,-15206000.0,-26010000.0,-11680000.0,-5698000.0,-9063000.0,-9857000.0,-2921000.0,-6549000.0,-2486000.0,-2486000.0,-4900000.0,-11700000.0,-4200000.0,-7800000.0,-3800000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
