Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Depreciation & Amortization,239998000.0,264742000.0,264879000.0,282946000.0,288331000.0,242725000.0
Stock-based compensation,10791000.0,64788000.0,38809000.0,39021000.0,49190000.0,49512000.0
Operating Cash Flow,396858000.0,192157000.0,192256000.0,170486000.0,269156000.0,277546000.0
Capital Expenditure,-238046000.0,-274063000.0,-240258000.0,-344056000.0,-416746000.0,-433926000.0
Acquisitions and disposals,346050000.0,8728000.0,550368000.0,204992000.0,-280635000.0,-192013000.0
Investment purchases and sales,0.0,0.0,0.0,-13974000.0,227872000.0,-235775000.0
Investing Cash flow,115494000.0,-284682000.0,297297000.0,-173642000.0,-489181000.0,-889083000.0
Issuance (repayment) of debt,-383032000.0,-166062000.0,-394992000.0,87467000.0,231390000.0,631264000.0
Issuance (buybacks) of shares,0.0,456359000.0,253000.0,2040000.0,964000.0,199720000.0
Dividend payments,0.0,0.0,0.0,0.0,-6526000.0,-22872000.0
Financing Cash Flow,-410129000.0,157570000.0,-445722000.0,34424000.0,172586000.0,756663000.0
Effect of forex changes on cash,-13486000.0,25909000.0,3478000.0,-34179000.0,-50877000.0,-12531000.0
Net cash flow / Change in cash,57008000.0,58445000.0,43817000.0,-2911000.0,-98316000.0,132595000.0
Free Cash Flow,158812000.0,-81906000.0,-48002000.0,-173570000.0,-147590000.0,-156380000.0
Net Cash/Marketcap,-0.6212,-0.9343,-1.151,-1.151,-1.151,-1.151
