date,,2020-10-02_FY,2019-09-27_FY,2018-09-28_FY,2017-09-29_FY,2016-09-30_FY,2015-10-02_FY,2014-10-03_FY,2013-09-27_FY,2012-09-28_FY,2011-09-30_FY,2010-09-30_FY,2009-09-30_FY
,revenue,530037000.0,499708000.0,570398000.0,698772000.0,544338000.0,420609000.0,339200000.0,242700000.0,303300000.0,310295000.0,260297000.0,102718000.0
,costOfRevenue,259871000.0,279000000.0,324692000.0,371888000.0,262729000.0,217019000.0,196800000.0,133500000.0,169200000.0,178435000.0,166554000.0,77171000.0
,grossProfit,270166000.0,220708000.0,245706000.0,326884000.0,281609000.0,203590000.0,142300000.0,109200000.0,134100000.0,131860000.0,93743000.0,25547000.0
,grossProfitRatio,0.509711586172286,0.441673937579546,0.430762379952244,0.467797793844058,0.517342166080634,0.4840362426862,0.419516509433962,0.449938195302843,0.44213649851632,0.424950450377866,0.360138610894478,0.248710060554139
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,141333000.0,163469000.0,177713000.0,147986000.0,107698000.0,82188000.0,66900000.0,42500000.0,36800000.0,36121000.0,25795000.0,13553000.0
,GeneralAndAdministrativeExpenses,124306000.0,108214000.0,109908000.0,150130000.0,145433000.0,97435000.0,65300000.0,54000000.0,43900000.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,1139000.0,284329000.0,12840000.0,7096000.0,39000.0,1280000.0,14823000.0,7623000.0,-41454000.0,0.0,0.0,0.0
,operatingExpenses,266778000.0,601084000.0,352226000.0,342968000.0,253131000.0,193498000.0,170200000.0,101500000.0,80400000.0,0.0,0.0,0.0
,costAndExpenses,526649000.0,880084000.0,676918000.0,714856000.0,515860000.0,410517000.0,367000000.0,235000000.0,249600000.0,262869000.0,240209000.0,119125000.0
,interestExpense,27380000.0,35803000.0,31338000.0,28855000.0,18427000.0,18376000.0,12362000.0,817000.0,695000.0,1561000.0,2323000.0,1699000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,78826000.0,104418000.0,112383000.0,92998000.0,70591000.0,54708000.0,52670000.0,14820000.0,12590000.0,10410000.0,11134000.0,6198000.0
,EBITDA,82214000.0,-275958000.0,5863000.0,76914000.0,99069000.0,64800000.0,24870000.0,22520000.0,66290000.0,57836000.0,31222000.0,-10209000.0
,EBITDARatio,0.155109926288165,-0.552238507288256,0.0102787877937861,0.110070237502361,0.181999052059566,0.154062323916036,0.0733195754716981,0.0927894519983519,0.21856247939334,0.186390370453923,0.11994759832038,-0.0993886173796219
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,3388000.0,-380376000.0,-106520000.0,-16084000.0,28478000.0,10092000.0,-27800000.0,7700000.0,53700000.0,47426000.0,20088000.0,-16407000.0
,operatingIncomeRatio,0.00639200659576596,-0.761196538778647,-0.186746797849922,-0.0230175221674595,0.052316759072488,0.0239937804469234,-0.0819575471698113,0.0317264112072518,0.177052423343225,0.152841650687249,0.0771733827128242,-0.159728577269807
,totalOtherIncomeExpensesNet,0.0,526000.0,-17377000.0,-4566000.0,-31622000.0,-7116000.0,-700000.0,-3900000.0,-40800000.0,-46316000.0,-2234000.0,21973000.0
,incomeBeforeTax,-41562000.0,-423153000.0,-155235000.0,-49505000.0,-21571000.0,-15400000.0,-40900000.0,2900000.0,12300000.0,-451000.0,15531000.0,3867000.0
,incomeBeforeTaxRatio,-0.0784133937819435,-0.846800531510402,-0.272152076269552,-0.0708457121922458,-0.0396279517505667,-0.0366135769800456,-0.120577830188679,0.0119489081170169,0.0405539070227498,-0.00145345558259076,0.0596664579307483,0.0376467610350669
,incomeTaxExpense,4516000.0,-39355000.0,-21473000.0,100911000.0,-17983000.0,-9858000.0,-8054000.0,9135000.0,15953000.0,1319000.0,8996000.0,-124000.0
,netIncome,-46078000.0,-383798000.0,-139977000.0,-169493000.0,1434000.0,48589000.0,-15300000.0,18200000.0,-3700000.0,-1016000.0,6834000.0,4166000.0
,netIncomeRatio,-0.0869335536953081,-0.768044538010198,-0.24540233310776,-0.242558373832953,0.00263439260165559,0.115520590382041,-0.0451061320754717,0.0749896992171405,-0.012199142762941,-0.00327430348539293,0.0262546245250618,0.0405576432562939
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-0.689831726450686,-5.84292,-2.16211,-2.79212,0.03,0.95001,-0.32553,0.38641,-0.14919,-46.633085,0.306812,0.347453
,EPSDiluted,-0.689831726450686,-5.84292,-2.16211,-2.79212,0.03,0.95001,-0.32553,0.38641,-0.14919,-46.633085,0.142819,0.161737
,weightedAverageShsOut,66796000.0,65686000.0,64741000.0,60704000.0,53364000.0,51146000.0,47000000.0,47100000.0,24800000.0,1747000.0,1747000.0,1747000.0
,weightedAverageShsOutDil,66796000.0,65686000.0,64741000.0,60704000.0,53364000.0,51146000.0,47000000.0,47100000.0,24800000.0,3753000.0,3753000.0,3753000.0
