date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2011-10-12_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY,1988-12-31_FY,1987-12-31_FY,1986-12-31_FY,1985-12-31_FY
,revenue,916498000.0,927673000.0,866286000.0,1596423000.0,1610938000.0,1666748000.0,1810342000.0,1725768000.0,1584788000.0,1612498000.0,1612498000.0,1465984000.0,1197342000.0,1273214000.0,1157768000.0,997137000.0,589199000.0,553477000.0,543233000.0,553637000.0,652539000.0,733963000.0,680560000.0,705100000.0,567100000.0,566100000.0,623700000.0,478300000.0,473500000.0,540100000.0,567800000.0,625400000.0,598800000.0,569300000.0,423700000.0,284800000.0,277100000.0
,costOfRevenue,768629000.0,780131000.0,735879000.0,1403913000.0,1392335000.0,1463783000.0,1575188000.0,1507108000.0,1371139000.0,1406305000.0,1406305000.0,1279737000.0,927578000.0,1095432000.0,1001456000.0,891843000.0,492023000.0,461063000.0,463687000.0,426840000.0,503569000.0,545095000.0,508208000.0,527700000.0,422300000.0,400900000.0,449500000.0,394800000.0,361200000.0,390100000.0,381100000.0,414300000.0,397300000.0,379700000.0,289000000.0,191900000.0,192400000.0
,grossProfit,147869000.0,147542000.0,130407000.0,192510000.0,218603000.0,202965000.0,235154000.0,218660000.0,213649000.0,206193000.0,206193000.0,186247000.0,269764000.0,177782000.0,156312000.0,105294000.0,97176000.0,92414000.0,79546000.0,126797000.0,148970000.0,188868000.0,172352000.0,177400000.0,144800000.0,165200000.0,174200000.0,83500000.0,112300000.0,150000000.0,186700000.0,211100000.0,201500000.0,189600000.0,134700000.0,92900000.0,84700000.0
,grossProfitRatio,0.161341323167099,0.15904526702836,0.150535735311433,0.120588340308302,0.135699201334874,0.121773057474795,0.129894793359487,0.126703009906314,0.13481235345043,0.127871786507642,0.127871786507642,0.127045724919235,0.225302378100827,0.139632457701533,0.135011504895627,0.105596322270661,0.164928996824502,0.166969901188306,0.146430721255888,0.229025516719439,0.228292868318982,0.257326322989034,0.253250264488069,0.251595518366189,0.255334156233469,0.291821232997704,0.279300945967613,0.174576625548819,0.237170010559662,0.277726346972783,0.328812962310673,0.337543971858011,0.336506346025384,0.333040576146144,0.317913618126033,0.326193820224719,0.305665824612053
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,100045000.0,94967000.0,111721000.0,134394000.0,190694000.0,127706000.0,133235000.0,133867000.0,121590000.0,124871000.0,124871000.0,122111000.0,110257000.0,97897000.0,116144000.0,92481000.0,67633000.0,59939000.0,59146000.0,54259000.0,60653000.0,60267000.0,56256000.0,51800000.0,36800000.0,35500000.0,36400000.0,27200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-4020000.0,-4477000.0,383000.0,-1220000.0,-1271000.0,-615000.0,-635000.0,337000.0,-4699000.0,0.0,-34427000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
