date,,2020-08-31_FY,2019-08-31_FY,2018-08-31_FY,2017-08-31_FY,2016-08-31_FY,2015-08-31_FY,2014-08-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,161005000.0,241099000.0,246969000.0,172050000.0,-36374000.0,-40078000.0,-32886000.0
,depreciationAndAmortization,197425000.0,130819000.0,85879000.0,78056000.0,72094000.0,57107000.0,33465000.0
,deferredIncomeTax,-12971000.0,-4549000.0,6691000.0,975000.0,4769000.0,-32085000.0,0.0
,stockBasedCompensation,-10631000.0,51664000.0,29061000.0,0.0,95070000.0,0.0,0.0
,changeInWorkingCapital,-71902000.0,419396000.0,200326000.0,207405000.0,185726000.0,149488000.0,51444000.0
,accountsReceivables,5467000.0,1564000.0,-424000.0,2181000.0,-2066000.0,0.0,0.0
,inventory,-1345000.0,-14723000.0,-468000.0,982000.0,-485000.0,-1607000.0,-2071000.0
,accountsPayables,-7876000.0,-3477000.0,-2738000.0,14550000.0,-8438000.0,12949000.0,-22754000.0
,otherWorkingCapital,5598000.0,312253000.0,180523000.0,122761000.0,175804000.0,121968000.0,61766000.0
,otherNonCashItems,157680000.0,19089000.0,0.0,0.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,491227000.0,864988000.0,554216000.0,464919000.0,360658000.0,134887000.0,46624000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,-117556000.0,-97116000.0,0.0,-134524000.0,-8147000.0
,acquisitionsNet,4000000.0,-241000000.0,-27000000.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-2156550000.0,-701776000.0,-2087920000.0,-966000000.0,-30500000.0,0.0,0.0
,salesMaturitiesOfInvestments,2390010000.0,669127000.0,1922616000.0,1003516000.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,84677000.0,155342000.0,-20928000.0,-21727000.0
,netCashUsedForInvestingActivites,72567000.0,-2256009000.0,-472460000.0,-55725000.0,32086000.0,-154381000.0,-170514000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-60659000.0,-744772000.0,0.0,-57675000.0,-387127000.0,-79658000.0,-303687000.0
,commonStockIssued,0.0,0.0,1151702000.0,1147886000.0,0.0,0.0,0.0
,commonStockRepurchased,-56058000.0,-417149000.0,-108938000.0,0.0,0.0,0.0,0.0
,dividendsPaid,-184238000.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-39561000.0,-173315000.0,0.0,-67000.0,-274541000.0,115614000.0,101656000.0
,netCashUsedProvidedByFinancingActivities,675703000.0,1479533000.0,1092604000.0,1161511000.0,-274541000.0,115614000.0,101656000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-80574000.0,12421000.0,93059000.0,-36494000.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,1158923000.0,100933000.0,1267419000.0,1534211000.0,118203000.0,96120000.0,-22234000.0
,cashAtEndOfPeriod,4423937000.0,3265014000.0,3164081000.0,1896662000.0,362451000.0,244248000.0,148128000.0
,cashAtBeginningOfPeriod,3265014000.0,3164081000.0,1896662000.0,362451000.0,244248000.0,148128000.0,170362000.0
,operatingCashFlow,491227000.0,864988000.0,554216000.0,464919000.0,360658000.0,134887000.0,46624000.0
,capitalExpenditure,-149763000.0,-155204000.0,-117556000.0,-97116000.0,-92687000.0,-134524000.0,-149193000.0
,freeCashFlow,341464000.0,709784000.0,436660000.0,367803000.0,267971000.0,363000.0,-102569000.0
