date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY
,revenue,14859000.0,22256000.0,13092000.0,30586000.0,91182000.0,69045000.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0,466000.0
,grossProfit,0.0,0.0,0.0,0.0,0.0,68579000.0
,grossProfitRatio,0.0,0.0,0.0,0.0,0.0,0.993250778477804
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,5956000.0,8153000.0,10240000.0,17032000.0,18477000.0
,GeneralAndAdministrativeExpenses,32811000.0,23497000.0,24065000.0,34703000.0,42792000.0,47778000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,1359000.0,82000.0,-18000.0,336000.0,158000.0,-63000.0
,operatingExpenses,44136000.0,34270000.0,38570000.0,51746000.0,72008000.0,82798000.0
,costAndExpenses,44136000.0,34270000.0,38570000.0,51746000.0,72008000.0,82798000.0
,interestExpense,25166000.0,23302000.0,19570000.0,14956000.0,7424000.0,1138000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,1875000.0,2779000.0,3770000.0,4005000.0,6088000.0,9043000.0
,EBITDA,-27402000.0,-9235000.0,-21708000.0,-17155000.0,25262000.0,-4710000.0
,EBITDARatio,-1.84413486775691,-0.414944284687275,-1.65811182401467,-0.560877525665337,0.277050295014367,-0.0682163806213339
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-29277000.0,-12014000.0,-25478000.0,-21160000.0,19174000.0,-13753000.0
,operatingIncomeRatio,-1.97032101756511,-0.539809489575845,-1.94607393828292,-0.691819786830576,0.210282731240815,-0.199188934752698
,totalOtherIncomeExpensesNet,209601000.0,127193000.0,2495648000.0,1511788000.0,-81805000.0,-187400000.0
,incomeBeforeTax,155158000.0,91877000.0,2450600000.0,1475672000.0,-70055000.0,-202291000.0
,incomeBeforeTaxRatio,10.4420216703681,4.12819015097052,187.183012526734,48.2466487935657,-0.768298567699765,-2.92984285610834
,incomeTaxExpense,37942000.0,21924000.0,416933000.0,558369000.0,-19868000.0,-67686000.0
,netIncome,117216000.0,69953000.0,2033667000.0,917303000.0,-50187000.0,-134605000.0
,netIncomeRatio,7.8885523924894,3.14310747663551,155.336617781852,29.9909435689531,-0.550404685135224,-1.94952567166341
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,0.65,0.39,11.19,6.03,-0.489610161554671,-1.52712070158719
,EPSDiluted,0.64,0.38,11.1,6.0,-0.487261888580361,-1.51628310409697
,weightedAverageShsOut,181531000.0,181325000.0,181772000.0,152103000.0,102504000.0,88143000.0
,weightedAverageShsOutDil,182784000.0,182589000.0,183146000.0,152852000.0,102998000.0,88773000.0
