Date,2018-12-31,2017-12-31
Revenue,146313000.0,71085000.0
Revenue Growth,1.058282338046,
Cost of Revenue,28661000.0,10560000.0
Gross Profit,117652000.0,60525000.0
R&D Expenses,47537000.0,32164000.0
SG&A Expense,87936000.0,46736000.0
Operating Expenses,228416000.0,78900000.0
Operating Income,-110764000.0,-18375000.0
Interest Expense,2409000.0,811000.0
Earnings before Tax,-112398000.0,-18741000.0
Income Tax Expense,87000.0,21000.0
Net Income - Non-Controlling int,0.0,0.0
Net Income - Discontinued ops,0.0,0.0
Net Income,-112485000.0,-18762000.0
Preferred Dividends,0.0,0.0
Net Income Com,-112485000.0,-18762000.0
EPS,-8.4,-1.62
EPS Diluted,-8.4,-1.62
Weighted Average Shs Out,,
Weighted Average Shs Out (Dil),13392273.0,11587751.0
Dividend per Share,0.0,0.0
Gross Margin,0.8041,0.8514
EBITDA Margin,-0.725,-0.192
EBIT Margin,-0.7517,-0.2522
Profit Margin,-0.769,-0.264
Free Cash Flow margin,-0.5652,-0.2033
EBITDA,-106084000.0,-13625000.0
EBIT,-109989000.0,-17930000.0
Consolidated Income,-112485000.0,-18762000.0
Earnings Before Tax Margin,-0.7682,-0.2636
Net Profit Margin,-0.7688,-0.2639
