date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2014-03-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY
,revenue,3424446000.0,4057088000.0,4531426000.0,4747116000.0,4976980000.0,4960608000.0,3831706000.0,0.0,2891966000.0,2770085000.0,2457918000.0,2213264000.0,2023068000.0,1928054000.0,1839296000.0,1309913000.0,790577000.0,660872000.0,222584000.0,161516000.0,123935000.0
,costOfRevenue,2743048000.0,3180544000.0,3463557000.0,3493286000.0,3536999000.0,3512160000.0,2698538000.0,0.0,2017753000.0,1955935000.0,1508571000.0,1437930000.0,1302277000.0,1256781000.0,1170937000.0,819801000.0,493887000.0,0.0,0.0,0.0,0.0
,grossProfit,681398000.0,876544000.0,1067869000.0,1253830000.0,1439981000.0,1448448000.0,1133168000.0,0.0,874213000.0,814150000.0,949347000.0,775334000.0,720791000.0,671273000.0,668359000.0,490112000.0,296690000.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.198980506627933,0.216052498738011,0.235658488078587,0.264124575847736,0.289328267342846,0.291990014127301,0.295734589240406,0.0,0.302290206731338,0.293907948673055,0.386240305819804,0.350312479668038,0.356286096166812,0.348160891759256,0.363377618393124,0.374156146247881,0.37528286302283,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,430608000.0,488955000.0,553789000.0,595167000.0,687044000.0,738153000.0,604097000.0,0.0,461277000.0,462854000.0,423185000.0,407222000.0,406960000.0,415188000.0,409641000.0,346676000.0,271035000.0,43640000.0,15997000.0,12540000.0,12138000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,5648000.0,14765000.0,14099000.0,11418000.0,14801000.0,9827000.0,7235000.0,0.0,2725000.0,593000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,674085000.0,868388000.0,1001244000.0,1077244000.0,1207446000.0,1471318000.0,1141132000.0,0.0,730034000.0,715135000.0,844257000.0,696265000.0,680938000.0,911416000.0,709566000.0,534805000.0,320918000.0,611113000.0,202340000.0,150173000.0,124233000.0
,costAndExpenses,3417133000.0,4048932000.0,4464801000.0,4570530000.0,4744445000.0,4983478000.0,3839670000.0,0.0,2747787000.0,2671070000.0,2352828000.0,2134195000.0,1983215000.0,2168197000.0,1880503000.0,1354606000.0,814805000.0,611113000.0,202340000.0,150173000.0,124233000.0
,interestExpense,208779000.0,248341000.0,280269000.0,326154000.0,385617000.0,388764000.0,248188000.0,0.0,137399000.0,146783000.0,124873000.0,132641000.0,134609000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,359226000.0,379433000.0,447455000.0,482077000.0,520402000.0,733165000.0,537035000.0,0.0,268757000.0,252281000.0,268506000.0,292341000.0,271935000.0,285909000.0,306989000.0,193190000.0,49883000.0,52307000.0,22480000.0,13650000.0,11230000.0
,EBITDA,366539000.0,387589000.0,514080000.0,658663000.0,752937000.0,710295000.0,529071000.0,0.0,412936000.0,351296000.0,373596000.0,371410000.0,311788000.0,45766000.0,265782000.0,148497000.0,25655000.0,102066000.0,42724000.0,24993000.0,10932000.0
,EBITDARatio,0.107035999399611,0.0955337917245078,0.113447731464665,0.138750137978512,0.151283911126828,0.1431870851315,0.138077138486095,0.0,0.142787294179807,0.126817769129828,0.151996933990475,0.167810979621048,0.154116421197903,0.0237368870373963,0.144502026862452,0.113364017304966,0.0324509820042829,0.154441404689562,0.191945512705316,0.154740087669333,0.0882075281397507
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,7313000.0,8156000.0,66625000.0,176586000.0,232535000.0,-22870000.0,-7964000.0,0.0,144179000.0,99015000.0,105090000.0,79069000.0,39853000.0,-240143000.0,-41207000.0,-44693000.0,-24228000.0,49759000.0,20244000.0,11343000.0,-298000.0
,operatingIncomeRatio,0.00213552790728778,0.00201030887178193,0.014702877195832,0.0371985854148076,0.0467221085879389,-0.00461032196053387,-0.00207844756356568,0.0,0.0498550121266986,0.0357443905150925,0.0427556981152341,0.0357250648815505,0.0196992884075078,-0.12455200943542,-0.0224036805386409,-0.0341190598154229,-0.0306459712336686,0.0752929462891452,0.0909499335082486,0.070228336511553,-0.00240448622261669
,totalOtherIncomeExpensesNet,283972000.0,-40435000.0,-374010000.0,-443176000.0,-249109000.0,-140333000.0,-75922000.0,0.0,-9947000.0,-19845000.0,-49590000.0,-28999000.0,-5487000.0,-290377000.0,-78889000.0,-5269000.0,-842000.0,0.0,0.0,0.0,0.0
,incomeBeforeTax,87297000.0,-270761000.0,-577808000.0,-588121000.0,-399258000.0,-550364000.0,-330731000.0,0.0,-1828000.0,-63601000.0,-65835000.0,-80333000.0,-99181000.0,-459972000.0,-263632000.0,-145907000.0,-67530000.0,-10056000.0,-2509000.0,20383000.0,10690000.0
,incomeBeforeTaxRatio,0.0254922986083004,-0.0667377685670116,-0.127511295561265,-0.123890168262162,-0.0802209371948451,-0.110946883930357,-0.0863142944683125,0.0,-0.000632095951335527,-0.0229599452724375,-0.0267848642631691,-0.0362961671088492,-0.0490250451294766,-0.238568006912669,-0.143333101360521,-0.111386786756067,-0.0854186246247993,-0.0152162597295694,-0.0112721489415232,0.126198023725204,0.0862548916770888
,incomeTaxExpense,5352000.0,-2269000.0,-49456000.0,-16515000.0,5378000.0,-92209000.0,-181305000.0,0.0,1756000.0,2044000.0,2340000.0,-31432000.0,-32926000.0,-86731000.0,-101260000.0,-38491000.0,-97000.0,11111000.0,139000.0,8666000.0,4503000.0
,netIncome,82019000.0,-267931000.0,-528258000.0,-571419000.0,-404397000.0,-457477000.0,-148990000.0,0.0,-3584000.0,-65645000.0,-68175000.0,-48901000.0,-66255000.0,-373241000.0,-161979000.0,-108087000.0,-67433000.0,-9794000.0,-8963000.0,6455000.0,3409000.0
,netIncomeRatio,0.0239510274070609,-0.0660402239241545,-0.116576547868155,-0.120371821543859,-0.0812534910728996,-0.0922219615014934,-0.0388834633972439,0.0,-0.00123929534441276,-0.0236978287669873,-0.027736889513808,-0.0220945174186179,-0.0327497642194924,-0.193584308323315,-0.0880657599429347,-0.0825146402852708,-0.085295929428759,-0.0148198138217386,-0.0402679437875139,0.0399650808588623,0.0275063541372494
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,0.441182957069933,-1.44,-2.82,-3.07,-2.18,-2.48,-1.01,0.0,-0.03,-0.54,-0.56,-0.41,-0.6,-3.67,-1.6,-1.34,-1.12934181879082,-0.160882,0.8,0.62,0.055998
,EPSDiluted,0.441182957069933,-1.44,-2.82,-3.07,-2.18,-2.48,-1.01,0.0,-0.03,-0.54,-0.56,-0.41,-0.6,-3.67,-1.6,-1.34,-1.10769256040869,-0.160882,0.8,0.62,0.055998
,weightedAverageShsOut,185907000.0,185907000.0,187468000.0,186155000.0,185653000.0,184333000.0,148185000.0,184186000.0,123671000.0,121991000.0,121161000.0,120010000.0,111288000.0,101667000.0,101511000.0,80842000.0,59710000.0,60877000.0,60877000.0,10411000.0,60877000.0
,weightedAverageShsOutDil,185907000.0,185907000.0,187468000.0,186155000.0,185653000.0,184333000.0,148185000.0,172354000.0,123671000.0,121991000.0,121161000.0,120010000.0,111288000.0,101667000.0,101511000.0,80842000.0,60877000.0,60877000.0,60877000.0,10411000.0,60877000.0
