date,,2020-04-25_FY,2019-04-27_FY,2018-04-28_FY,2017-04-29_FY,2016-04-30_FY,2015-04-25_FY,2014-04-26_FY,2013-04-27_FY,2012-04-28_FY,2011-04-30_FY,2010-04-24_FY,2009-04-25_FY,2008-04-26_FY,2007-04-28_FY,2006-04-29_FY,2005-04-30_FY,2004-04-24_FY,2003-04-26_FY,2002-04-27_FY,2001-04-28_FY,2000-04-29_FY,1999-04-24_FY,1998-04-25_FY,1997-04-26_FY,1996-04-30_FY,1995-04-30_FY,1994-04-30_FY,1993-04-30_FY,1992-04-30_FY,1991-04-30_FY
,revenue,5490011000.0,5574523000.0,5465683000.0,5593127000.0,5386703000.0,3910865000.0,3585100000.0,3637200000.0,3535700000.0,3415670000.0,3237400000.0,3094200000.0,2998700000.0,2798400000.0,2615100000.0,2421457000.0,1969300000.0,1657000000.0,1415500000.0,1156500000.0,1045900000.0,883300000.0,778200000.0,687900000.0,581900000.0,532600000.0,466900000.0,342800000.0,277100000.0,243100000.0
,costOfRevenue,4292601000.0,4383748000.0,4266317000.0,4291730000.0,4063955000.0,2850316000.0,2566400000.0,2446400000.0,2373100000.0,2271445000.0,2148000000.0,2050700000.0,1967000000.0,1829500000.0,1700700000.0,1558946000.0,1267000000.0,1082400000.0,921300000.0,747300000.0,678800000.0,571700000.0,488300000.0,440300000.0,372800000.0,339600000.0,298800000.0,221800000.0,179800000.0,156600000.0
,grossProfit,1197410000.0,1190775000.0,1199366000.0,1301397000.0,1322748000.0,1060549000.0,1018700000.0,1190800000.0,1162500000.0,1144225000.0,1089400000.0,1043500000.0,1031700000.0,968900000.0,914400000.0,862511000.0,702300000.0,574600000.0,494200000.0,409200000.0,367100000.0,311600000.0,289900000.0,247600000.0,209100000.0,193000000.0,168100000.0,121000000.0,97300000.0,86500000.0
,grossProfitRatio,0.218107031115238,0.213610204855196,0.21943570455879,0.232677891991367,0.245557997164499,0.271180160910694,0.284148280382695,0.32739469921918,0.32878920722912,0.334992841814344,0.336504602458763,0.337243875638291,0.344049087938107,0.346233562035449,0.349661580819089,0.356195051161346,0.35662418118113,0.346771273385637,0.349134581419993,0.353826199740597,0.350989578353571,0.352768028982226,0.372526342842457,0.359936037214711,0.35934009279945,0.362373263236951,0.360034268579996,0.352975495915986,0.351136773727896,0.355820649938297
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,768217000.0,0.0,0.0,0.0,0.0,0.0,560375000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,1094474000.0,1053059000.0,979477000.0,1013469000.0,4045000.0,755963000.0,725000000.0,836300000.0,804500000.0,0.0,734100000.0,697300000.0,672500000.0,633200000.0,591400000.0,0.0,459800000.0,395600000.0,347000000.0,294000000.0,269700000.0,234100000.0,225500000.0,196400000.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,1769529000.0,1053059000.0,979477000.0,1013469000.0,975035000.0,755963000.0,725000000.0,836400000.0,804600000.0,768217000.0,734100000.0,697300000.0,672500000.0,633200000.0,591400000.0,560375000.0,459800000.0,395600000.0,347000000.0,294000000.0,269600000.0,234100000.0,225500000.0,196400000.0,0.0,0.0,0.0,0.0,0.0,0.0
,costAndExpenses,6062130000.0,5436807000.0,5245794000.0,5305199000.0,5038990000.0,3606279000.0,3291400000.0,3282800000.0,3177700000.0,3039662000.0,2882100000.0,2748000000.0,2639500000.0,2462700000.0,2292100000.0,2119321000.0,1726800000.0,1478000000.0,1268300000.0,1041300000.0,948400000.0,805800000.0,713800000.0,636700000.0,537300000.0,493600000.0,434700000.0,322500000.0,263600000.0,231800000.0
,interestExpense,41787000.0,39666000.0,46743000.0,43060000.0,50065000.0,33693000.0,35713000.0,36397000.0,30343000.0,25840000.0,25694000.0,30149000.0,12792000.0,14230000.0,13375000.0,0.0,9627000.0,7500000.0,4200000.0,6200000.0,4700000.0,2200000.0,1300000.0,1100000.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,82182000.0,82773000.0,83816000.0,83818000.0,82383000.0,44523000.0,42400000.0,46000000.0,42300000.0,41339000.0,39500000.0,30400000.0,26300000.0,25500000.0,23700000.0,26862000.0,19400000.0,12800000.0,14300000.0,11100000.0,10200000.0,9100000.0,8300000.0,6200000.0,2800000.0,2400000.0,1600000.0,1700000.0,500000.0,200000.0
,EBITDA,-489937000.0,220489000.0,303705000.0,371746000.0,430096000.0,349109000.0,336100000.0,400500000.0,400300000.0,417347000.0,394800000.0,376600000.0,385500000.0,361200000.0,346700000.0,328998000.0,261900000.0,191700000.0,161500000.0,126200000.0,107700000.0,86600000.0,72700000.0,57400000.0,47400000.0,41400000.0,33800000.0,22000000.0,14000000.0,11500000.0
,EBITDARatio,-0.0892415333958347,0.0395529805868592,0.0555657911371735,0.0664647879442037,0.0798440159036056,0.0892664410558789,0.093749128336727,0.110112174199934,0.113216619057047,0.122185984008994,0.12194971273244,0.121711589425377,0.128555707473238,0.129073756432247,0.132576192115024,0.135867785387062,0.132991418270451,0.115691007845504,0.114093959731544,0.109122351923908,0.10297351563247,0.0980414355258689,0.0934207144692881,0.083442360808257,0.0814572950678811,0.0777318813368382,0.0723923752409509,0.0641773628938156,0.0505232767953807,0.0473056355409297
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-572119000.0,137716000.0,219889000.0,287928000.0,347713000.0,304586000.0,293700000.0,354500000.0,358000000.0,376008000.0,355300000.0,346200000.0,359200000.0,335700000.0,323000000.0,302136000.0,242500000.0,178900000.0,147200000.0,115100000.0,97500000.0,77500000.0,64400000.0,51200000.0,44600000.0,39000000.0,32200000.0,20300000.0,13500000.0,11300000.0
