date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY
,revenue,7080949000.0,6199225000.0,5747844000.0,5772363000.0,5575846000.0,5175456000.0,4677949000.0,4956077000.0,4541821000.0,3820574000.0,3906612000.0,4046834000.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,7086667000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,1941477000.0,1806005000.0,1748949000.0,1898551000.0,1756633000.0,1594935000.0,1410752000.0,1445582000.0,1334866000.0,1186479000.0,1216050000.0,1218192000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1195282000.0,1222274000.0,1237566000.0
,otherExpenses,1119108000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,5973000000.0,5179000000.0,5028000000.0,5221000000.0,5000000000.0,4649000000.0,4251000000.0,4573000000.0,4014000000.0,3633000000.0,3642000000.0,3786000000.0
,costAndExpenses,6157679000.0,5294207000.0,5138306000.0,5327032000.0,5098265000.0,4742691000.0,4327389000.0,4645369000.0,4074415000.0,3690281000.0,3694506000.0,3842489000.0
,interestExpense,57467000.0,47801000.0,40978000.0,35987000.0,32214000.0,29108000.0,19247000.0,15301000.0,9066000.0,12082000.0,14899000.0,19819000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,148979000.0,129021000.0,125927000.0,128053000.0,99047000.0,85596000.0,85597000.0,74916000.0,74950000.0,76889000.0,78911000.0,82475000.0
,EBITDA,1072249000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,EBITDARatio,0.151305119882167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,923270000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingIncomeRatio,0.130387890097782,0.145988893773012,0.106046371474243,0.0771488210287537,0.0856517558053074,0.0836187188143422,0.0749388246857758,0.0626923270159039,0.102911585463188,0.0341029908071405,0.0542941044567518,0.050495028953498
,totalOtherIncomeExpensesNet,1013360000.0,787831000.0,781467000.0,776214000.0,723990000.0,673138000.0,619949000.0,627645000.0,645023000.0,621483000.0,597809000.0,0.0
,incomeBeforeTax,923270000.0,905018000.0,609538000.0,445331000.0,477581000.0,432765000.0,350560000.0,310708000.0,467406000.0,130293000.0,212106000.0,204345000.0
,incomeBeforeTaxRatio,0.130387890097782,0.145988893773012,0.106046371474243,0.0771488210287537,0.0856517558053074,0.0836187188143422,0.0749388246857758,0.0626923270159039,0.102911585463188,0.0341029908071405,0.0542941044567518,0.050495028953498
,incomeTaxExpense,222774000.0,195170000.0,133640000.0,23468000.0,134105000.0,143895000.0,116345000.0,123644000.0,165678000.0,51714000.0,83150000.0,70068000.0
,netIncome,696429000.0,707410000.0,474496000.0,423049000.0,342993000.0,288086000.0,233534000.0,186367000.0,301041000.0,78276000.0,127829000.0,122389000.0
,netIncomeRatio,0.0983524948421462,0.114112651178171,0.0825519968878766,0.0732887034304669,0.0615140733800754,0.0556638873946566,0.0499223056942263,0.0376037337595844,0.0662820045087642,0.020488020909947,0.0327211916617263,0.0302431481004657
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,6.18,6.26,4.21,3.79,3.1,2.65,2.18,1.74,2.83,0.74,1.23,1.176749
,EPSDiluted,6.16,6.22,4.19,3.76,3.09,2.62,2.15,1.71,2.77,0.73,1.2,1.176749
,weightedAverageShsOut,112584000.0,113080000.0,112613000.0,111668000.0,110548000.0,108427000.0,106884000.0,106991000.0,106307000.0,105197000.0,104134000.0,104006000.0
,weightedAverageShsOutDil,112584000.0,113655000.0,113279000.0,112435000.0,111156000.0,109826000.0,108688000.0,109102000.0,108542000.0,106914000.0,106177000.0,104006000.0
