date,,2019-12-31_FY,2018-12-31_FY,2016-10-31_FY,2011-10-31_FY,2010-10-31_FY,2009-10-31_FY,2007-10-31_FY,2006-10-31_FY,2005-10-31_FY,2004-10-31_FY
,revenue,439138190.0,-235355410.0,382202846.0,1387294514.0,955262204.0,734893042.0,222581931.0,215979207.0,46088678.0,46302393.0
,costOfRevenue,7300200.0,6382300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,431837990.0,-241737710.0,0.0,1387096842.0,955161389.0,734541009.0,0.0,215979596.0,0.0,0.0
,grossProfitRatio,0.983376075763304,1.02711771103966,0.0,0.999857512591591,0.999894463530978,0.999520973829005,0.0,1.00000180109931,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,12371000.0,15198290.0,11830017.0,15896617.0,9460649.0,6254463.0,4372756.0,3573595.0,2566998.0,1645556.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,8655955.0,9988537.0,11830017.0,15896617.0,9460649.0,6254463.0,4372756.0,3573595.0,2566998.0,1645556.0
,costAndExpenses,19671200.0,21580590.0,0.0,15896617.0,9460649.0,6254463.0,0.0,3573984.0,0.0,0.0
,interestExpense,770.0,-57280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,EBITDA,419468530.0,-257040040.0,0.0,1371397897.0,945801555.0,728638579.0,0.0,212405612.0,0.0,0.0
,EBITDARatio,0.955208,1.092136,0.0,0.988541281725273,0.990096280413498,0.991489288042545,0.0,0.983453985920043,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,419466990.0,-256936000.0,0.0,1371200225.0,945700740.0,728286546.0,0.0,212405612.0,43521680.0,44656837.0
,operatingIncomeRatio,0.955204989117435,1.09169362199917,0.969047805049573,0.988398794316864,0.989990743944476,0.99101026187155,0.980354398129469,0.983453985920043,0.944303067230525,0.964460670531651
,totalOtherIncomeExpensesNet,0.0,10510.0,0.0,-618.0,1029.0,-1071.0,0.0,-1093074.0,0.0,0.0
,incomeBeforeTax,419467760.0,-256982760.0,370372829.0,1371397897.0,945801555.0,728638579.0,218209175.0,212405612.0,43521680.0,44656837.0
,incomeBeforeTaxRatio,0.955206742551815,1.09189230024498,0.969047805049573,0.988541281725273,0.990096280413498,0.991489288042545,0.980354398129469,0.983453985920043,0.944303067230525,0.964460670531651
,incomeTaxExpense,0.0,16840.0,0.0,0.0,0.0,0.0,0.0,224885.0,869549.0,740684.0
,netIncome,419467760.0,-256999600.0,370372829.0,1371397897.0,945801555.0,728638579.0,218209175.0,212180727.0,42652131.0,43916153.0
,netIncomeRatio,0.955206742551815,1.09196385160639,0.969047805049573,0.988541281725273,0.990096280413498,0.991489288042545,0.980354398129469,0.982412751427502,0.925436199319928,0.948464002713639
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,2.13291,-1.10854,1.45906,5.389175,3.968575,4.17,1.9,2.170607,0.47,0.637471
,EPSDiluted,2.13291,-1.10854,1.45906,5.389175,3.968575,4.17,1.9,2.170607,0.47,0.637471
,weightedAverageShsOut,196664620.0,231835310.0,253843391.0,254472713.0,238322713.0,174838124.0,113853546.0,97751783.0,94254128.0,68891238.0
,weightedAverageShsOutDil,196664620.0,231835310.0,253843391.0,254472713.0,238322713.0,174838124.0,113853546.0,97751783.0,94254128.0,68891238.0
