Date,2018-12-31,2017-12-31,2016-12-31
Cash and cash equivalents,104566000.0,94846000.0,28709000.0
Short-term investments,0.0,0.0,0.0
Cash and short-term investments,104566000.0,94846000.0,28709000.0
Receivables,612000.0,0.0,0.0
Inventories,4390000.0,0.0,0.0
Total current assets,111807000.0,96317000.0,28746000.0
Property, Plant & Equipment Net,362000.0,62000.0,0.0
Goodwill and Intangible Assets,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0
Tax assets,0.0,0.0,
Total non-current assets,362000.0,62000.0,
Total assets,112169000.0,96379000.0,28746000.0
Payables,816000.0,1360000.0,157000.0
Short-term debt,6667000.0,30212000.0,0.0
Total current liabilities,19497000.0,35197000.0,8311000.0
Long-term debt,13941000.0,0.0,13640000.0
Total debt,20608000.0,30212000.0,
Deferred revenue,2373000.0,0.0,
Tax Liabilities,0.0,0.0,
Deposit Liabilities,0.0,0.0,
Total non-current liabilities,16314000.0,0.0,
Total liabilities,35811000.0,35197000.0,21951000.0
Other comprehensive income,0.0,0.0,
Retained earnings (deficit),-129427000.0,-57145000.0,-27190000.0
Total shareholders equity,76358000.0,61182000.0,6794000.0
Investments,0.0,0.0,0.0
Net Debt,-83958000.0,-64634000.0,-15069000.0
Other Assets,2239000.0,1471000.0,37000.0
Other Liabilities,12014000.0,3625000.0,8154000.0
