date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY
,revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,14448304.0,23698024.0,18526149.0,20090694.0,26267258.0,47038685.0,56429205.0,54266641.0,51118904.0
,operatingExpenses,14448304.0,23698024.0,18526149.0,20090694.0,26267258.0,47038685.0,56429205.0,54266641.0,51118904.0
,costAndExpenses,14448304.0,23698024.0,18526149.0,20090694.0,26267258.0,47038685.0,56429205.0,54266641.0,51118904.0
,interestExpense,312961.0,782292.0,68451.0,141261.0,277439.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,-28578301.0,-41381034.0,-14035908.0,-6308729.0,-715663.0,-1860082.0,-3449080.0,-4092464.0,3696794.0
,EBITDA,-6306127.0,-16329972.0,-15493225.0,-19883029.0,-26267258.0,-1605873565.0,-540191488.0,138036801.0,-229399832.0
,EBITDARatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,22272174.0,25051062.0,-1457317.0,-13574300.0,-25551595.0,-1604013483.0,-536742408.0,142129265.0,-233096626.0
,operatingIncomeRatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,totalOtherIncomeExpensesNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,incomeBeforeTax,205956914.0,-290387802.0,71185537.0,365971348.0,-873880684.0,-1604013483.0,-536742408.0,142129265.0,-233096626.0
,incomeBeforeTaxRatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,incomeTaxExpense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netIncome,205956914.0,-290387802.0,71185537.0,365971348.0,-873880684.0,-1604013483.0,-536742408.0,142129265.0,-233096626.0
,netIncomeRatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,0.927733846846847,-1.30805316216216,0.320655572072072,2.48,-5.05,-7.22528595945946,-2.11315908661417,0.88830790625,-0.74
,EPSDiluted,0.927733846846847,-1.30805316216216,0.320655572072072,2.48,-5.05,-7.22528595945946,-2.11315908661417,0.88830790625,-0.74
,weightedAverageShsOut,222000000.0,222000000.0,222000000.0,222000000.0,222000000.0,222000000.0,254000000.0,160000000.0,160000000.0
,weightedAverageShsOutDil,222000000.0,222000000.0,222000000.0,222000000.0,222000000.0,222000000.0,254000000.0,160000000.0,160000000.0
