Date,2018-12-31,2017-12-31
Cash and cash equivalents,2300398.0,0.0
Short-term investments,0.0,0.0
Cash and short-term investments,2300398.0,0.0
Receivables,0.0,0.0
Inventories,0.0,0.0
Total current assets,2392894.0,0.0
Property Plant & Equipment Net,0.0,0.0
Goodwill and Intangible Assets,0.0,0.0
Long-term investments,345940028.0,0.0
Tax assets,0.0,
Total non-current assets,345940028.0,
Total assets,348332922.0,1931.0
Payables,111269.0,1057.0
Short-term debt,0.0,0.0
Total current liabilities,293295.0,2988.0
Long-term debt,0.0,0.0
Total debt,0.0,
Deferred revenue,0.0,
Tax Liabilities,182026.0,
Deposit Liabilities,0.0,
Total non-current liabilities,14700000.0,
Total liabilities,14993295.0,2988.0
Other comprehensive income,0.0,
Retained earnings (deficit),541905.0,-1057.0
Total shareholders equity,5000007.0,-1057.0
Investments,345940028.0,0.0
Net Debt,-2300398.0,0.0
Other Assets,92496.0,0.0
Other Liabilities,182026.0,1931.0
