date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY
,revenue,122485000000.0,137237000000.0,147049000000.0,145588000000.0,166380000000.0,152356000000.0,155929000000.0,155427000000.0,152256000000.0,150276000000.0,135592000000.0
,costOfRevenue,108813000000.0,123265000000.0,132954000000.0,125997000000.0,145125000000.0,134054000000.0,142121000000.0,137373000000.0,141443000000.0,131171000000.0,118792000000.0
,grossProfit,13672000000.0,13972000000.0,14095000000.0,19591000000.0,21255000000.0,18302000000.0,13808000000.0,18054000000.0,10813000000.0,19105000000.0,16800000000.0
,grossProfitRatio,0.111621831244642,0.101809278838797,0.0958524029405164,0.134564661922686,0.1277497295348,0.120126545721862,0.0885531235369944,0.116157424385724,0.0710185477091215,0.127132742420613,0.123901115110036
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,7038000000.0,8491000000.0,9650000000.0,9575000000.0,11710000000.0,13405000000.0,12158000000.0,12382000000.0,13593000000.0,12163000000.0,11716000000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,1379000000.0,960000000.0,2003000000.0,0.0,241000000.0,148000000.0,72000000.0,196000000.0,467000000.0,0.0,0.0
,operatingExpenses,7038000000.0,8491000000.0,9650000000.0,9575000000.0,11710000000.0,13405000000.0,12158000000.0,12382000000.0,14031000000.0,12163000000.0,11716000000.0
,costAndExpenses,115851000000.0,131756000000.0,142604000000.0,135572000000.0,156835000000.0,147459000000.0,154279000000.0,149755000000.0,155474000000.0,143334000000.0,130508000000.0
,interestExpense,1098000000.0,782000000.0,655000000.0,575000000.0,572000000.0,443000000.0,403000000.0,334000000.0,489000000.0,540000000.0,1098000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,12815000000.0,14118000000.0,13669000000.0,12261000000.0,10408000000.0,8017000000.0,7238000000.0,8041000000.0,38762000000.0,7344000000.0,6923000000.0
