Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Revenue,0.0,0.0,0.0,0.0,0.0,0.0
Revenue Growth,0.0,0.0,0.0,0.0,0.0,
Cost of Revenue,0.0,0.0,0.0,0.0,0.0,0.0
Gross Profit,0.0,0.0,0.0,0.0,0.0,0.0
R&D Expenses,49142000.0,42823000.0,35699000.0,23475000.0,6710000.0,810000.0
SG&A Expense,14143000.0,12898000.0,12737000.0,8838000.0,3306000.0,272000.0
Operating Expenses,63285000.0,55721000.0,48436000.0,32313000.0,11623000.0,1082000.0
Operating Income,-63285000.0,-55721000.0,-48436000.0,-32313000.0,-11623000.0,-1082000.0
Interest Expense,629000.0,-7000.0,271000.0,120000.0,-88000.0,95000.0
Earnings before Tax,-59016000.0,-55728000.0,-48165000.0,-32193000.0,-11894000.0,-1344000.0
Income Tax Expense,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,-59016000.0,-55728000.0,-48165000.0,-32193000.0,-11894000.0,-1344000.0
Preferred Dividends,10329000.0,0.0,0.0,0.0,0.0,0.0
Net Income Com,-69345000.0,-55728000.0,-48165000.0,-32193000.0,-11894000.0,-1344000.0
EPS,-2.76,-3.18,-3.32,-3.25,-14.51,-4.15
EPS Diluted,-2.76,-3.18,-3.32,-3.25,-14.51,-4.15
Weighted Average Shs Out,27751431.0,20238143.0,16673286.0,13719665.0,12694118.0,
Weighted Average Shs Out (Dil),25142976.0,17500853.0,14488987.0,9920382.0,819868.0,323689.0
Dividend per Share,0.0,0.0,0.0,0.0,0.0,0.0
Gross Margin,0.0,0.0,0.0,0.0,0.0,0.0
EBITDA Margin,,,,,,
EBIT Margin,0.0,0.0,0.0,0.0,0.0,0.0
Profit Margin,,,,,,
Free Cash Flow margin,0.0,0.0,0.0,0.0,0.0,0.0
EBITDA,-57864000.0,-55068000.0,-47162000.0,-31612000.0,-11803000.0,-1249000.0
EBIT,-58387000.0,-55735000.0,-47894000.0,-32073000.0,-11982000.0,-1249000.0
Consolidated Income,-59016000.0,-55728000.0,-48165000.0,-32193000.0,-11894000.0,-1344000.0
Earnings Before Tax Margin,0.0,0.0,0.0,0.0,0.0,0.0
Net Profit Margin,0.0,0.0,0.0,0.0,0.0,0.0
