Date,2018-12-31,2018-09-30,2017-09-30,2016-09-30,2015-09-30
Depreciation & Amortization,909000.0,528000.0,310000.0,302000.0,
Stock-based compensation,138000.0,157000.0,0.0,0.0,
Operating Cash Flow,-5240000.0,2444000.0,3104000.0,1926000.0,2869000.0
Capital Expenditure,0.0,-1288000.0,-4342000.0,-381000.0,-231000.0
Acquisitions and disposals,0.0,0.0,0.0,0.0,
Investment purchases and sales,-18399000.0,-31562000.0,-19358000.0,3113000.0,
Investing Cash flow,-19324000.0,-26687000.0,-35904000.0,-19739000.0,4062000.0
Issuance (repayment) of debt,0.0,7570000.0,0.0,0.0,0.0
Issuance (buybacks) of shares,0.0,-248000.0,34576000.0,0.0,0.0
Dividend payments,0.0,0.0,0.0,0.0,0.0
Financing Cash Flow,9496000.0,29096000.0,43050000.0,5012000.0,-2577000.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0,
Net cash flow / Change in cash,4853000.0,10250000.0,-12801000.0,4354000.0,
Free Cash Flow,1156000.0,-1238000.0,1545000.0,2638000.0,
Net Cash/Marketcap,0.3753,0.1392,0.1392,0.1392,
