Date,2018-08-31,2017-08-31,2016-08-31,2015-08-31
Revenue,419749560.1173,311892830.0743,228766686.6208,170480200.3443
Revenue Growth,0.34581343218857,0.363366470360646,0.341895927848426,
Cost of Revenue,207197947.2141,151927542.8225,109239299.6109,90817811.8641
Gross Profit,212551612.9032,159965287.2518,119527387.0099,79662388.4802
R&D Expenses,0.0,0.0,0.0,0.0
SG&A Expense,178912756.5982,113771865.9997,84495659.982,69792925.3404
Operating Expenses,179562023.4604,113771865.9997,85086800.3592,70124745.6566
Operating Income,32989589.4428,46193421.2521,34440586.6507,9537642.8236
Interest Expense,2736070.3812,29104.1382,0.0,0.0
Earnings before Tax,51967008.7977,53182204.0321,39037563.6037,13101111.285
Income Tax Expense,15906011.7302,13948158.2538,10699790.4819,4325403.0365
Net Income - Non-Controlling int,-4615835.7771,-2352887.6762,-387009.8773,2504.3043
Net Income - Discontinued ops,0.0,0.0,0.0,0.0
Net Income,36060997.0674,39234045.7784,28337773.1218,8775708.2486
Preferred Dividends,141813929.6188,16942701.2278,12237354.0856,0.0
Net Income Com,36060997.0674,39234045.7784,28337773.1218,8775708.2486
EPS,-1.0205,0.3517,0.2544,0.0789
EPS Diluted,-1.0205,0.3517,0.2544,0.0789
Weighted Average Shs Out,955602281.6716,987904738.6691,,
Weighted Average Shs Out (Dil),607771260.9971,384113991.2081,379227776.1149,396619189.2315
Dividend per Share,0.0,0.0,0.0,0.0
Gross Margin,0.5064,0.5129,0.5225,0.4673
EBITDA Margin,0.0252,0.0306,0.0307,0.0199
EBIT Margin,0.1303,0.1706,0.1706,0.0768
Profit Margin,0.0126,0.0191,0.0186,0.008
Free Cash Flow margin,0.2188,0.2923,0.3469,0.3227
EBITDA,72197800.5865,62849628.6191,46974259.2038,21598685.2403
EBIT,54703079.1789,53211308.1704,39037563.6037,13101111.285
Consolidated Income,31445161.2903,36881158.1022,27950763.2445,8778212.5528
Earnings Before Tax Margin,0.1238,0.1705,0.1706,0.0768
Net Profit Margin,0.0859,0.1258,0.1239,0.0515
