Date,2018-12-31,2017-12-31,2016-12-31
Depreciation & Amortization,5948275.8621,3885954.3818,2194736.8421
Stock-based compensation,6345977.0115,1073229.2917,1014736.8421
Operating Cash Flow,-5260919.5402,-5205282.1128,1463157.8947
Capital Expenditure,-10011494.2529,-18606242.497,-8146315.7895
Acquisitions and disposals,0.0,0.0,0.0
Investment purchases and sales,0.0,0.0,0.0
Investing Cash flow,-9993103.4483,-13390156.0624,-9144210.5263
Issuance (repayment) of debt,388505.7471,-406962.7851,6851578.9474
Issuance (buybacks) of shares,23072413.7931,22849939.976,2330526.3158
Dividend payments,0.0,0.0,0.0
Financing Cash Flow,22225287.3563,21226890.7563,8281052.6316
Effect of forex changes on cash,0.0,0.0,0.0
Net cash flow / Change in cash,6971264.3678,2631452.581,600000.0
Free Cash Flow,-15272413.7931,-23811524.6098,-6683157.8947
Net Cash/Marketcap,,,
