date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY
,revenue,249566000.0,298283000.0,288820000.0,172033000.0,79146000.0,74859000.0,77767000.0,0.0
,costOfRevenue,120345000.0,19076000.0,19048000.0,10608000.0,5544000.0,5531000.0,5377000.0,0.0
,grossProfit,129221000.0,279207000.0,269772000.0,161425000.0,73602000.0,69328000.0,72390000.0,0.0
,grossProfitRatio,0.517782871064167,0.936047310775338,0.934048888581123,0.938337412008161,0.929952240163748,0.926114428458836,0.930857561690691,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,8165000.0,7489000.0,7955000.0,7085000.0,5624000.0,6094000.0,4372000.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,1286000.0,97254000.0,77878000.0,51916000.0,83248000.0,45248000.0,34152000.0,0.0
,operatingExpenses,7105000.0,7134000.0,7825000.0,7085000.0,5624000.0,6094000.0,4372000.0,0.0
,costAndExpenses,127450000.0,104743000.0,85833000.0,58212000.0,88457000.0,50484000.0,37350000.0,0.0
,interestExpense,33000000.0,-16244000.0,-14399000.0,3164000.0,2455000.0,1110000.0,487000.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,0.0,78178000.0,58830000.0,40519000.0,29820000.0,35436000.0,27601000.0,0.0
,EBITDA,223903000.0,271718000.0,261817000.0,154340000.0,20509000.0,59811000.0,68018000.0,0.0
,EBITDARatio,0.897169486228092,0.910940281544708,0.906505782148051,0.897153453116553,0.259128698860334,0.798982086322286,0.87463834274178,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,122116000.0,193540000.0,202987000.0,113821000.0,-9311000.0,24375000.0,40417000.0,0.0
,operatingIncomeRatio,-0.204142391191108,0.648846900426776,0.702814902015096,0.661623060691844,-0.117643342683143,0.325612150843586,0.51971916108375,0.0
,totalOtherIncomeExpensesNet,-140063000.0,2332000.0,1924000.0,821000.0,867000.0,1154000.0,459000.0,0.0
,incomeBeforeTax,-50947000.0,179628000.0,190512000.0,111478000.0,-10899000.0,24419000.0,29634000.0,0.0
,incomeBeforeTaxRatio,-0.204142391191108,0.602206629274883,0.659621909840039,0.648003580708353,-0.137707527859904,0.326199922521006,0.381061375647768,0.0
,incomeTaxExpense,142466000.0,-41582000.0,-72365000.0,0.0,0.0,0.0,0.0,0.0
,netIncome,-192304000.0,46281000.0,143958000.0,111478000.0,-10899000.0,24419000.0,29634000.0,0.0
,netIncomeRatio,-0.770553681190547,0.155158021073947,0.498435011425802,0.648003580708353,-0.137707527859904,0.326199922521006,0.381061375647768,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-2.84,0.74904,2.00986,1.06797,-0.13119,0.30628,0.37943,0.0
,EPSDiluted,-2.84,0.74904,2.00986,1.06797,-0.13119,0.30628,0.37943,0.0
,weightedAverageShsOut,67686000.0,61787000.0,71626000.0,104383000.0,83081000.0,79727000.0,78102000.0,76200000.0
,weightedAverageShsOutDil,67686000.0,61787000.0,71626000.0,104383000.0,83081000.0,79727000.0,78102000.0,76200000.0
