date,,2020-12-29_FY,2019-12-31_FY,2018-12-25_FY,2017-12-26_FY,2016-12-27_FY,2015-12-29_FY,2014-12-30_FY,2013-12-31_FY,2012-12-25_FY,2011-12-27_FY,2010-12-28_FY,2009-12-29_FY,2008-12-30_FY,2007-12-25_FY,2006-12-26_FY,2005-12-27_FY,2004-12-28_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY
,revenue,2398123000.0,2756163000.0,2457449000.0,2219531000.0,1990714000.0,1807368000.0,1582148000.0,1422585000.0,1263300000.0,1109200000.0,1005000000.0,942300000.0,880500000.0,735100000.0,597100000.0,458800000.0,363000000.0,286453000.0,232836000.0,159912000.0
,costOfRevenue,780646000.0,2259950000.0,795300000.0,721550000.0,669203000.0,644001000.0,553144000.0,1157560000.0,423600000.0,367400000.0,324300000.0,312800000.0,308100000.0,255100000.0,205600000.0,158000000.0,123500000.0,0.0,0.0,0.0
,grossProfit,1617477000.0,496213000.0,1662149000.0,1497981000.0,1321511000.0,1163367000.0,1029004000.0,265025000.0,839700000.0,741800000.0,680700000.0,629500000.0,572400000.0,480000000.0,391500000.0,300800000.0,239500000.0,0.0,0.0,0.0
,grossProfitRatio,0.67447624663122,0.180037610257448,0.676371717175005,0.674908798300181,0.663837698433828,0.643680202371625,0.650384161279476,0.186298182533908,0.664687722631204,0.668770284890011,0.677313432835821,0.668046269765467,0.650085178875639,0.652972384709563,0.65566906715793,0.655623365300785,0.659779614325069,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,119503000.0,149389000.0,1014489000.0,889420000.0,774478000.0,684538000.0,603201000.0,77258000.0,476600000.0,418600000.0,373900000.0,349900000.0,324400000.0,268400000.0,219800000.0,163800000.0,131700000.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,358377000.0,328202000.0,291990000.0,263596000.0,235539000.0,0.0,204300000.0,184100000.0,172900000.0,159000000.0,146000000.0,116300000.0,95500000.0,75100000.0,58000000.0,0.0,0.0,0.0
,operatingExpenses,119503000.0,285089000.0,1474360000.0,1311775000.0,1149611000.0,1018802000.0,898555000.0,146711000.0,729300000.0,646600000.0,590100000.0,553700000.0,510300000.0,416800000.0,337200000.0,253500000.0,200800000.0,0.0,0.0,0.0
,costAndExpenses,2374279000.0,2545039000.0,2269660000.0,2033325000.0,1818814000.0,1662803000.0,1451699000.0,1304271000.0,1152900000.0,1014000000.0,914400000.0,866500000.0,818400000.0,671900000.0,542800000.0,411500000.0,324300000.0,28834000.0,26305000.0,0.0
,interestExpense,-4091000.0,-1514000.0,762000.0,1577000.0,1255000.0,1959000.0,2084000.0,2201000.0,2347000.0,2413000.0,-2673000.0,-3273000.0,-3844000.0,-2295000.0,-645000.0,-263000.0,-4654000.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,117877000.0,115544000.0,101216000.0,93499000.0,82964000.0,69694000.0,59179000.0,51562000.0,46700000.0,42700000.0,41300000.0,41800000.0,37700000.0,30400000.0,21400000.0,14600000.0,11000000.0,8562000.0,6876000.0,0.0
,EBITDA,141721000.0,326668000.0,289005000.0,279705000.0,254864000.0,214259000.0,189628000.0,169876000.0,157200000.0,137900000.0,131900000.0,117700000.0,99700000.0,93600000.0,75800000.0,61900000.0,49700000.0,266181000.0,213407000.0,159912000.0
