date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,913636000.0,970377000.0,657535000.0,603454000.0,4292163000.0,870120000.0,631308000.0,1830613000.0,841719000.0,893585000.0,283610000.0,362273000.0,420092000.0,989622000.0,1072844000.0,861793000.0,472329000.0,543847000.0,421313000.0,473585000.0,549451000.0,393881000.0,258206000.0,176592000.0,101624000.0
,depreciationAndAmortization,832514000.0,842847000.0,785725000.0,743749000.0,705649000.0,765895000.0,758861000.0,1013353000.0,684992000.0,663616000.0,673403000.0,600375000.0,610384000.0,623848000.0,593478000.0,528958000.0,496583000.0,471569000.0,472956000.0,471721000.0,451344000.0,408688000.0,301869000.0,156644000.0,93253000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,23174000.0,24449000.0,27132000.0,24997000.0,30530000.0,34607000.0,27543000.0,35474000.0,24832000.0,21177000.0,18875000.0,17843000.0,22311000.0,21631000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-74044000.0,-525798000.0,-189940000.0,-362990000.0,-1668885000.0,2071479000.0,-248354000.0,-853264000.0,263638000.0,-99655000.0,732271000.0,638136000.0,81000000.0,2000000.0,-7000000.0,0.0,-22000000.0,-1000000.0,-11000000.0,-141000000.0,-201000000.0,-48000000.0,-232000000.0,-184000000.0,16699000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3200000.0,-15943000.0,-27006000.0,-12300000.0,23857000.0,-47172000.0,-20837000.0,41300000.0,-23400000.0,-45200000.0,-1700000.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,470000.0,5116000.0,-1862000.0,11532000.0,-6061000.0,-1667000.0,17797000.0,6229000.0,-2102000.0,0.0,0.0,0.0,0.0,0.0,-41418000.0,4822000.0,22486000.0,-8435000.0,-2091000.0,5242000.0,-13228000.0,35100000.0,1900000.0,44600000.0,18400000.0
,otherWorkingCapital,-73558000.0,-1280362000.0,-754564000.0,-564624000.0,-201634000.0,1467251000.0,-604228000.0,-355874000.0,497390000.0,233752000.0,333407000.0,-398864000.0,-1037000000.0,-1118000000.0,-1120000000.0,-1113000000.0,-1113000000.0,-1091000000.0,-1090000000.0,-1079000000.0,-938000000.0,-737000000.0,-689000000.0,-457000000.0,-273000000.0
,otherNonCashItems,15904000.0,23092000.0,38483000.0,15890000.0,-1319000.0,4691000.0,790000.0,-133116000.0,13254000.0,-4537000.0,6656000.0,24013000.0,-382420000.0,-869121000.0,-875527000.0,-669003000.0,-253134000.0,-252411000.0,-32821000.0,-17155000.0,-135368000.0,-54552000.0,-6189000.0,-3678000.0,-5204000.0
,netCashProvidedByOperatingActivites,1265536000.0,1456984000.0,1356295000.0,1265788000.0,1111489000.0,1356499000.0,1324073000.0,868916000.0,1046251000.0,798334000.0,732693000.0,672462000.0,755027000.0,793128000.0,755466000.0,714291000.0,717750000.0,747981000.0,888938000.0,889777000.0,834503000.0,785219000.0,533163000.0,331135000.0,210930000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-20100000.0,-4955000.0,-4505000.0,-1506000.0,-5731000.0,-3991000.0,-5286000.0,-4134000.0,-8821000.0,-1713902000.0,-1468366000.0,-882376000.0,-1081794000.0,-2420629000.0,-2296080000.0,-2675643000.0,-1170733000.0,-809111000.0,-558590000.0,-582521000.0,-145087000.0,-143428000.0,-102020000.0,-50246000.0,-676363000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,-45000000.0,-4001000000.0,0.0,16000000.0,-31000000.0,-11000000.0,0.0,0.0,1000000.0,-2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-773000.0,-269000.0,-6571000.0,-6034000.0,-5266000.0,-23019000.0,-15768000.0,-66471000.0,-5291000.0,-2021000.0,0.0,-77822000.0,-158367000.0,0.0,-1072000.0,-1480000.0,-406524000.0,-14038000.0,-105758000.0,-142565000.0,-1420661000.0,-998025000.0,-1016294000.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,72815000.0,2535000.0,57000.0,4878000.0,0.0,4537000.0,25000000.0,215753000.0,0.0,0.0,10471000.0,4216000.0,17084000.0,14136000.0,49862000.0,655000.0,756397000.0,329300000.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,-31969000.0,17343000.0,33802000.0,151587000.0,-96434000.0,37892000.0,126659000.0,-45552000.0,-59242000.0,207236000.0,5622000.0,1611000.0,29962000.0,-11546000.0,16794000.0,196136000.0,-231053000.0,-22466000.0,-53719000.0,-338456000.0,-556000.0
,netCashUsedForInvestingActivites,663586000.0,-771824000.0,-376834000.0,-594296000.0,5871973000.0,-678471000.0,-644666000.0,-6977000.0,-261049000.0,-194828000.0,-646114000.0,103579000.0,-343803000.0,-200645000.0,-259472000.0,-607961000.0,-565968000.0,330366000.0,-49297000.0,57320000.0,-561653000.0,-523551000.0,-1047376000.0,-1543324000.0,-635655000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
