date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,91381000.0,80081000.0,58172000.0,58112000.0,45118000.0,39017855.0,18487992.0,19674575.0,18049444.0,9551142.0,15066795.0,17043990.0,15017427.0,15482274.0,13974168.0,16047576.0,13123020.0,10471746.0,8772330.0,8065653.0,7097887.0,6806405.0,6086776.0,5220223.0,3733972.0,3200000.0,300000.0
,depreciationAndAmortization,82643000.0,59204000.0,43698000.0,31752000.0,23407000.0,16485874.0,12053587.0,9479958.0,7504811.0,7160312.0,6220079.0,5997562.0,5557691.0,5199590.0,4989371.0,207040.0,4623163.0,4822577.0,4219340.0,4221436.0,4055772.0,3798900.0,3505293.0,3192444.0,3028710.0,2600000.0,2000000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,4702000.0,3980000.0,2948000.0,2393000.0,2257000.0,1992241.0,1986835.0,1812532.0,1657209.0,1364280.0,1166656.0,1175757.0,1130474.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-57687000.0,-41101000.0,-5984000.0,21746000.0,28693356.0,-2892787.0,-14682241.0,12150147.0,65427066.0,-59485261.0,37699203.0,-37643899.0,19887415.0,-800000.0,300000.0,500000.0,-13600000.0,-1299999.0,0.0,300000.0,300000.0,100000.0,-600000.0,-1300000.0,-9000000.0,0.0,-2600000.0
,accountsReceivables,-11983000.0,-6071000.0,-6855000.0,-4216000.0,-4117000.0,-2910592.0,-1244967.0,-1102713.0,-1358374.0,528448.0,656707.0,-1022034.0,-194437.0,-71958.0,159061.0,317273.0,-436407.0,-174183.0,-309846.0,45503.0,-483212.0,100000.0,200000.0,200000.0,200000.0,-100000.0,-700000.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,2216000.0,0.0,-1265000.0,5265000.0,1984000.0,1043064.0,-167263.0,838515.0,-1358147.0,1951420.0,-101367.0,267275.0,-221317.0,-257187.0,-882088.0,-853971.0,-129425.0,100353.0,8549.0,130228.0,130506.0,200000.0,100000.0,-200000.0,100000.0,200000.0,-600000.0
,otherWorkingCapital,-58973000.0,-1286000.0,39815000.0,45799000.0,24053000.0,-4640356.0,-1747569.0,12934672.0,784525.0,-64642541.0,-5157280.0,-42856483.0,-5212584.0,-25099999.0,-24299999.0,-24599999.0,-25099999.0,-11499999.0,-10200000.0,-10200000.0,-10500000.0,-10800000.0,-10900000.0,-10300000.0,-9000000.0,0.0,0.0
,otherNonCashItems,1444000.0,1284000.0,1055000.0,979000.0,720000.0,689321.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,980410.0,2218904.0,4167684.0,1667211.0,41499.0,1153463.0,280936.0,640101.0,1046709.0,1317602.0,748232.0,764816.0,600000.0,-900000.0
,netCashProvidedByOperatingActivites,142956000.0,126707000.0,93247000.0,82203000.0,61735000.0,44680252.0,35095054.0,29589739.0,21205721.0,25496949.0,26111183.0,23579642.0,21930372.0,21637415.0,20298082.0,19640835.0,18299038.0,15653291.0,13660271.0,13046029.0,11602661.0,12059379.0,11157160.0,9236597.0,7710788.0,6600000.0,900000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28596303.0,-38821775.0,-8748856.0,-21418961.0,-19756255.0,-9305661.0,-15121825.0,-21711356.0,-20116584.0,-13910078.0,-4839564.0,-10079123.0,-11621507.0,-13688468.0,-8677691.0,-13577181.0,-19900000.0,0.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1761901.0,0.0,-300000.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300000.0,0.0
,otherInvestingActivites,46471000.0,65053000.0,64493000.0,35800000.0,28233000.0,28065851.0,12101337.0,5278970.0,15259768.0,7861261.0,6001775.0,0.0,0.0,21504930.0,0.0,9576974.0,6356407.0,3887338.0,0.0,280000.0,0.0,702226.0,655665.0,4791.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-1299842000.0,-667519000.0,-568117000.0,-327074000.0,-297554000.0,-202775080.0,-147697836.0,-85260499.0,-69256310.0,-29252352.0,-32820000.0,-8748856.0,-21418961.0,-18007580.0,-9305661.0,-5544851.0,-15138112.0,-15790757.0,-13236498.0,-3865245.0,-9384803.0,-10919281.0,-13032803.0,-8524630.0,-15194394.0,-19600000.0,-300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
