date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1997-05-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,75387000.0,222878000.0,216355000.0,114893000.0,139371000.0,128029000.0,123160000.0,112601000.0,120687000.0,110396000.0,107441000.0,98250000.0,100211000.0,111301000.0,112787000.0,87565000.0,74345000.0,71863000.0,60844000.0,14327000.0,42445000.0,57200000.0,55300000.0,27300000.0,40900000.0
,depreciationAndAmortization,25831000.0,36122000.0,33927000.0,12431000.0,11705000.0,11542000.0,9365000.0,9469000.0,8226000.0,8024000.0,8342000.0,8336000.0,8184000.0,8637000.0,9705000.0,9051000.0,9947000.0,11225000.0,11251000.0,12452000.0,12104000.0,17600000.0,12500000.0,6200000.0,29800000.0
,deferredIncomeTax,-44826000.0,9810000.0,-3510000.0,39320000.0,-10542000.0,615000.0,-22899000.0,-8024000.0,-540000.0,0.0,0.0,0.0,0.0,-7651000.0,-17214000.0,-13318000.0,-14883000.0,255000.0,12881000.0,-5807000.0,11018000.0,10200000.0,14900000.0,-4800000.0,6300000.0
,stockBasedCompensation,9690000.0,17615000.0,15986000.0,23340000.0,15458000.0,11805000.0,9706000.0,11271000.0,12375000.0,14511000.0,9304000.0,13761000.0,10914000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,266366000.0,-14644000.0,-183091000.0,27231000.0,-21732000.0,-48379000.0,67008000.0,26975000.0,47102000.0,11907000.0,2268000.0,10907000.0,26714000.0,11144000.0,4436000.0,-24683000.0,9811000.0,-4797000.0,-9282000.0,13548000.0,6058000.0,-25000000.0,-31800000.0,55100000.0,7100000.0
,accountsReceivables,-9845000.0,0.0,0.0,-23126000.0,-21919000.0,401000.0,-14250000.0,-6730000.0,25074000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2400000.0
,accountsPayables,0.0,0.0,0.0,12455000.0,-13689000.0,6493000.0,9636000.0,2304000.0,11000.0,-1851000.0,5744000.0,-8279000.0,-13138000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,177067000.0,-89299000.0,-74655000.0,108436000.0,81205000.0,102937000.0,151316000.0,84308000.0,57333000.0,10231000.0,-1676000.0,-3944000.0,-14851000.0,-41565000.0,-52709000.0,-57145000.0,-32462000.0,-42273000.0,-37476000.0,-28194000.0,-41742000.0,-47800000.0,-22800000.0,9000000.0,-46100000.0
,otherNonCashItems,-9267000.0,-34962000.0,-39995000.0,-772000.0,1059000.0,3229000.0,3174000.0,1545000.0,292000.0,4368000.0,1836000.0,-2825000.0,18733000.0,12326000.0,9247000.0,0.0,0.0,0.0,-462000.0,-2009000.0,0.0,-100000.0,-100000.0,-100000.0,-1000000.0
,netCashProvidedByOperatingActivites,110061000.0,270556000.0,242896000.0,257374000.0,152035000.0,159872000.0,183891000.0,152040000.0,161020000.0,134844000.0,144935000.0,112216000.0,104399000.0,146135000.0,153928000.0,132907000.0,107799000.0,115485000.0,99037000.0,101712000.0,67624000.0,79500000.0,44100000.0,33600000.0,87200000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-33603000.0,-57342000.0,-47673000.0,-23437000.0,-25191000.0,-27765000.0,-20946000.0,-31524000.0,-15443000.0,-10924000.0,-24368000.0,-11135000.0,-12611000.0,-11963000.0,-7707000.0,-11504000.0,-6859000.0,-8480000.0,-12233000.0,-13532000.0,-16590000.0,-30600000.0,-12300000.0,-7300000.0,-84700000.0
,acquisitionsNet,-36479000.0,-180000000.0,-234000000.0,0.0,-30000000.0,-22000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1000000.0,-7000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-2562000.0,-3175000.0,-2895000.0,-2447000.0,-1661000.0,-3220000.0,-2794000.0,-2676000.0,-1697000.0,-19368000.0,-13734000.0,-5849000.0,-15212000.0,-8686000.0,-10515000.0,-8929000.0,-4157000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,2478000.0,2217000.0,2825000.0,2245000.0,1911000.0,3170000.0,964000.0,4168000.0,11223000.0,5398000.0,6732000.0,14219000.0,8253000.0,6049000.0,3728000.0,3539000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,5223000.0,-166735000.0,-32214000.0,-17974000.0,-10061000.0,-35507000.0,22919000.0,8168000.0,-31797000.0,1090000.0,-319000.0,-584000.0,-695000.0,-6317000.0,-2011000.0,-2453000.0,-2700000.0,36977000.0,-2469000.0,101270000.0,-13772000.0,-19900000.0,-1900000.0,-142400000.0,-16600000.0
,netCashUsedForInvestingActivites,-24479000.0,-251167000.0,-321252000.0,-90115000.0,-98467000.0,-99810000.0,-17646000.0,-27549000.0,-57999000.0,-23804000.0,-32155000.0,-3349000.0,-20265000.0,-21260000.0,-17331000.0,-23850000.0,-13716000.0,27784000.0,-14702000.0,87738000.0,-30362000.0,-50500000.0,-14200000.0,-149700000.0,-101300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
