date,,2020-10-03_FY,2019-09-28_FY,2018-09-29_FY,2017-09-30_FY,2016-10-01_FY,2015-10-03_FY,2014-09-27_FY,2013-09-28_FY,2012-09-29_FY,2011-10-01_FY,2010-10-02_FY,2009-10-03_FY,2008-09-27_FY,2007-09-29_FY,2006-09-30_FY,2005-09-30_FY,2004-09-30_FY,2003-09-30_FY,2002-09-30_FY,2001-09-30_FY,2000-09-30_FY,1999-09-30_FY,1998-09-30_FY,1997-09-30_FY,1996-09-30_FY,1995-09-30_FY,1994-09-30_FY
,revenue,623176000.0,540052000.0,889121000.0,809041000.0,627192000.0,536471000.0,568600000.0,534900000.0,791000000.0,830400000.0,762800000.0,225200000.0,328100000.0,370500000.0,380300000.0,475500000.0,595900000.0,477900000.0,441600000.0,555000000.0,899300000.0,398900000.0,411000000.0,501900000.0,381200000.0,304500000.0,173300000.0
,costOfRevenue,325201000.0,285462000.0,479680000.0,426947000.0,346156000.0,277379000.0,295000000.0,288000000.0,423600000.0,442500000.0,427100000.0,136400000.0,194300000.0,215100000.0,207100000.0,339500000.0,391200000.0,349700000.0,340700000.0,392600000.0,573200000.0,285400000.0,274200000.0,318000000.0,239100000.0,167500000.0,101300000.0
,grossProfit,297975000.0,254590000.0,409441000.0,382094000.0,281036000.0,259092000.0,273600000.0,246900000.0,367400000.0,387900000.0,335700000.0,88800000.0,133800000.0,155400000.0,173200000.0,136100000.0,204700000.0,128200000.0,100800000.0,162400000.0,326100000.0,113500000.0,136800000.0,183900000.0,142100000.0,137100000.0,72000000.0
,grossProfitRatio,0.478155448861959,0.471417567197233,0.460500876708569,0.472280144022367,0.448086072526435,0.482956208257296,0.481181850158284,0.461581604038138,0.464475347661188,0.467124277456647,0.440089145254326,0.394316163410302,0.407802499238037,0.419433198380567,0.455429923744412,0.286225026288118,0.343514012418191,0.268256957522494,0.228260869565217,0.292612612612613,0.362615367508062,0.284532464276761,0.332846715328467,0.366407650926479,0.372770199370409,0.450246305418719,0.415464512406232
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,123459000.0,116169000.0,119621000.0,100203000.0,92374000.0,90033000.0,83100000.0,61600000.0,63400000.0,65100000.0,56700000.0,53500000.0,59900000.0,0.0,36300000.0,28500000.0,28400000.0,38100000.0,51900000.0,62700000.0,50100000.0,37200000.0,48700000.0,46000000.0,52200000.0,30900000.0,21300000.0
,GeneralAndAdministrativeExpenses,116007000.0,116811000.0,122867000.0,130290000.0,126065000.0,131808000.0,113500000.0,119500000.0,111000000.0,138300000.0,128600000.0,95200000.0,89400000.0,0.0,76700000.0,69500000.0,75100000.0,102300000.0,135100000.0,141800000.0,129400000.0,86200000.0,83900000.0,80200000.0,69500000.0,50700000.0,36800000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,35207000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2709000.0,9152000.0,137900000.0,0.0,104628000.0,11224000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
