date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY,1988-12-31_FY,1987-12-31_FY,1986-12-31_FY,1985-12-31_FY
,revenue,16471000000.0,15693000000.0,15544000000.0,15454000000.0,15195000000.0,16034000000.0,17277000000.0,17420000000.0,17085000000.0,16734000000.0,15564000000.0,15327000000.0,15329900000.0,13789700000.0,12237700000.0,11396900000.0,10584200000.0,9903400000.0,9294300000.0,9427800000.0,9357900000.0,9118200000.0,8971600000.0,9056700000.0,8749000000.0,8358200000.0,7587900000.0,7141300000.0,7007200000.0,6060300000.0,5691300000.0,5038800000.0,4734300000.0,5647500000.0,4984600000.0,4523700000.0
,costOfRevenue,6454000000.0,6368000000.0,6313000000.0,6174000000.0,6072000000.0,6635000000.0,7168000000.0,7219000000.0,7153000000.0,7144000000.0,6360000000.0,6319000000.0,6703500000.0,6042300000.0,5536100000.0,5191900000.0,4747200000.0,4456100000.0,4224200000.0,4236900000.0,4265500000.0,3883800000.0,3960000000.0,4141600000.0,4134800000.0,4052800000.0,3678200000.0,3520300000.0,3515900000.0,3150100000.0,2994800000.0,2746100000.0,2643200000.0,3068000000.0,2803000000.0,2608500000.0
,grossProfit,10017000000.0,9325000000.0,9231000000.0,9280000000.0,9123000000.0,9399000000.0,10109000000.0,10201000000.0,9932000000.0,9590000000.0,9204000000.0,9008000000.0,8626400000.0,7747400000.0,6701600000.0,6205000000.0,5837000000.0,5447300000.0,5070100000.0,5190900000.0,5092400000.0,5234400000.0,5011600000.0,4915100000.0,4614200000.0,4305400000.0,3909700000.0,3621000000.0,3491300000.0,2910200000.0,2696500000.0,2292700000.0,2091100000.0,2579500000.0,2181600000.0,1915200000.0
,grossProfitRatio,0.6081597960051,0.594213980755751,0.593862583633556,0.600491782062896,0.600394866732478,0.586191842335038,0.585113156219251,0.585591274397245,0.58132865086333,0.573084737659854,0.591364687740941,0.587721015201931,0.562717304092003,0.561825130350914,0.54761924217786,0.544446296800007,0.551482398291793,0.55004341943171,0.545506385634206,0.550595048685802,0.544181921157525,0.574060669869053,0.558607160372732,0.542703192111917,0.52739741684764,0.515110909047403,0.515254550007248,0.50705053701707,0.498244662632721,0.480207250466149,0.473793333684747,0.455009129157736,0.441691485541685,0.456750774679062,0.437668017493881,0.423370250016579
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,6019000000.0,5575000000.0,5389000000.0,5497000000.0,5249000000.0,5464000000.0,5982000000.0,6223000000.0,5930000000.0,5758000000.0,5414000000.0,5282000000.0,5422300000.0,4973000000.0,4355200000.0,3920800000.0,2332400000.0,3296300000.0,3034000000.0,3261600000.0,3299600000.0,3254400000.0,3197100000.0,3237000000.0,3052100000.0,2879600000.0,2625200000.0,2457100000.0,2500200000.0,2482400000.0,2015600000.0,1760300000.0,1645600000.0,2094200000.0,1760000000.0,1566200000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1063000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-74000000.0,-108000000.0,-87000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,6142000000.0,5708000000.0,5459000000.0,5533000000.0,5271000000.0,5503000000.0,5996000000.0,6250000000.0,5960000000.0,5749000000.0,5715000000.0,5393000000.0,5605700000.0,5038700000.0,4388000000.0,3990000000.0,3646800000.0,3222000000.0,3057000000.0,3329600000.0,3371700000.0,3594600000.0,3527400000.0,3556900000.0,3368400000.0,3179900000.0,2860300000.0,2666700000.0,2692700000.0,2628600000.0,2141800000.0,1857300000.0,1727600000.0,2195500000.0,1849300000.0,1638400000.0
,costAndExpenses,12596000000.0,12076000000.0,11772000000.0,11707000000.0,11343000000.0,12138000000.0,13164000000.0,13469000000.0,13113000000.0,12893000000.0,12075000000.0,11712000000.0,12309200000.0,11081000000.0,9924100000.0,9181900000.0,8394000000.0,7678100000.0,7281200000.0,7566500000.0,7637200000.0,7478400000.0,7487400000.0,7698500000.0,7503200000.0,7232700000.0,6538500000.0,6187000000.0,6208600000.0,5778700000.0,5136600000.0,4603400000.0,4370800000.0,5263500000.0,4652300000.0,4246900000.0
,interestExpense,183000000.0,192000000.0,193000000.0,153000000.0,149000000.0,133000000.0,130000000.0,116000000.0,80000000.0,59000000.0,65000000.0,88000000.0,105600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,88000000.0,62000000.0,59000000.0,35000000.0,33000000.0,33000000.0,32000000.0,32000000.0,31000000.0,421000000.0,376000000.0,351000000.0,18800000.0,18200000.0,16300000.0,329300000.0,14300000.0,12300000.0,12500000.0,68000000.0,72100000.0,340200000.0,330300000.0,319900000.0,316300000.0,300300000.0,235100000.0,209600000.0,192500000.0,146200000.0,126200000.0,97000000.0,82000000.0,101300000.0,89300000.0,72200000.0
,EBITDA,3963000000.0,3679000000.0,3831000000.0,3782000000.0,3885000000.0,3929000000.0,4145000000.0,3983000000.0,4003000000.0,4262000000.0,3865000000.0,3966000000.0,3039500000.0,2726900000.0,2329900000.0,2544300000.0,2204500000.0,2237600000.0,2025600000.0,1929300000.0,1792800000.0,1980000000.0,1814500000.0,1678100000.0,1562100000.0,1425800000.0,1284500000.0,1163900000.0,991100000.0,427800000.0,680900000.0,532400000.0,445500000.0,485300000.0,421600000.0,349000000.0
,EBITDARatio,0.240604699168235,0.234435735678328,0.246461657231086,0.244726284457098,0.255676209279368,0.245041786204316,0.2399143369798,0.228645235361653,0.234299092771437,0.254691048165412,0.248329478283218,0.258759052652182,0.198272656703566,0.197749044576749,0.19038708254002,0.22324491747756,0.208282156421836,0.225942605569804,0.217940027758949,0.204639470502132,0.191581444554868,0.217148121339738,0.202249320076686,0.185288239645787,0.178546119556521,0.170586968486038,0.169282673730545,0.162981529973534,0.141440232903299,0.0705905648235236,0.119638746859241,0.105660077796301,0.0941005006019897,0.0859318282425852,0.0845805079645308,0.077149236244667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,3875000000.0,3617000000.0,3772000000.0,3747000000.0,3852000000.0,3896000000.0,4113000000.0,3951000000.0,3972000000.0,3841000000.0,3489000000.0,3615000000.0,3020700000.0,2708700000.0,2313600000.0,2215000000.0,2190200000.0,2225300000.0,2013100000.0,1861300000.0,1720700000.0,1639800000.0,1484200000.0,1358200000.0,1245800000.0,1125500000.0,1049400000.0,954300000.0,798600000.0,281600000.0,554700000.0,435400000.0,363500000.0,384000000.0,332300000.0,276800000.0
,operatingIncomeRatio,0.235261975593467,0.23048492958644,0.242665980442615,0.242461498641129,0.25350444225074,0.242983659723088,0.238062163570064,0.226808266360505,0.232484635645303,0.229532687940719,0.224171164225135,0.235858289293404,0.197046295148696,0.196429218909766,0.189055132908962,0.19435109547333,0.206931085958315,0.224700607872044,0.216595117437569,0.197426759159083,0.183876724478783,0.17983812594591,0.165433144589594,0.149966323274482,0.142393416390445,0.134658179990907,0.138299134147788,0.133631131586686,0.113968489553602,0.0464663465505008,0.0974645511570292,0.0864094625704533,0.0767800942061128,0.0679946879150066,0.0666653292139791,0.0611888498353118
,totalOtherIncomeExpensesNet,-64000000.0,-171000000.0,-165000000.0,-158000000.0,-15000000.0,-1107000000.0,-556000000.0,-395000000.0,-83000000.0,0.0,-301000000.0,0.0,0.0,-36000000.0,-112100000.0,-69200000.0,-28100000.0,72500000.0,30800000.0,13600000.0,52400000.0,-73600000.0,-1500000.0,-24300000.0,-93800000.0,-526000000.0,-82800000.0,-71300000.0,-20700000.0,34400000.0,2300000.0,98200000.0,-6600000.0,-172100000.0,41000000.0,52600000.0
