date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2014-09-30_FY,2014-06-30_FY,2014-03-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY
,revenue,2053131000.0,2268095000.0,2566465000.0,2466811000.0,2310415000.0,2540873000.0,2797061000.0,0.0,0.0,0.0,2506467000.0,2468150000.0,2253030000.0,2402143000.0,2089253000.0,2590167000.0,2915919000.0,2907304000.0,2257225000.0,2001340000.0,1839821000.0,1630020000.0,1276950000.0,1704924000.0,877839000.0,524065000.0,325229000.0,201296320.0,97400000.0,98200000.0,75900000.0,50600000.0,33300000.0,21300000.0,18100000.0
,costOfRevenue,1878083000.0,2067689000.0,2345872000.0,2239114000.0,2096952000.0,2322299000.0,2577204000.0,0.0,0.0,0.0,2319983000.0,2291412000.0,2114195000.0,2213451000.0,1942674000.0,2414231000.0,2716985000.0,2707781000.0,2095623000.0,1847573000.0,1689548000.0,1505166000.0,1183440000.0,1580817000.0,810309000.0,472354000.0,285630000.0,177981328.0,82900000.0,84200000.0,65000000.0,42500000.0,27800000.0,17200000.0,14900000.0
,grossProfit,175048000.0,200406000.0,220593000.0,227697000.0,213463000.0,218574000.0,219857000.0,0.0,0.0,0.0,186484000.0,176738000.0,138835000.0,188692000.0,146579000.0,175936000.0,198934000.0,199523000.0,161602000.0,153767000.0,150273000.0,124854000.0,93510000.0,124107000.0,67530000.0,51711000.0,39599000.0,23314992.0,14500000.0,14000000.0,10900000.0,8100000.0,5500000.0,4100000.0,3200000.0
,grossProfitRatio,0.0852590506889234,0.08835873276913,0.085952078052886,0.0923041935519178,0.092391626612535,0.0860231896674883,0.0786028620755858,0.0,0.0,0.0,0.07440113913329,0.071607479286105,0.0616214608771299,0.0785515266992848,0.0701585686367328,0.0679245778361009,0.0682234314464839,0.0686281861133201,0.0715932173354451,0.0768320225448949,0.081678054549872,0.0765966061766113,0.0732291789028545,0.0727932740696946,0.0769275459395174,0.0986728745480045,0.121757284866971,0.115824233647192,0.148870636550308,0.142566191446029,0.143610013175231,0.160079051383399,0.165165165165165,0.192488262910798,0.176795580110497
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,122195000.0,141618000.0,143205000.0,130401000.0,113448000.0,111744000.0,115700000.0,0.0,0.0,0.0,99331000.0,89951000.0,93027000.0,92245000.0,85500000.0,90372000.0,93932000.0,69299000.0,62322000.0,61108000.0,64976000.0,64191000.0,54383000.0,57871000.0,32477000.0,17680000.0,12817000.0,7227833.0,3000000.0,3200000.0,2900000.0,2800000.0,1700000.0,1300000.0,1100000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,677000.0,-6122000.0,628000.0,-1786000.0,-282000.0,-1141000.0,-452000.0,0.0,0.0,0.0,-101000.0,154000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,131294000.0,151079000.0,152690000.0,140466000.0,125286000.0,111744000.0,115700000.0,0.0,0.0,0.0,99331000.0,89951000.0,93027000.0,92245000.0,85500000.0,339636000.0,95720000.0,69299000.0,62322000.0,61108000.0,56868000.0,65799000.0,128322000.0,70712000.0,38906000.0,20991000.0,14487000.0,7923555.0,5200000.0,5200000.0,4300000.0,3900000.0,2500000.0,1700000.0,1400000.0
