Date,2019-03-31,2018-03-31,2017-03-31
Cash and cash equivalents,85353000.0,7194000.0,4767471.0
Short-term investments,0.0,0.0,0.0
Cash and short-term investments,85353000.0,7194000.0,4767471.0
Receivables,0.0,0.0,0.0
Inventories,0.0,0.0,0.0
Total current assets,98510000.0,12390000.0,4776099.0
Property Plant & Equipment Net,923000.0,510000.0,0.0
Goodwill and Intangible Assets,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0
Tax assets,100000.0,0.0,0.0
Total non-current assets,1611000.0,594000.0,0.0
Total assets,100121000.0,12984000.0,4776099.0
Payables,1925000.0,2315000.0,858375.0
Short-term debt,15000.0,0.0,0.0
Total current liabilities,11817000.0,5910000.0,866402.0
Long-term debt,13534000.0,0.0,0.0
Total debt,13549000.0,0.0,0.0
Deferred revenue,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0
Total non-current liabilities,13534000.0,0.0,0.0
Total liabilities,25351000.0,5910000.0,866402.0
Other comprehensive income,250031000,7000.0,-24505.0
Retained earnings (deficit),-175531000.0,-64185000.0,-27111474.0
Total shareholders equity,74770000.0,7074000.0,3909697.0
Investments,0.0,0.0,0.0
Net Debt,-71804000.0,-7194000.0,-4767471.0
Other Assets,0.0,5196000.0,8628.0
Other Liabilities,0.0,3595000.0,8027.0
