date,,2021-01-31_FY,2020-02-01_FY,2019-02-02_FY,2018-02-03_FY,2017-01-28_FY,2016-01-30_FY,2015-01-31_FY,2014-02-01_FY,2013-02-02_FY,2012-01-28_FY,2011-01-29_FY,2010-01-30_FY,2009-01-31_FY,2008-02-02_FY,2007-02-03_FY,2006-01-28_FY,2005-01-29_FY,2004-01-31_FY,2003-02-01_FY,2002-02-02_FY,2001-02-03_FY,2000-01-29_FY,1999-01-30_FY,1998-01-31_FY,1997-02-01_FY,1996-02-03_FY,1995-01-28_FY,1994-01-31_FY,1993-01-31_FY,1992-01-31_FY,1991-01-31_FY,1990-01-31_FY,1989-01-31_FY,1988-01-31_FY,1987-01-31_FY
,revenue,6199186000.0,5323180000.0,5238105000.0,5264362000.0,5193995000.0,5190582000.0,5177078000.0,5301900000.0,5400100000.0,5202300000.0,4952200000.0,4726800000.0,4645283000.0,4656300000.0,4743000000.0,4429900000.0,4375100000.0,4174383000.0,3868600000.0,3433300000.0,3277100000.0,4700200000.0,4193700000.0,4055300000.0,2647500000.0,1512300000.0,1278600000.0,1055300000.0,929300000.0,771500000.0,679300000.0,608700000.0,626600000.0,590700000.0,397200000.0
,costOfRevenue,3701800000.0,3208498000.0,3116210000.0,3121920000.0,3094576000.0,3123442000.0,3133124000.0,3236600000.0,3282500000.0,3131900000.0,2939800000.0,2807500000.0,2787854000.0,2816000000.0,2851600000.0,2698200000.0,2597600000.0,2428024000.0,2236600000.0,2092200000.0,1891300000.0,2763500000.0,2491400000.0,2356300000.0,1542500000.0,868100000.0,728500000.0,569500000.0,510900000.0,443300000.0,404700000.0,349000000.0,360800000.0,349300000.0,231100000.0
,grossProfit,2497386000.0,2114682000.0,2121895000.0,2142442000.0,2099419000.0,2067140000.0,2043954000.0,2065300000.0,2117700000.0,2070400000.0,2012500000.0,1919300000.0,1857429000.0,1840300000.0,1891400000.0,1731700000.0,1777400000.0,1746359000.0,1631900000.0,1341100000.0,1385700000.0,1936700000.0,1702400000.0,1699000000.0,1105000000.0,644200000.0,550200000.0,485800000.0,418400000.0,328200000.0,274600000.0,259700000.0,265800000.0,241400000.0,166100000.0
,grossProfitRatio,0.402857084785002,0.397259157120368,0.405088290517277,0.406970873203628,0.404201197729301,0.398248211857553,0.394808422820749,0.389539599011675,0.392159404455473,0.397977817503796,0.406385040991882,0.406046373868156,0.399852710803626,0.395227970706355,0.398777145266709,0.390911758730445,0.406253571346941,0.418351406662973,0.421832187354599,0.390615442868377,0.422843367611608,0.412046295902302,0.405942246703388,0.418957906936602,0.417374881964117,0.425973682470409,0.43031440638198,0.460343030417891,0.450231356935328,0.425405055087492,0.404239658471956,0.426646952521768,0.424194063198213,0.408667682410699,0.418177240684794
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,0.0,-38300000.0,0.0,0.0,-50000.0,-218000.0,0.0,-45000.0,-10000.0,58000000.0,-4600000.0,44000.0,0.0,21000.0,-39000.0,-36000.0,27000.0,0.0,35000.0,1368400000.0,1200300000.0,1766300000.0,1498700000.0,1385700000.0,908500000.0,532200000.0,451400000.0,386100000.0,334500000.0,273700000.0,243900000.0,233400000.0,211400000.0,205900000.0,125700000.0
,SellingAndMarketingExpenses,0.0,1823409000.0,1778416000.0,1723996000.0,1731006000.0,1708717000.0,0.0,1759745000.0,1712910000.0,1576500000.0,1576500000.0,1532356000.0,0.0,1515379000.0,1622339000.0,1596136000.0,1605673000.0,0.0,1485265000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-911000.0,-451000.0,-558000.0,712000.0,1359000.0,-5199000.0,0.0,-1213000.0,51000.0,612000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100000.0,1700000.0,-500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
