date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,184996000.0,-984584000.0,-504080000.0,-244614000.0,-194375000.0,-77443000.0,-148098000.0
,depreciationAndAmortization,285711000.0,192419000.0,123542000.0,87020000.0,55572000.0,32446000.0,22003000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,276208000.0,227451000.0,127564000.0,67840000.0,49402000.0,31015000.0,60809000.0
,changeInWorkingCapital,1114589000.0,-351094000.0,39648000.0,157194000.0,-175426000.0,-158979000.0,68841000.0
,accountsReceivables,-14726000.0,-49187000.0,-12792000.0,-18172000.0,-9217000.0,-4033000.0,1741000.0
,inventory,9947000.0,-15631000.0,-18319000.0,-9454000.0,1351000.0,-131000.0,-4835000.0
,accountsPayables,531526000.0,330325000.0,285064000.0,104184000.0,126013000.0,135855000.0,59521000.0
,otherWorkingCapital,880208000.0,-234381000.0,116713000.0,77065000.0,-80129000.0,95297000.0,254276000.0
,otherNonCashItems,0.0,60420000.0,22529000.0,7028000.0,331000.0,3027000.0,570000.0
,netCashProvidedByOperatingActivites,1416731000.0,-196818000.0,84861000.0,33634000.0,62814000.0,135121000.0,4125000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-186040000.0,-400880000.0,-221955000.0,-146879000.0,-128086000.0,-62184000.0,-45985000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-481670000.0,-553858000.0,-99002000.0,-54551000.0,-88112000.0,-207303000.0,-135000000.0
,salesMaturitiesOfInvestments,580153000.0,115468000.0,61068000.0,71095000.0,119810000.0,133596000.0,125019000.0
,otherInvestingActivites,0.0,-15567000.0,-398000.0,0.0,-1000000.0,-4697000.0,531000.0
,netCashUsedForInvestingActivites,-236075000.0,-854837000.0,-260287000.0,-130335000.0,-95880000.0,-137728000.0,-55435000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-1040349000.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,282893000.0
,commonStockRepurchased,-380237000.0,0.0,0.0,0.0,0.0,0.0,-29028000.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,-39516000.0
,otherFinancingActivites,0.0,-148755000.0,-94722000.0,-45722000.0,-21092000.0,-19111000.0,-27985000.0
,netCashUsedProvidedByFinancingActivities,352588000.0,786504000.0,467463000.0,374971000.0,-20883000.0,-18616000.0,341150000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,13443000.0,-1557000.0,-1536000.0,850000.0,-387000.0,-460000.0,730000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,1546687000.0,-266708000.0,290501000.0,279120000.0,-54336000.0,-21683000.0,290570000.0
,cashAtEndOfPeriod,0.0,582753000.0,849461000.0,558960000.0,279840000.0,334176000.0,355859000.0
,cashAtBeginningOfPeriod,0.0,849461000.0,558960000.0,279840000.0,334176000.0,355859000.0,65289000.0
,operatingCashFlow,1416731000.0,-196818000.0,84861000.0,33634000.0,62814000.0,135121000.0,4125000.0
,capitalExpenditure,-186040000.0,-400880000.0,-221955000.0,-146879000.0,-128086000.0,-62184000.0,-45985000.0
,freeCashFlow,1230691000.0,-597698000.0,-137094000.0,-113245000.0,-65272000.0,72937000.0,-41860000.0
