date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY
,revenue,0.0,0.0,0.0,506000000.0,1366000000.0,842000000.0,1466000000.0,3000000.0,3000000.0,1585000000.0,2323000000.0,2468000000.0,3549000000.0,3103000000.0
,costOfRevenue,0.0,0.0,0.0,2932000000.0,2281000000.0,2028000000.0,1145000000.0,1145000000.0,268000000.0,963000000.0,1181000000.0,1194000000.0,1853000000.0,2013000000.0
,grossProfit,0.0,0.0,0.0,1910000000.0,2037000000.0,1842000000.0,321000000.0,321000000.0,3000000.0,622000000.0,1142000000.0,1274000000.0,1696000000.0,1090000000.0
,grossProfitRatio,0.0,0.0,0.0,3.77470355731225,1.49121522693997,2.18764845605701,0.218963165075034,107.0,1.0,0.392429022082019,0.491605682307361,0.516207455429498,0.477881093265709,0.351272961650016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,45200000.0,11040000.0,4278000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,13447000.0,2786000.0,517000.0,189000000.0,161000000.0,128000000.0,-97000000.0,97000000.0,-22000000.0,135000000.0,163000000.0,-159000000.0,-157000000.0,-203000000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-450000.0,-1323000.0,-21000.0,65000000.0,65000000.0,54000000.0,8000000.0,8000000.0,8000000.0,-6000000.0,4000000.0,11000000.0,84000000.0,56000000.0
,operatingExpenses,58647000.0,13826000.0,4795000.0,189000000.0,161000000.0,128000000.0,-308000000.0,97000000.0,-81000000.0,135000000.0,163000000.0,-519000000.0,-494000000.0,-203000000.0
,costAndExpenses,58647000.0,13826000.0,4795000.0,3121000000.0,2442000000.0,2156000000.0,837000000.0,1242000000.0,187000000.0,1098000000.0,1344000000.0,675000000.0,1359000000.0,1810000000.0
,interestExpense,396000.0,0.0,0.0,616000000.0,625000000.0,546000000.0,67000000.0,97000000.0,0.0,357000000.0,363000000.0,415000000.0,427000000.0,384000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,700000.0,271000.0,24000.0,867000000.0,766000000.0,614000000.0,292000000.0,467000000.0,26000000.0,346000000.0,408000000.0,359000000.0,376000000.0,333000000.0
,EBITDA,-57947000.0,-13555000.0,-4771000.0,455000000.0,126000000.0,678000000.0,-26000000.0,149000000.0,740000000.0,110000000.0,397000000.0,-475000000.0,1085000000.0,938000000.0
,EBITDARatio,0.0,0.0,0.0,0.899209486166008,0.0922401171303075,0.805225653206651,-0.0177353342428377,49.6666666666667,246.666666666667,0.0694006309148265,0.170899698665519,-0.192463533225284,0.305719921104536,0.302288108282307
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-58647000.0,-13826000.0,-4795000.0,-412000000.0,-640000000.0,64000000.0,-318000000.0,-318000000.0,714000000.0,-236000000.0,-11000000.0,-834000000.0,709000000.0,605000000.0
,operatingIncomeRatio,0.0,0.0,0.0,-0.814229249011858,-0.468521229868228,0.0760095011876485,-0.216916780354707,-106.0,238.0,-0.148895899053628,-0.00473525613430908,-0.337925445705024,0.199774584389969,0.194972607154367
,totalOtherIncomeExpensesNet,-450000.0,-1323000.0,-21000.0,65000000.0,65000000.0,54000000.0,8000000.0,8000000.0,8000000.0,-6000000.0,4000000.0,11000000.0,84000000.0,56000000.0
,incomeBeforeTax,-59437000.0,-14859000.0,-4811000.0,-538000000.0,-1289000000.0,-427000000.0,-268000000.0,-417000000.0,87000000.0,-2277000000.0,-235000000.0,-1355000000.0,246000000.0,267000000.0
,incomeBeforeTaxRatio,0.0,0.0,0.0,-1.06324110671937,-0.943631039531479,-0.507125890736342,-0.18281036834925,-139.0,29.0,-1.43659305993691,-0.101162290142058,-0.54902755267423,0.0693153000845309,0.0860457621656461
,incomeTaxExpense,0.0,0.0,0.0,-610000000.0,-45000000.0,-474000000.0,0.0,-58000000.0,0.0,-632000000.0,197000000.0,315000000.0,-75000000.0,-151000000.0
,netIncome,-59437000.0,-14859000.0,-4811000.0,76000000.0,-1240000000.0,50000000.0,-67000000.0,-356000000.0,87000000.0,-1645000000.0,-234000000.0,-1262000000.0,174000000.0,264000000.0
,netIncomeRatio,0.0,0.0,0.0,0.150197628458498,-0.907759882869693,0.0593824228028504,-0.0457025920873124,-118.666666666667,29.0,-1.03785488958991,-0.100731812311666,-0.511345218800648,0.0490278951817413,0.0850789558491782
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-4.13,-1.31,-0.465962,0.46914,-9.6124,0.4,-0.531746031746032,-3.56,0.87,-13.48361,-1.95,-1.25,0.2,0.15
,EPSDiluted,-4.13,-1.31,-0.465962,0.46914,-9.6124,0.396825396825397,-0.638095238095238,-3.56,0.87,-13.48361,-1.93388429752066,-1.25,0.2,0.15
,weightedAverageShsOut,14395955.0,10324875.0,10324875.0,162000000.0,129000000.0,125000000.0,126000000.0,100000000.0,100000000.0,122000000.0,120000000.0,1009600000.0,870000000.0,1760000000.0
,weightedAverageShsOutDil,14395955.0,10324875.0,10324875.0,162000000.0,129000000.0,126000000.0,105000000.0,100000000.0,100000000.0,122000000.0,121000000.0,1009600000.0,870000000.0,1760000000.0
