Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2009-12-31
Revenue,31090000.0,25777000.0,32984000.0,31110000.0,31254000.0,33643000.0,26664000.0,24054000.0,15326000.0
Revenue Growth,0.2061,-0.2185,0.0602,-0.0046,-0.071,0.2617,0.1085,0.5695,
Cost of Revenue,7787000.0,5421000.0,6853000.0,8248000.0,6760000.0,8671000.0,7055000.0,7205000.0,2202000.0
Gross Profit,23303000.0,20356000.0,26131000.0,22862000.0,24494000.0,24972000.0,19609000.0,16849000.0,13124000.0
R&D Expenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG&A Expense,1697000.0,1502000.0,1755000.0,2147000.0,2181000.0,2017000.0,2072000.0,2187000.0,190000.0
Operating Expenses,3040000.0,2867000.0,3241000.0,3455000.0,5255000.0,3481000.0,3099000.0,3446000.0,321000.0
Operating Income,20263000.0,17489000.0,22890000.0,19407000.0,19239000.0,21491000.0,16510000.0,13403000.0,12803000.0
Interest Expense,6363000.0,5167000.0,5878000.0,5757000.0,8707000.0,8124000.0,4283000.0,2681000.0,4246000.0
Earnings before Tax,13044000.0,9616000.0,-5000000.0,11856000.0,15590000.0,3748000.0,4222000.0,11336000.0,9313000.0
Income Tax Expense,34000.0,25000.0,-87000.0,0.0,160000.0,240000.0,231000.0,340000.0,0.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,13010000.0,9591000.0,-4913000.0,11856000.0,15430000.0,3508000.0,3991000.0,10996000.0,9313000.0
Preferred Dividends,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income Com,13010000.0,9591000.0,-4913000.0,11856000.0,15430000.0,3508000.0,3991000.0,10996000.0,9313000.0
EPS,1.13,0.83,-0.43,1.06,1.6,0.37,0.47,1.44,
EPS Diluted,1.13,0.83,-0.43,1.06,1.6,0.37,0.47,1.44,
Weighted Average Shs Out,11532652.0,11517984.0,11553657.0,11644940.0,9626175.0,9592875.0,9562956.0,7626718.0,
Weighted Average Shs Out (Dil),11527777.0,11516846.0,11543708.0,11180864.0,9621011.0,9583257.0,8481604.0,7610818.0,
Dividend per Share,1.2,1.2,1.365,1.38,1.38,1.38,1.915,1.18,0.0
Gross Margin,0.7495,0.7897,0.7922,0.7349,0.7837,0.7423,0.7354,0.7005,0.8563
EBITDA Margin,0.624,0.573,0.027,0.566,0.777,0.353,0.319,0.583,0.885
EBIT Margin,0.6242,0.5735,0.0266,0.5662,0.7774,0.3529,0.319,0.5827,0.8847
Profit Margin,0.418,0.372,-0.149,0.381,0.494,0.104,0.15,0.457,0.608
Free Cash Flow margin,-0.3878,-0.5757,1.5859,-1.0071,1.1735,0.1932,-1.3535,-0.1672,-0.0054
EBITDA,19407000.0,14783000.0,878000.0,17613000.0,24297000.0,11872000.0,8505000.0,14017000.0,13559000.0
EBIT,19407000.0,14783000.0,878000.0,17613000.0,24297000.0,11872000.0,8505000.0,14017000.0,13559000.0
Consolidated Income,13010000.0,9591000.0,-4913000.0,11856000.0,15430000.0,3508000.0,3991000.0,10996000.0,9313000.0
Earnings Before Tax Margin,0.4196,0.373,-0.1516,0.3811,0.4988,0.1114,0.1583,0.4713,0.6077
Net Profit Margin,0.4185,0.3721,-0.149,0.3811,0.4937,0.1043,0.1497,0.4571,0.6077
