date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-7304569.0,-4488107.0,-5890832.0,-3057700.0,-772584.0,2339774.0,2105114.0,477216.0,-7022845.0,-8976371.0,-5006249.0,-5391114.0,-82850281.0,-1107825.0,565191.0,-3621.0,2939966.0,319567.0,-2468741.0
,depreciationAndAmortization,3237930.0,3422385.0,3181619.0,3029801.0,2209738.0,1807350.0,1749538.0,3055182.0,7321679.0,4213771.0,5067982.0,5704004.0,8210433.0,8748398.0,6427826.0,2226462.0,297961.0,26470.0,2496150.0
,deferredIncomeTax,0.0,-334394.0,7931.0,-1406600.0,-61100.0,-172973.0,0.0,-310097.0,-444000.0,0.0,0.0,0.0,-3022347.0,-1623801.0,679647.0,-73788.0,1115669.0,-725733.0,-579578.0
,stockBasedCompensation,858683.0,789914.0,915469.0,1279807.0,1264266.0,707544.0,991948.0,686745.0,842752.0,1530487.0,790304.0,434827.0,-823673.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-506196.0,-1583570.0,-334674.0,-1396224.0,-1441713.0,1470560.0,-953053.0,-1535921.0,10300.0,-525636.0,1002992.0,2929940.0,2488975.0,-3053887.0,-4962558.0,-2556362.0,-4370794.0,-874148.0,-1014718.0
,accountsReceivables,1317508.0,0.0,4058591.0,-1216611.0,-583082.0,-2001613.0,-1519421.0,1961574.0,1811832.0,-1008991.0,-320384.0,2548432.0,403443.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31686.0
,accountsPayables,-2271578.0,0.0,-4114512.0,437241.0,-622548.0,4545906.0,-518881.0,-3501924.0,244396.0,0.0,1048511.0,-587317.0,2167685.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,5802.538,-7531665.0,-6887211.0,-6157742.0,-144373.0,-1629313.0,-1234325.0,-3887674.0,-3465678.0,-2014637.0,-4327579.0,1866640.0,2104760.0,8448041.0,6022712.0,1614105.0,19186621.0,360170.0,-548510.0
,otherNonCashItems,0.0,-3420150.0,40382.0,26709.0,-151388.0,-39947.0,26369.0,-426140.0,98223.0,605993.0,492290.0,304598.0,1986664.0,900801.0,-1022358.0,0.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,-5599335.0,-5338383.0,-2100167.0,-1148281.0,1053019.0,6106272.0,3943793.0,1809623.0,990674.0,-522236.0,3346984.0,4677543.0,6055906.0,3981958.0,1687748.0,239221.0,2584273.0,217983.0,-468232.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,-1194164.0,-1634919.0,-1558693.0,-1116371.0,-1525888.0,-839867.0,-677526.0,-894415.0,-462114.0,-659451.0,-1376790.0,-2230173.0,-5717744.0,-3831235.0,-1702401.0,-1203136.0,-3285.0,-39174.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,-3000000.0,-29000000.0,-19000000.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100000.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58014.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,749985.0,9082.0,-89418.0,393178.0,-308088.0,524690.0,0.0,-190000.0
,netCashUsedForInvestingActivites,-1185335.0,-1194164.0,-1634919.0,-1322930.0,-1116371.0,-1525888.0,-839867.0,-677526.0,-1527342.0,-3029143.0,-1649108.0,-2726702.0,-5479002.0,-5807162.0,-30473293.0,-21326279.0,-678446.0,-45271.0,-256723.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-432830.0,-448960.0,-5111671.0,-158782.0,-7996313.0,-7702697.0,-7120449.0,-8939302.0,-5995315.0,-6373296.0,-46489443.0,-44126517.0,-42742295.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,16432190.0,4414123.0,2000583.0,0.0,0.0,0.0,0.0,0.0,0.0,2635796.0,0.0,4674433.0,0.0,229845.0,24881895.0,0.0,17149266.0,100769.0,134040.0
,commonStockRepurchased,0.0,0.0,0.0,-44772.0,-22499.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160375.0,0.0,0.0,-61209.0,0.0,0.0,-140000.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-279917.0,-1112944.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,1511417.0,1740444.0,-2087353.0,-178236.0,-335008.0,43895.0,336658.0,-400572.0,-130025.0,0.0,0.0,13000.0,950133.0,1432444.0,0.0,0.0,-25485.0,0.0
,netCashUsedProvidedByFinancingActivities,14302346.0,6676580.0,-120644.0,2609093.0,-247048.0,-4037705.0,-2526554.0,-1375544.0,3912855.0,3437231.0,-6422443.0,2531972.0,-2788442.0,1347858.0,29211970.0,6535652.0,14951549.0,61487.0,720782.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
