date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY
,revenue,5225000000.0,5176000000.0,5109000000.0,5044000000.0,5104000000.0,5176241000.0,5009438000.0,4901236000.0,5345277000.0,5180471000.0,4986829000.0,5020674000.0,5092019000.0,4828984000.0,4364518000.0,3960069000.0,3720389000.0,3445216000.0,2985366000.0,2588542000.0,2326856000.0,1963100000.0,1805700000.0
,costOfRevenue,2354000000.0,2337000000.0,2336000000.0,2359000000.0,2429000000.0,2414941000.0,2511469000.0,2225316000.0,2272570000.0,2041142000.0,1911554000.0,1864426000.0,1853686000.0,1696459000.0,1541541000.0,1420315000.0,1304171000.0,1182885000.0,2599011000.0,2152387000.0,1507647000.0,1252300000.0,1417100000.0
,grossProfit,2871000000.0,2839000000.0,2773000000.0,2685000000.0,2675000000.0,2761300000.0,2497969000.0,2675920000.0,3072707000.0,3139329000.0,3075275000.0,3156248000.0,3238333000.0,3132525000.0,2822977000.0,2539754000.0,2416218000.0,2262331000.0,386355000.0,436155000.0,819209000.0,710800000.0,388600000.0
,grossProfitRatio,0.549473684210526,0.548493044822257,0.542767664905069,0.532315622521808,0.524098746081505,0.533456614558712,0.498652543458967,0.545968404704446,0.574845232529577,0.60599296859301,0.616679457025697,0.628650256917697,0.635962473824234,0.648692354333748,0.646801548303845,0.641340845323655,0.649453054505859,0.656658682648635,0.129416292675672,0.168494465224053,0.352066909168423,0.362080383067597,0.215207398792712
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,1681000000.0,1717000000.0,1694000000.0,1686000000.0,1759000000.0,1780463000.0,1865807000.0,1947778000.0,2033901000.0,2011861000.0,2011772000.0,1966707000.0,1921430000.0,1797551000.0,1672722000.0,1508964000.0,1420967000.0,1298294000.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,3285000000.0,0.0,2000000.0,1000000.0,0.0,391000.0,115000.0,-37000.0,720000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
