date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,393626000.0,672309000.0,606011000.0,121088000.0,308253000.0,286924000.0,959517000.0,-196985000.0,-451468000.0,302150000.0,-1805867000.0,-147879000.0,-410579000.0,-1290299000.0,582172000.0,522854000.0,518653000.0,385901000.0,427169000.0,360419000.0,248938000.0,148138000.0,91054000.0,74967000.0,62221000.0,50800000.0,41100000.0,35800000.0,21800000.0
,depreciationAndAmortization,71729000.0,72727000.0,69090000.0,85835000.0,71016000.0,81625000.0,65949000.0,80136000.0,72389000.0,63120000.0,39789000.0,20080000.0,16188000.0,19334000.0,36996000.0,34040000.0,27956000.0,17310000.0,796000.0,2486000.0,54629000.0,58800000.0,36100000.0,31300000.0,26900000.0,23400000.0,22500000.0,18100000.0,13400000.0
,deferredIncomeTax,102079000.0,157162000.0,120573000.0,166527000.0,170887000.0,156170000.0,-825843000.0,-31820000.0,6000000.0,6758000.0,381408000.0,-55344000.0,-313088000.0,-879835000.0,145297000.0,147156000.0,135026000.0,74691000.0,138181000.0,140804000.0,62942000.0,57849000.0,26655000.0,622000.0,-300000.0,700000.0,300000.0,0.0,0.0
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,151277000.0,-19580000.0,279551000.0,406018000.0,25512000.0,1544960000.0,196293000.0,717090000.0,-138083726000.0,2298500000.0,-113925200000.0,250333394000.0,-487767000.0,-1410900000.0,-246510000.0,-266822000.0,-124920000.0,-265575063.0,-327699937.0,-897600000.0,-870600000.0,0.0,0.0,0.0,-61531000.0,-32900000.0,-20700000.0,-25200000.0,-6600000.0
,accountsReceivables,-85506000.0,-25504000.0,-4599000.0,3628000.0,-16011000.0,25656000.0,18156000.0,42358000.0,66385000.0,0.0,0.0,0.0,0.0,-198726000.0,-4277000.0,157423000.0,-20877000.0,87416000.0,104583000.0,62409000.0,18641000.0,-27900000.0,-1700000.0,-7500000.0,0.0,0.0,0.0,-21600000.0,-16100000.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1056154000.0,202829000.0,-19205000.0,51316000.0,167579000.0,33634000.0,90980000.0,54437000.0,90500000.0,0.0,0.0,0.0,-2500000.0,1200000.0,9000000.0,12800000.0
,otherWorkingCapital,0.0,-1125582000.0,-1106002000.0,-1385553000.0,-1791571000.0,-1817083000.0,-3362043000.0,-3558336000.0,-4275426000.0,133808300000.0,131509800000.0,245435000000.0,-4898394000.0,-4410627000.0,-2999727000.0,-2753217000.0,-2486395000.0,-2361475000.0,-2095899937.0,-1768200000.0,-870600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,0.0,22738000.0,0.0,51469000.0,75075000.0,82957000.0,980000.0,-338827000.0,-211823000.0,-212487000.0,-206279000.0,-407970000.0,-163284000.0,-69147000.0,-572459000.0,-479889000.0,-430046000.0,-382524000.0,-189127000.0,-120725000.0,33562000.0,130095000.0,97821000.0,76204000.0,58108000.0,17400000.0,5900000.0,12500000.0,3300000.0
,netCashProvidedByOperatingActivites,658434000.0,694431000.0,677786000.0,360575000.0,381724000.0,13755000.0,-136174000.0,-664937000.0,-510500000.0,-897775000.0,-862603000.0,60033000.0,-333816000.0,301795000.0,488491000.0,570386000.0,326999000.0,534984000.0,586808000.0,481149000.0,279977000.0,247973000.0,132275000.0,93536000.0,84477000.0,59100000.0,48600000.0,39500000.0,31900000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-17016000.0,-27626000.0,-26008000.0,-28676000.0,-35542000.0,-25466000.0,-18495000.0,-5802000.0,-910000.0,-2976000.0,-2516000.0,-4300000.0,-3569000.0,-3764000.0,-15407000.0,-8260000.0,-19060000.0,-34564000.0,-41573000.0,-8538000.0,-9419000.0,0.0,-100000.0,-6330000.0,0.0,0.0,0.0,0.0,0.0
,acquisitionsNet,16000000.0,0.0,-8000000.0,0.0,0.0,-10000000.0,-294000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-2525817000.0,-1894068000.0,-2052554000.0,-1837127000.0,-1654537000.0,-1338974000.0,-519166000.0,-1280580000.0,-5960189000.0,-5457938000.0,-6245875000.0,-3163995000.0,-1403584000.0,-1526721000.0,-1451085000.0,-1228041000.0,-301270000.0,-202958000.0,-2725334000.0,-1729376000.0,-885785000.0,-438838000.0,-200458000.0,-117520000.0,-98876000.0,-83900000.0,-101400000.0,-125800000.0,-199500000.0
,salesMaturitiesOfInvestments,1643172000.0,1619645000.0,1397112000.0,1664165000.0,1514171000.0,570484000.0,331331000.0,1332071000.0,6607472000.0,6533569000.0,6200606000.0,3251756000.0,1715956000.0,960765000.0,1038532000.0,1096261000.0,28822000.0,131594000.0,1992286000.0,1208335000.0,592713000.0,176269000.0,69723000.0,37016000.0,22253000.0,27800000.0,56900000.0,67500000.0,60500000.0
,otherInvestingActivites,0.0,0.0,0.0,882000.0,0.0,16717000.0,7836000.0,14610000.0,0.0,0.0,0.0,0.0,0.0,221193000.0,233080000.0,0.0,28459000.0,-559759000.0,1681000.0,23266000.0,2634000.0,2460000.0,-968000.0,-4946000.0,-4246000.0,-1100000.0,-2800000.0,29500000.0,900000.0
