date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,108013000.0,330489000.0,268256000.0,105123000.0,191898000.0,174337000.0,137173000.0,94341000.0,99859000.0,103479000.0,77037000.0,67021000.0,95047000.0,144452000.0,123018000.0,130736000.0,138624000.0,120121000.0,102518000.0,88824000.0,58611000.0,33000000.0,32700000.0,39300000.0
,depreciationAndAmortization,146601000.0,121725000.0,58230000.0,59945000.0,60016000.0,56521000.0,54017000.0,40871000.0,40892000.0,43560000.0,38430000.0,36253000.0,31158000.0,30338000.0,23547000.0,23546000.0,18628000.0,23065000.0,19367000.0,17423000.0,13648000.0,12600000.0,7600000.0,7500000.0
,deferredIncomeTax,-11263000.0,-1808000.0,1462000.0,44851000.0,-19178000.0,-11709000.0,-6978000.0,8818000.0,7140000.0,-3582000.0,-22610000.0,55000.0,-10338000.0,-3093000.0,-5674000.0,-1385000.0,-2584000.0,-4002000.0,2895000.0,-2075000.0,-3076000.0,-3000000.0,-4800000.0,0.0
,stockBasedCompensation,17778000.0,17832000.0,14291000.0,11286000.0,10986000.0,11672000.0,11120000.0,8878000.0,7833000.0,7870000.0,6730000.0,6353000.0,6302000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,58168000.0,52407000.0,-3437000.0,146689000.0,165853000.0,-9602000.0,-56297000.0,78674000.0,88020000.0,43270000.0,-3171000.0,43095000.0,-19803000.0,150105000.0,15077000.0,-55186000.0,107136000.0,140373000.0,90669000.0,79347000.0,47512000.0,34600000.0,39800000.0,-28900000.0
,accountsReceivables,22885000.0,-37537000.0,-25601000.0,-24197000.0,36710000.0,-40419000.0,-31478000.0,27442000.0,18166000.0,-54334000.0,-69500000.0,77490000.0,-9689000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,64884000.0,-84058000.0,-94716000.0,46662000.0,-18777000.0,-103296000.0,-62086000.0,34089000.0,2951000.0,-55223000.0,-87265000.0,38831000.0,4507000.0,-46010000.0,-15448000.0,-22873000.0,-32908000.0,-16635000.0,23001000.0,-11738000.0,-20520000.0,-11800000.0,-24400000.0,-14700000.0
,accountsPayables,-49275000.0,-10419000.0,19384000.0,30568000.0,1483000.0,11418000.0,41941000.0,31711000.0,-12330000.0,19081000.0,26028000.0,-16944000.0,8944000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,1302999000.0,1244831000.0,1192424000.0,1195861000.0,1049172000.0,883319000.0,892921000.0,949218000.0,870544000.0,782524000.0,739254000.0,742425000.0,699330000.0,719133000.0,569028000.0,553951000.0,609137000.0,502001000.0,361628000.0,270959000.0,191612000.0,144100000.0,109500000.0,69700000.0
,otherNonCashItems,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103479000.0,0.0,67021000.0,95047000.0,8480000.0,12119000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,276077000.0,285452000.0,289569000.0,341128000.0,275167000.0,95105000.0,185783000.0,274275000.0,148668000.0,63796000.0,23517000.0,214372000.0,144930000.0,124522000.0,157112000.0,135217000.0,93698000.0,121099000.0,168551000.0,68276000.0,52197000.0,23500000.0,400000.0,18900000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,3831000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-34289000.0,-50909000.0,-36542000.0,-44490000.0,-17118000.0,-38023000.0,-39727000.0,-21233000.0,-12600000.0,-40400000.0,-14800000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,-188000000.0,0.0,0.0,0.0,-16000000.0,0.0,0.0,0.0,-35000000.0,-2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-35044000.0,-136257000.0,-518755000.0,-130993000.0,-21263000.0,-38208000.0,-48243000.0,-125390000.0,-83969000.0,-46349000.0,-81671000.0,-25305000.0,-72337000.0,-305769000.0,-346615000.0,-223820000.0,-679195000.0,-29865000.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,36631000.0,400501000.0,352127000.0,36282000.0,21263000.0,64980000.0,112895000.0,78636000.0,42319000.0,112070000.0,35601000.0,25163000.0,131565000.0,379460000.0,350520000.0,224950000.0,679440000.0,0.0,0.0,0.0,0.0,0.0,0.0,800000.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2111000.0,-559000.0,-2182000.0,570000.0,0.0,0.0,0.0,-7967000.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-27171000.0,140728000.0,-232231000.0,-147784000.0,-49890000.0,-43001000.0,-184027000.0,-116086000.0,-85042000.0,-12515000.0,-91181000.0,-33185000.0,11700000.0,41545000.0,-81134000.0,-37526000.0,-43635000.0,-46880000.0,-37971000.0,-39663000.0,-28764000.0,-12600000.0,-40200000.0,-14000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-403146000.0,-78186000.0,-70576000.0,-17610000.0,-64825000.0,-51479000.0,-52205000.0,-69292000.0,-100498000.0,-119384000.0,-31680000.0,-57592000.0,-33748000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
