date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-404689000.0,135733000.0,250445000.0,145376000.0,134197000.0,347355000.0,81263000.0,65988000.0,47796000.0,80957000.0,38542000.0,-269608000.0,74743000.0,125663000.0,53237000.0,30205000.0,-36100000.0,-22266000.0,-10386000.0,-18807000.0
,depreciationAndAmortization,137051000.0,147748000.0,146540000.0,159103000.0,163662000.0,166884000.0,160124000.0,141908000.0,148404000.0,133903000.0,101213000.0,111060000.0,119414000.0,117544000.0,101837000.0,73158000.0,61322000.0,68285000.0,26038000.0,28318000.0
,deferredIncomeTax,7415000.0,688000.0,1132000.0,-9235000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2617000.0,-3241000.0,0.0,0.0
,stockBasedCompensation,9576000.0,9313000.0,9007000.0,8042000.0,7157000.0,6536000.0,6221000.0,4858000.0,3466000.0,2745000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,25009000.0,-603000.0,2768000.0,5299000.0,10663000.0,8254000.0,22349000.0,96000.0,2326000.0,20825000.0,-19525000.0,2009000.0,-17978000.0,19764000.0,-4527000.0,-21292000.0,-17324000.0,1595000.0,0.0,0.0
,accountsReceivables,26827000.0,-1726000.0,905000.0,3175000.0,-8401000.0,1775000.0,-1532000.0,1740000.0,4587000.0,-4161000.0,4269000.0,9903000.0,604000.0,8540000.0,-8324000.0,-42872000.0,-1024000.0,0.0,0.0,0.0
,inventory,0.0,0.0,117000.0,-16000.0,40000.0,44000.0,100000.0,1524000.0,-271000.0,-316000.0,-163000.0,290000.0,7000.0,-104000.0,-260000.0,-307000.0,-13000.0,251000.0,0.0,0.0
,accountsPayables,4065000.0,2935000.0,3322000.0,-822000.0,476000.0,4619000.0,7273000.0,7001000.0,2279000.0,5422000.0,-1301000.0,0.0,-12249000.0,11224000.0,3797000.0,21657000.0,5515000.0,0.0,0.0,0.0
,otherWorkingCapital,-1260000.0,-782000.0,0.0,3998000.0,17625000.0,8536000.0,11543000.0,-11256000.0,654000.0,15264000.0,0.0,-689000.0,1324000.0,-10086000.0,-7588000.0,-158000.0,2590000.0,-7411000.0,0.0,0.0
,otherNonCashItems,7866000.0,8842000.0,657000.0,5716000.0,2200000.0,2209000.0,2777000.0,2960000.0,5010000.0,3935000.0,4699000.0,-48530000.0,671000.0,-49101000.0,10135000.0,1229000.0,26164000.0,15661000.0,0.0,0.0
,netCashProvidedByOperatingActivites,-116705000.0,290920000.0,305291000.0,310789000.0,305413000.0,300061000.0,278595000.0,171119000.0,171496000.0,156390000.0,45402000.0,70095000.0,160863000.0,213979000.0,163104000.0,86610000.0,41591000.0,60034000.0,26720000.0,43317000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-218688000.0,-199394000.0,-44105000.0,-125392000.0,-538480000.0,-587737000.0,-978897000.0,-104125000.0,-100888000.0,0.0,0.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900000.0,500000.0,0.0,426000.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,-111000.0,0.0,1100000.0,-7509000.0,-9118000.0,-1530000.0,-4311000.0,1260000.0,-10743000.0,-30431000.0,-4881000.0,-1823000.0,10811000.0,35040000.0,-70676000.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,113788000.0,-47150000.0,156366000.0,-146119000.0,-152163000.0,399353000.0,-406734000.0,-371350000.0,-193700000.0,-249119000.0,-203312000.0,18645000.0,245814000.0,-317286000.0,-500695000.0,-947485000.0,-45769000.0,18371000.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-477718000.0,-7965000.0,-72705000.0,-405543000.0,-265709000.0,-452057000.0,-157084000.0,-144635000.0,-73398000.0,-568308000.0,-175175000.0,-191856000.0,-190386000.0,-204494000.0,-212868000.0,-295633000.0,-620238000.0,-508654000.0,0.0,0.0
,commonStockIssued,0.0,0.0,45125000.0,79407000.0,55133000.0,0.0,284390000.0,566451000.0,126533000.0,0.0,199875000.0,269100000.0,0.0,110895000.0,158400000.0,320979000.0,362011000.0,0.0,0.0,0.0
,commonStockRepurchased,-107886000.0,-54523000.0,-5016000.0,-5268000.0,-125222000.0,0.0,-1000000.0,-276941000.0,-451000.0,0.0,-9233000.0,-12025000.0,-184467000.0,-86890000.0,-693000.0,-12668000.0,-28511000.0,0.0,0.0,0.0
,dividendsPaid,-156271000.0,-170166000.0,-177622000.0,-163014000.0,-227486000.0,-77544000.0,-47850000.0,-27524000.0,-29748000.0,-25021000.0,-20548000.0,-27911000.0,-99753000.0,-96315000.0,-86731000.0,-56841000.0,-9350000.0,-72006000.0,0.0,0.0
,otherFinancingActivites,-4042000.0,-8512000.0,-13381000.0,-11787000.0,-9496000.0,-15842000.0,-10834000.0,-5724000.0,-7713000.0,-14443000.0,-4788000.0,-3540000.0,-117000.0,-7506000.0,-4568000.0,-4847000.0,-177073000.0,16299000.0,0.0,0.0
