date,,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY
,revenue,31271000000.0,29318000000.0,28118000000.0,27359000000.0,29795000000.0,28729000000.0,28974000000.0,26888000000.0,11066000000.0,4608000000.0,4955000000.0,25000000.0,-1187000000.0,34000000.0,39565000000.0,5939000000.0
,costOfRevenue,17647000000.0,16376000000.0,16154000000.0,15875000000.0,16230000000.0,15934000000.0,16311000000.0,15023000000.0,7805000000.0,1813000000.0,1885000000.0,0.0,0.0,0.0,23285000000.0,3172000000.0
,grossProfit,13624000000.0,12942000000.0,11964000000.0,11484000000.0,13565000000.0,12795000000.0,12663000000.0,11865000000.0,3261000000.0,2795000000.0,3070000000.0,25000000.0,-1187000000.0,34000000.0,16280000000.0,2767000000.0
,grossProfitRatio,0.435675226247961,0.441435295722764,0.425492567038907,0.419752183924851,0.455277731162947,0.44536879111699,0.437047007662042,0.441274918179113,0.294686426893186,0.606553819444444,0.619576185671039,1.0,1.0,1.0,0.411474788323013,0.465903350732447
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,5438000000.0,5123000000.0,4824000000.0,5190000000.0,6465000000.0,6333000000.0,6439000000.0,6126000000.0,-1676000000.0,-1840000000.0,-1905000000.0,-89000000.0,-47000000.0,-55000000.0,-9862000000.0,-1440000000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17000000.0,50000000.0,37000000.0,1210000000.0,59000000.0
,operatingExpenses,5635000000.0,5313000000.0,5013000000.0,5392000000.0,6716000000.0,6581000000.0,6701000000.0,6320000000.0,6505000000.0,10947000000.0,9845000000.0,11287000000.0,13941000000.0,11425000000.0,10806000000.0,56186000000.0
,costAndExpenses,23282000000.0,21689000000.0,21167000000.0,21267000000.0,22946000000.0,22515000000.0,23019000000.0,21413000000.0,6129000000.0,-27000000.0,-20000000.0,-89000000.0,-47000000.0,-55000000.0,13423000000.0,1732000000.0
,interestExpense,1214000000.0,1388000000.0,1382000000.0,1353000000.0,1283000000.0,1360000000.0,1321000000.0,1277000000.0,0.0,0.0,0.0,673000000.0,445000000.0,611000000.0,1844000000.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,9856000000.0,8993000000.0,8711000000.0,8773000000.0,8148000000.0,8102000000.0,8590000000.0,7601000000.0,998000000.0,4590000000.0,4412000000.0,3579000000.0,3277000000.0,3207000000.0,3140000000.0,3059000000.0
,EBITDA,17776000000.0,16540000000.0,15576000000.0,14748000000.0,14753000000.0,14020000000.0,14395000000.0,13029000000.0,2082000000.0,-2034000000.0,5319000000.0,2800000000.0,365000000.0,2642000000.0,8505000000.0,4383000000.0
,EBITDARatio,0.568450001598926,0.564158537417286,0.553951205633402,0.539054790014255,0.4951501929854,0.488008632392356,0.49682473942155,0.484565605474561,0.188143864088198,-0.44140625,1.07346115035318,112.0,-0.307497893850042,77.7058823529412,0.214962719575382,0.738003030813268
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,7920000000.0,7547000000.0,6865000000.0,5975000000.0,6605000000.0,5918000000.0,5805000000.0,5428000000.0,1084000000.0,-6624000000.0,907000000.0,-779000000.0,-2912000000.0,-565000000.0,5365000000.0,1324000000.0
,operatingIncomeRatio,0.253269802692591,0.257418650658299,0.244149655025251,0.21839248510545,0.221681490182917,0.205993943402137,0.200352039759785,0.201874442130318,0.0979577082956805,-1.4375,0.183047426841574,-31.16,2.45324347093513,-16.6176470588235,0.135599646151902,0.222933153729584
,totalOtherIncomeExpensesNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17000000.0,50000000.0,37000000.0,1210000000.0,59000000.0
,incomeBeforeTax,5945000000.0,5195000000.0,5446000000.0,4679000000.0,5303000000.0,4542000000.0,4366000000.0,2571000000.0,0.0,0.0,0.0,6451000000.0,4092000000.0,4907000000.0,4517000000.0,1833000000.0
,incomeBeforeTaxRatio,0.190112244571648,0.177194897332697,0.193683761291699,0.171022332687598,0.177982883034066,0.15809808903895,0.150686822668599,0.0956188634335019,0.0,0.0,0.0,258.04,-3.44734625105307,144.323529411765,0.114166561354733,0.308637817814447
,incomeTaxExpense,701000000.0,1281000000.0,1651000000.0,785000000.0,1749000000.0,1526000000.0,1484000000.0,1348000000.0,0.0,0.0,0.0,-1337000000.0,-1187000000.0,-1698000000.0,-1371000000.0,-712000000.0
,netIncome,5247000000.0,3926000000.0,3833000000.0,3827000000.0,3691000000.0,3019000000.0,2886000000.0,2578000000.0,0.0,0.0,0.0,6552000000.0,2905000000.0,3364000000.0,2639000000.0,1121000000.0
,netIncomeRatio,0.167791244283841,0.133910907974623,0.136318372572729,0.139880843598085,0.12387984561168,0.105085453722719,0.0996065437978878,0.0958792026182684,0.0,0.0,0.0,262.08,-2.44734625105307,98.9411764705882,0.0667003664855301,0.18875231520458
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,6.75637393767705,5.0281762295082,4.70364461897165,4.43298969072165,4.01195652173913,3.16324392288349,2.75855476964252,2.28465083303793,0.0,0.0,0.0,0.9584,0.6229,0.69175,0.7,0.297347480106101
,EPSDiluted,6.63589224737574,4.95519373974505,4.62085593731163,4.33605257194652,3.91576490558031,3.09228720680119,2.71113198684829,2.25093861870252,0.0,0.0,0.0,0.9584,0.6229,0.69175,0.7,0.297347480106101
,weightedAverageShsOut,776600000.0,780800000.0,814900000.0,863300000.0,920000000.0,954400000.0,1046200000.0,1128400000.0,1184000000.0,3556666666.0,4525000000.0,6836363636.0,4663636363.0,4863043478.0,3770000000.0,3770000000.0
,weightedAverageShsOutDil,790700000.0,792300000.0,829500000.0,882600000.0,942600000.0,976300000.0,1064500000.0,1145300000.0,1195100000.0,3556666666.0,4525000000.0,6836363636.0,4663636363.0,4863043478.0,3770000000.0,3770000000.0
