date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY
,revenue,201700.0,179632.0,150289.0,104329.0,5070217.0
,costOfRevenue,1156418.0,1710407.0,2930306.0,4468901.0,5814223.0
,grossProfit,-954718.0,-1530775.0,-2780017.0,-4364572.0,-744006.0
,grossProfitRatio,-4.73335647000496,-8.52172775452035,-18.4978075574393,-41.8346960097384,-0.146740464954459
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,79461.0
,GeneralAndAdministrativeExpenses,3551800.0,3307195.0,3403833.0,2595331.0,3597532.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,4519543.0,3813678.0,4620415.0,4513394.0,9469338.0
,costAndExpenses,5675961.0,5524085.0,7550721.0,8982295.0,15283561.0
,interestExpense,421887.0,879530.0,1410389.0,1710390.0,753670.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,1217217.0,0.0,0.0,0.0,0.0
,EBITDA,-4257044.0,-1109123.0,-4922471.0,-4678105.0,-6317251.0
,EBITDARatio,-21.105820525533,-6.17441769840563,-32.7533685100041,-44.839929453939,-1.24595278663615
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-5474261.0,-5344453.0,-7400432.0,-8877966.0,-10213344.0
,operatingIncomeRatio,-27.1406098165592,-29.7522323416763,-49.2413416816933,-85.0958602114465,-2.01438005513373
,totalOtherIncomeExpensesNet,-20406231.0,-1538586.0,2080321.0,1698212.0,2751360.0
,incomeBeforeTax,14931970.0,-3805867.0,-9480753.0,-10576178.0,-12964704.0
,incomeBeforeTaxRatio,74.0305899851264,-21.187021243431,-63.0834791634784,-101.373328604702,-2.55703138544169
,incomeTaxExpense,0.0,0.0,0.0,0.0,0.0
,netIncome,14931970.0,-3805102.0,-9480753.0,-10576178.0,-12964704.0
,netIncomeRatio,74.0305899851264,-21.1827625367418,-63.0834791634784,-101.373328604702,-2.55703138544169
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,0.767493313589136,-0.2,-0.8,-1.3,-1.75
,EPSDiluted,0.767493313589136,-0.2,-0.8,-1.3,-1.75
,weightedAverageShsOut,32082972.0,19455505.0,11925961.0,8225449.0,7064989.0
,weightedAverageShsOutDil,32082972.0,19455505.0,11925961.0,8225449.0,7064989.0
