date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-6283000.0,34829000.0,77318000.0,-103118000.0,-7857000.0,10243000.0,-12074000.0,-32989000.0,-52894000.0,-49037000.0,-27246000.0,-11981000.0
,depreciationAndAmortization,95523000.0,95397000.0,86522000.0,37804000.0,13148000.0,6402000.0,5576000.0,4069000.0,2753000.0,1660000.0,1378000.0,1517000.0
,deferredIncomeTax,-15278000.0,-3250000.0,-8368000.0,-48350000.0,22000.0,17000.0,11000.0,6000.0,5000.0,4000.0,154000.0,0.0
,stockBasedCompensation,83649000.0,68255000.0,97078000.0,149230000.0,14744000.0,8875000.0,7889000.0,4064000.0,2943000.0,0.0,0.0,0.0
,changeInWorkingCapital,-61666000.0,12149000.0,181553000.0,112040000.0,621000.0,-7999000.0,8347000.0,-31083000.0,-48674000.0,76463000.0,-3047000.0,4083000.0
,accountsReceivables,-79830000.0,-78954000.0,-47686000.0,-33179000.0,-6756000.0,-7624000.0,-7784000.0,-7256000.0,-5805000.0,-1275000.0,-662000.0,-440000.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,17206000.0,13627000.0,-576000.0,778000.0,-6717000.0,5467000.0,-2952000.0,-1151000.0,1223000.0,2089000.0,718000.0,864000.0
,otherWorkingCapital,-5029000.0,285039000.0,272890000.0,91337000.0,-20703000.0,-21324000.0,-13325000.0,-21672000.0,9411000.0,58085000.0,-18378000.0,-15331000.0
,otherNonCashItems,1598000.0,7987000.0,-519000.0,-911000.0,663000.0,697000.0,478000.0,527000.0,312000.0,-43495000.0,-19321000.0,-11189000.0
,netCashProvidedByOperatingActivites,188419000.0,214161000.0,223700000.0,41823000.0,1635000.0,26691000.0,4629000.0,8906000.0,-33397000.0,-33135000.0,-11079000.0,-5306000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,-4932000.0,-9075000.0,-16735000.0,-8102000.0,-9730000.0,0.0,0.0,0.0
,acquisitionsNet,-2000000.0,3000000.0,4000000.0,-66000000.0,-16000000.0,0.0,0.0,-2000000.0,0.0,-1000000.0,-1000000.0,-1000000.0
,purchasesOfInvestments,-99977000.0,0.0,-59671000.0,0.0,-17474000.0,-24537000.0,-26671000.0,-32814000.0,-10491000.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,50000000.0,25000000.0,35000000.0,0.0,24891000.0,24766000.0,23360000.0,21978000.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,24000.0,-103000.0,-25000.0,0.0,0.0,0.0,0.0,0.0,250000.0,-1191000.0,-939000.0,274000.0
,netCashUsedForInvestingActivites,-103954000.0,-40633000.0,-57591000.0,-93177000.0,-11379000.0,-34537000.0,-41152000.0,-21857000.0,-22006000.0,-4276000.0,-1568000.0,-175000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-27500000.0,-14758000.0,-15654000.0,-181580000.0,-235000.0,-221000.0,-15123000.0,0.0,0.0,-31838000.0,-2117000.0,-275000.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8627000.0,88565000.0,0.0,0.0
,commonStockRepurchased,-63674000.0,-56905000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21897000.0,-1822000.0,0.0
,dividendsPaid,0.0,-11355000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-96000.0,0.0
,otherFinancingActivites,-71773000.0,-50442000.0,-38060000.0,8904000.0,-2741000.0,0.0,-3667000.0,0.0,0.0,-944000.0,0.0,-14000.0
,netCashUsedProvidedByFinancingActivities,337053000.0,-121532000.0,-49021000.0,235337000.0,-453000.0,454000.0,41711000.0,5116000.0,9434000.0,116809000.0,19840000.0,-289000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,565000.0,661000.0,212000.0,1161000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,422083000.0,52657000.0,117300000.0,185144000.0,-10197000.0,-7392000.0,5188000.0,-7835000.0,-45969000.0,79398000.0,7193000.0,-5770000.0
,cashAtEndOfPeriod,813561000.0,391478000.0,338821000.0,221521000.0,22402000.0,32599000.0,39991000.0,34803000.0,42638000.0,88607000.0,9209000.0,2016000.0
,cashAtBeginningOfPeriod,391478000.0,338821000.0,221521000.0,36377000.0,32599000.0,39991000.0,34803000.0,42638000.0,88607000.0,9209000.0,2016000.0,7786000.0
,operatingCashFlow,188419000.0,214161000.0,223700000.0,41823000.0,1635000.0,26691000.0,4629000.0,8906000.0,-33397000.0,-33135000.0,-11079000.0,-5306000.0
,capitalExpenditure,-52488000.0,-68804000.0,-46976000.0,-26837000.0,-18796000.0,-34766000.0,-37841000.0,-8871000.0,-11765000.0,-3085000.0,-629000.0,-449000.0
,freeCashFlow,135931000.0,145357000.0,176724000.0,14986000.0,-17161000.0,-8075000.0,-33212000.0,35000.0,-45162000.0,-36220000.0,-11708000.0,-5755000.0
