date,,2020-12-26_FY,2019-12-28_FY,2018-12-29_FY,2017-12-30_FY,2016-12-31_FY,2015-12-26_FY,2014-12-27_FY,2013-12-28_FY,2012-12-29_FY,2011-12-31_FY,2010-12-25_FY,2009-12-26_FY,2008-12-27_FY,2007-12-29_FY,2006-12-30_FY,2005-12-31_FY,2004-12-25_FY,2003-12-27_FY,2002-12-28_FY,2001-12-29_FY,2000-12-30_FY,1999-12-31_FY,1998-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,365306000.0,252019000.0,226373000.0,123355000.0,154765000.0,149313000.0,126700000.0,102800000.0,97300000.0,109566000.0,-336700000.0,114400000.0,-521800000.0,154400000.0,-55800000.0,141999000.0,89800000.0,80200000.0,50100000.0,35400000.0,-11200000.0,17124000.0,23378000.0
,depreciationAndAmortization,234924000.0,198095000.0,161779000.0,131159000.0,126658000.0,94881000.0,96400000.0,96600000.0,81300000.0,85230000.0,93600000.0,93600000.0,91200000.0,86400000.0,82600000.0,104637000.0,46300000.0,29600000.0,24000000.0,27200000.0,16800000.0,15643000.0,10895000.0
,deferredIncomeTax,-133000.0,-21895000.0,-9702000.0,28254000.0,1945000.0,2689000.0,7100000.0,-800000.0,1300000.0,-8668000.0,-42300000.0,15800000.0,12700000.0,-9800000.0,4000000.0,-37406000.0,9100000.0,8900000.0,11300000.0,17200000.0,-900000.0,8625000.0,-3133000.0
,stockBasedCompensation,56341000.0,57271000.0,47346000.0,44003000.0,43642000.0,40122000.0,31035000.0,24542000.0,21855000.0,0.0,25526000.0,23813000.0,24333000.0,26017000.0,21090000.0,0.0,3815000.0,1102000.0,1002000.0,4467000.0,0.0,0.0,0.0
,changeInWorkingCapital,-119036000.0,-28470000.0,-23507000.0,135882000.0,-20234000.0,-63227000.0,5100000.0,162500000.0,-65946000.0,-84054000.0,-52700000.0,28700000.0,11700000.0,63600000.0,133890000.0,-53290000.0,-95300000.0,94600000.0,50200000.0,56300000.0,35063000.0,-14490000.0,7395000.0
,accountsReceivables,-85627000.0,-8323000.0,-21196000.0,-48279000.0,-52780000.0,-16963000.0,-28088000.0,-19492000.0,-16266000.0,7669000.0,-5640000.0,21768000.0,-8532000.0,-492000.0,-18961000.0,0.0,-7260000.0,-13356000.0,11739000.0,-27505000.0,-8500000.0,0.0,0.0
,inventory,-18379000.0,-21399000.0,-13338000.0,-17838000.0,-4021000.0,3364000.0,-2956000.0,-1571000.0,785000.0,3766000.0,1989000.0,-4379000.0,-9670000.0,-12988000.0,-6475000.0,-5801000.0,-6363000.0,-5733000.0,-1645000.0,-3762000.0,-3400000.0,133000.0,-1250000.0
,accountsPayables,748000.0,29775000.0,-12732000.0,34000.0,22076000.0,1174000.0,4599000.0,-7080000.0,-3257000.0,2208000.0,71000.0,-11493000.0,8177000.0,2076000.0,-2586000.0,0.0,-2322000.0,4486000.0,-3753000.0,312000.0,-1500000.0,0.0,0.0
,otherWorkingCapital,192108000.0,311144000.0,339614000.0,363121000.0,227239000.0,247473000.0,310700000.0,305600000.0,143100000.0,209046000.0,293100000.0,345800000.0,317100000.0,305400000.0,241800000.0,107910000.0,161200000.0,256500000.0,161900000.0,111700000.0,55400000.0,20337000.0,34827000.0
,otherNonCashItems,0.0,44496000.0,41790000.0,25460000.0,12330000.0,28084000.0,23100000.0,32600000.0,53500000.0,14270000.0,452300000.0,46500000.0,730100000.0,35700000.0,190900000.0,0.0,25400000.0,10000000.0,31600000.0,12500000.0,38400000.0,0.0,-1155000.0
,netCashProvidedByOperatingActivites,546575000.0,480936000.0,437405000.0,316265000.0,298319000.0,304957000.0,251100000.0,207100000.0,207900000.0,205283000.0,169000000.0,225000000.0,279900000.0,284200000.0,164400000.0,236702000.0,184800000.0,123800000.0,133700000.0,71300000.0,33800000.0,37568000.0,37380000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,-140514000.0,-140054000.0,-82431000.0,0.0,-63252000.0,-56925000.0,-39154000.0,-47534000.0,0.0,-42860000.0,-80000000.0,-197100000.0,2668000.0,130000.0,-95550000.0,1427000.0,872000.0,1156000.0,-36400000.0,-15600000.0,-12951000.0,0.0
,acquisitionsNet,-418628000.0,-515701000.0,-824868000.0,-25012000.0,-648000000.0,-247651000.0,-234267000.0,-29218000.0,-16861000.0,0.0,0.0,-83347000.0,-69151000.0,-11584000.0,-30862000.0,-3000000.0,-571992000.0,-10841000.0,-42498000.0,-55265000.0,0.0,0.0,0.0
,purchasesOfInvestments,-26692000.0,-40428000.0,-13846000.0,-153126000.0,-40248000.0,-151713000.0,-148666000.0,-183498000.0,-82726000.0,-24556000.0,-384127000.0,-102275000.0,-6439000.0,-299408000.0,-6510000.0,-15580000.0,-16689000.0,-21824000.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,942000.0,35849000.0,9128000.0,53954000.0,27072000.0,21000000.0,11584000.0,25156000.0,31607000.0,72464000.0,0.0,0.0,0.0,0.0,405000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,14199000.0,139162000.0,178855000.0,3694000.0,115257000.0,120868000.0,166239000.0,66975000.0,5447000.0,357477000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26000.0,681000.0
,netCashUsedForInvestingActivites,-601544000.0,-681502000.0,-955003000.0,-72586000.0,-686370000.0,-327616000.0,-298000000.0,-74000000.0,-55000000.0,-36645000.0,5800000.0,-208800000.0,-227200000.0,-200800000.0,-108000000.0,-113993000.0,-600000000.0,-63400000.0,-78900000.0,-91900000.0,-14600000.0,-34168000.0,-23030000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-2200400000.0,-6593000.0,-18337000.0,-372435000.0,-656636000.0,-417331000.0,-194536000.0,-523304000.0,-140347000.0,-252965000.0,-14168000.0,-54130000.0,-36540000.0,-64545000.0,-170842000.0,0.0,-174046000.0,-16535000.0,-157739000.0,-104462000.0,0.0,0.0,-1295000.0
