date,,2021-03-31_FY,2020-03-31_FY,2019-03-31_FY,2018-03-31_FY,2017-03-31_FY,2016-03-31_FY,2015-03-31_FY,2014-03-31_FY,2013-03-31_FY,2012-03-31_FY,2011-03-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-108470000.0,-102773000.0,-105386000.0,-82338000.0,-85069000.0,-33878000.0,-59059000.0,-10165000.0,-4714000.0,-4473000.0,-4621000.0
,depreciationAndAmortization,8620000.0,12276000.0,12767000.0,10405000.0,9461000.0,2945000.0,1676000.0,622000.0,691000.0,989000.0,980000.0
,deferredIncomeTax,1926000.0,368000.0,44000.0,-649000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,4984000.0,4467000.0,4957000.0,4156000.0,4221000.0,2004000.0,1138000.0,933000.0,471000.0,0.0,0.0
,changeInWorkingCapital,1164000.0,27838000.0,66489000.0,14084000.0,-29478000.0,45087000.0,-11194000.0,942000.0,-190000.0,5452000.0,84000.0
,accountsReceivables,568000.0,-2177000.0,-637000.0,-87000.0,-584000.0,-519000.0,362000.0,-748000.0,-64000.0,-86000.0,-455000.0
,inventory,-475000.0,-4967000.0,-93000.0,-1741000.0,-1766000.0,-8126000.0,-552000.0,-897000.0,-776000.0,-417000.0,-22000.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,4039000.0,119315000.0,91477000.0,24988000.0,10904000.0,40382000.0,-4705000.0,6489000.0,5547000.0,5737000.0,285000.0
,otherNonCashItems,10855000.0,8386000.0,7330000.0,4974000.0,7396000.0,2088000.0,508000.0,3371000.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,-77582000.0,-80646000.0,-75655000.0,-68418000.0,-56200000.0,-46973000.0,-26591000.0,-4380000.0,-3618000.0,-3065000.0,-3557000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-4240000.0,-4600000.0,-4794000.0,-21754000.0,-20226000.0,-28977000.0,-24042000.0,-7226000.0,-891000.0,-350000.0,-88000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-87247000.0,-95000000.0,-119000000.0,-78000000.0,-30009000.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,134936000.0,69412000.0,34735000.0,88395000.0,13971000.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,-5043000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,43449000.0,-30188000.0,-89059000.0,3339000.0,-36264000.0,-28977000.0,-24042000.0,-7132000.0,-1125000.0,-415000.0,-157000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-633000.0,-524000.0,-486000.0,-1692000.0,-33450000.0,0.0,0.0,-3000000.0,0.0,-2023000.0,0.0
,commonStockIssued,80881000.0,90973000.0,115024000.0,84984000.0,16703000.0,71390000.0,69879000.0,247000.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1635000.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,-874000.0,-5116000.0,0.0,-10570000.0,-703000.0,0.0,-372000.0,0.0,-1840000.0,0.0
,netCashUsedProvidedByFinancingActivities,80248000.0,114575000.0,145422000.0,83292000.0,56542000.0,85648000.0,85074000.0,14594000.0,4673000.0,6678000.0,1756000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-4358000.0,-2404000.0,5690000.0,-2802000.0,-3424000.0,-3123000.0,-4108000.0,-109000.0,-65000.0,597000.0,178000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,41757000.0,1337000.0,-13602000.0,15411000.0,-39346000.0,6575000.0,30333000.0,2973000.0,-135000.0,3795000.0,-1780000.0
,cashAtEndOfPeriod,54697000.0,12940000.0,11603000.0,20165000.0,4754000.0,44100000.0,37525000.0,7192000.0,4219000.0,4354000.0,559000.0
,cashAtBeginningOfPeriod,12940000.0,11603000.0,25205000.0,4754000.0,44100000.0,37525000.0,7192000.0,4219000.0,4354000.0,559000.0,2339000.0
,operatingCashFlow,-77582000.0,-80646000.0,-75655000.0,-68418000.0,-56200000.0,-46973000.0,-26591000.0,-4380000.0,-3618000.0,-3065000.0,-3557000.0
,capitalExpenditure,-4240000.0,-4600000.0,-4794000.0,-21754000.0,-20226000.0,-28977000.0,-24042000.0,-7226000.0,-1125000.0,-415000.0,-157000.0
,freeCashFlow,-81822000.0,-85246000.0,-80449000.0,-90172000.0,-76426000.0,-75950000.0,-50633000.0,-11606000.0,-4743000.0,-3480000.0,-3714000.0
