date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1996-03-31_FY,1995-03-31_FY,1994-03-31_FY,1993-03-31_FY,1992-03-31_FY,1991-03-31_FY,1990-03-31_FY,1989-03-31_FY
,revenue,541000.0,441000.0,440000.0,437000.0,412000.0,304000.0,336000.0,301000.0,362000.0,1019000.0,1023000.0,808000.0,992000.0,426000.0,614000.0,1197000.0,47000.0,3162000.0,114250000.0,100331000.0,107745000.0,115229000.0,106544000.0,100157000.0,0.0,1441000.0,543000.0,100000.0,100000.0,100000.0,1100000.0,18300000.0,26700000.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0,334000.0,357000.0,555000.0,521000.0,1441000.0,927000.0,1102000.0,1098000.0,566000.0,721000.0,994000.0,0.0,2965000.0,86356000.0,79108000.0,87925000.0,83821000.0,74742000.0,76566000.0,0.0,0.0,0.0,400000.0,200000.0,400000.0,0.0,0.0,0.0
,grossProfit,0.0,0.0,0.0,437000.0,412000.0,-30000.0,-21000.0,-254000.0,-159000.0,-422000.0,96000.0,-294000.0,-106000.0,-140000.0,-107000.0,203000.0,47000.0,197000.0,27894000.0,21223000.0,19820000.0,31408000.0,31802000.0,23591000.0,0.0,0.0,0.0,-300000.0,-100000.0,-300000.0,0.0,0.0,0.0
,grossProfitRatio,0.0,0.0,0.0,1.0,1.0,-0.0986842105263158,-0.0625,-0.843853820598007,-0.439226519337017,-0.414131501472031,0.093841642228739,-0.363861386138614,-0.106854838709677,-0.328638497652582,-0.174267100977199,0.169590643274854,1.0,0.0623023402909551,0.244148796498906,0.211529836242039,0.183952851640447,0.272570273108332,0.298487010061571,0.235540201883044,0.0,0.0,0.0,-3.0,-1.0,-3.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,11914000.0,12165000.0,11402000.0,12803000.0,9330000.0,13709000.0,10084000.0,13464000.0,12559000.0,10447000.0,10801000.0,9445000.0,11154000.0,9988000.0,7710000.0,20732000.0,3050000.0,5235000.0,16953000.0,12913000.0,12576000.0,12363000.0,11736000.0,11873000.0,0.0,1826000.0,1641000.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,12295000.0,12430000.0,11660000.0,13077000.0,9622000.0,13979000.0,10338000.0,13718000.0,12909000.0,10812000.0,11145000.0,9787000.0,11495000.0,10249000.0,7864000.0,20961000.0,3577000.0,6173000.0,28947000.0,27337000.0,22930000.0,22191000.0,21732000.0,16521000.0,0.0,8141000.0,4041000.0,3000000.0,2900000.0,2700000.0,0.0,0.0,25500000.0
,costAndExpenses,12295000.0,12430000.0,11660000.0,13077000.0,9622000.0,14313000.0,10695000.0,14273000.0,13430000.0,12253000.0,12072000.0,10889000.0,12593000.0,10815000.0,8585000.0,21955000.0,3577000.0,9138000.0,115303000.0,106445000.0,110855000.0,106012000.0,96474000.0,93087000.0,0.0,8141000.0,4041000.0,3400000.0,3100000.0,3100000.0,8300000.0,23300000.0,25500000.0
,interestExpense,10899000.0,16991000.0,16689000.0,14969000.0,14637000.0,9872000.0,8292000.0,6292000.0,6712000.0,3261000.0,4742000.0,4349000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,381000.0,265000.0,258000.0,274000.0,292000.0,270000.0,254000.0,254000.0,350000.0,365000.0,344000.0,342000.0,341000.0,261000.0,154000.0,229000.0,527000.0,743000.0,7480000.0,8151000.0,8381000.0,8891000.0,8688000.0,7745000.0,1650000.0,1067000.0,234000.0,1000000.0,700000.0,700000.0,0.0,0.0,0.0
,EBITDA,-26530000.0,-12266000.0,-9320000.0,-18617000.0,-11406000.0,-13867000.0,-10331000.0,-16125000.0,-12823000.0,-13204000.0,-10807000.0,-9704000.0,-15562000.0,-13368000.0,-13665000.0,-22460000.0,-3003000.0,-5233000.0,6427000.0,-17514000.0,-13917000.0,18108000.0,18758000.0,14815000.0,0.0,-5633000.0,-3264000.0,-2300000.0,-2300000.0,-2300000.0,-7200000.0,-6600000.0,600000.0
,EBITDARatio,-49.0388170055453,-27.8140589569161,-21.1818181818182,-42.6018306636156,-27.6844660194175,-45.6151315789474,-30.7470238095238,-53.5714285714286,-35.4226519337017,-12.9578017664377,-10.564027370479,-12.009900990099,-15.6875,-31.3802816901408,-22.2557003257329,-18.7635756056809,-63.8936170212766,-1.65496521189121,0.056253829321663,-0.17456219912091,-0.129166086593345,0.157147940188668,0.176058717525154,0.147917769102509,0.0,-3.90909090909091,-6.01104972375691,-23.0,-23.0,-23.0,-6.54545454545455,-0.360655737704918,0.0224719101123595
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-11754000.0,-11989000.0,-11220000.0,-12640000.0,-9210000.0,-14009000.0,-10359000.0,-13972000.0,-13068000.0,-11234000.0,-11049000.0,-10081000.0,-11601000.0,-10389000.0,-7971000.0,-20758000.0,-3530000.0,-5976000.0,-1053000.0,-6114000.0,-3110000.0,9217000.0,10070000.0,7070000.0,0.0,-6700000.0,-3498000.0,-3300000.0,-3000000.0,-3000000.0,-7200000.0,-5000000.0,1200000.0
,operatingIncomeRatio,-21.7264325323475,-27.1859410430839,-25.5,-28.9244851258581,-22.3543689320388,-46.0822368421053,-30.8303571428571,-46.4186046511628,-36.0994475138122,-11.0245338567223,-10.8005865102639,-12.4764851485149,-11.6945564516129,-24.387323943662,-12.9820846905537,-17.3416875522139,-75.1063829787234,-1.8899430740038,-0.00921663019693654,-0.0609382942460456,-0.0288644484662861,0.079988544550417,0.094514942183511,0.0705891749952575,0.0,-4.64954892435808,-6.44198895027624,-33.0,-30.0,-30.0,-6.54545454545455,-0.273224043715847,0.0449438202247191
,totalOtherIncomeExpensesNet,23887000.0,17043000.0,15047000.0,21220000.0,17125000.0,10000000.0,8518000.0,8699000.0,6817000.0,5596000.0,4844000.0,4314000.0,4302000.0,3240000.0,5848000.0,1931000.0,12507000.0,5560000.0,21172000.0,19551000.0,19188000.0,0.0,17540000.0,15608000.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,1600000.0,600000.0
,incomeBeforeTax,-35641000.0,-29032000.0,-26267000.0,-33860000.0,-26335000.0,-24009000.0,-18877000.0,-22671000.0,-19885000.0,-16830000.0,-15893000.0,-14395000.0,-15903000.0,-13629000.0,-13819000.0,-22689000.0,-16037000.0,-11536000.0,-22225000.0,-25665000.0,-22298000.0,0.0,-7470000.0,-8538000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6600000.0,600000.0
,incomeBeforeTaxRatio,-65.8798521256932,-65.8321995464853,-59.6977272727273,-77.4828375286041,-63.9199029126214,-78.9769736842105,-56.1815476190476,-75.3189368770764,-54.9309392265193,-16.5161923454367,-15.5356793743891,-17.8155940594059,-16.03125,-31.9929577464789,-22.5065146579805,-18.9548872180451,-341.212765957447,-3.6483238456673,-0.1945295404814,-0.255803291106438,-0.206951598682073,0.0,-0.0701118786604595,-0.0852461635232685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.360655737704918,0.0224719101123595
,incomeTaxExpense,7000.0,6000.0,6000.0,4000.0,4000.0,4000.0,4000.0,6000.0,-311000.0,7000.0,6000.0,4000.0,6000.0,4000.0,6000.0,336000.0,0.0,0.0,0.0,57000.0,160000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-600000.0,300000.0
,netIncome,-37817000.0,-29528000.0,-26273000.0,-33864000.0,-26339000.0,-24013000.0,-18881000.0,-22677000.0,-19574000.0,-16837000.0,-15899000.0,-14399000.0,-15909000.0,-13633000.0,-13825000.0,-23025000.0,-16037000.0,-11536000.0,-22225000.0,-25722000.0,-22458000.0,-8594000.0,-7470000.0,-8538000.0,0.0,-8487000.0,-4591000.0,-3800000.0,-4100000.0,-8700000.0,-19600000.0,-6000000.0,300000.0
,netIncomeRatio,-69.902033271719,-66.9569160997732,-59.7113636363636,-77.4919908466819,-63.9296116504854,-78.9901315789474,-56.1934523809524,-75.3388704318937,-54.0718232044199,-16.5230618253189,-15.5415444770283,-17.8205445544554,-16.0372983870968,-32.0023474178404,-22.5162866449511,-19.2355889724311,-341.212765957447,-3.6483238456673,-0.1945295404814,-0.256371410630812,-0.208436586384519,-0.0745819194820748,-0.0701118786604595,-0.0852461635232685,0.0,-5.88965995836225,-8.4548802946593,-38.0,-41.0,-87.0,-17.8181818181818,-0.327868852459016,0.0112359550561798
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-1.42442276545256,-1.11,-1.09,-1.5,-1.41,-1.35,-1.15,-1.46,-1.27,-1.2,-1.16,-1.13,-1.32,-1.15,-1.21,-2.14,-2.32,-6.39,-16.76,-18.75,-16.0,-6.25,-5.75,-8.25,0.0,-12.0,-7.0,-5.57072029413403,-6.01051400156567,-12.7540175155174,-28.7331888855334,-8.79587414863268,0.439794
,EPSDiluted,-1.42442276545256,-1.11,-1.09,-1.5,-1.41,-1.35,-1.15,-1.46,-1.27,-1.2,-1.16,-1.13,-1.32,-1.15,-1.21,-2.14,-2.32,-6.39,-16.76,-18.75,-16.0,-6.25,-5.75,-8.25,0.0,-12.0,-7.0,-5.57072029413403,-6.01051400156567,-12.7540175155174,-28.7331888855334,-8.79587414863268,0.439794
,weightedAverageShsOut,37834000.0,26549000.0,23998000.0,22535000.0,18719000.0,17782000.0,16370000.0,15570000.0,15438000.0,14082000.0,13672000.0,12722000.0,12014000.0,11845000.0,11381000.0,10756000.0,6911000.0,2200000.0,1452000.0,1434160.0,1413760.0,1387120.0,1326920.0,1179400.0,707250.0,707250.0,655857.0,682138.0,682138.0,682138.0,682138.0,682138.0,682138.0
,weightedAverageShsOutDil,37834000.0,26549000.0,23998000.0,22535000.0,18719000.0,17782000.0,16370000.0,15570000.0,15438000.0,14082000.0,13672000.0,12722000.0,12014000.0,11845000.0,11381000.0,10756000.0,6911000.0,2200000.0,1452000.0,1434160.0,1413760.0,1387120.0,1326920.0,1179400.0,707250.0,707250.0,655857.0,682138.0,682138.0,682138.0,682138.0,682138.0,682138.0
