date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2002-05-31_FY,2001-05-31_FY,2000-05-31_FY,1999-05-31_FY,1998-05-31_FY,1997-05-31_FY,1996-05-31_FY,1995-05-31_FY,1994-05-31_FY,1993-05-31_FY,1992-05-31_FY,1991-05-31_FY,1990-05-31_FY,1989-05-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,768000.0,-232000000.0,111000000.0,-704000000.0,-192000000.0,-140000000.0,12000000.0,-134000000.0,152000000.0,82000000.0,1143000000.0,187000000.0,25000000.0,-89000000.0,-803000000.0,-708000000.0,-2640000000.0,-1477000000.0,459000000.0,785000000.0,643000000.0,302000000.0,249000000.0,261000000.0,-254000000.0,349800000.0,183000000.0,-425100000.0,160000000.0,104000000.0,277000000.0,242000000.0,143000000.0
,depreciationAndAmortization,40286000.0,850000000.0,802000000.0,870000000.0,850000000.0,797000000.0,849000000.0,545000000.0,430000000.0,413000000.0,425000000.0,386000000.0,373000000.0,362000000.0,342000000.0,382000000.0,388000000.0,471000000.0,302000000.0,604000000.0,554000000.0,533000000.0,556000000.0,460000000.0,443000000.0,321000000.0,195000000.0,198000000.0,199000000.0,196000000.0,172000000.0,170000000.0,157000000.0
,deferredIncomeTax,0.0,137000000.0,150000000.0,200000000.0,41000000.0,42000000.0,30000000.0,-67000000.0,92000000.0,81000000.0,-952000000.0,20000000.0,-13000000.0,2000000.0,-68000000.0,510000000.0,495000000.0,-563000000.0,-255000000.0,90000000.0,48000000.0,2000000.0,101000000.0,131000000.0,-219000000.0,243000000.0,95000000.0,-253000000.0,-32000000.0,-96000000.0,1000000.0,33000000.0,-12000000.0
,stockBasedCompensation,0.0,42000000.0,46000000.0,59000000.0,68000000.0,69000000.0,51000000.0,36000000.0,32000000.0,24000000.0,22000000.0,23000000.0,33000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-873700000.0,97000000.0,-462000000.0,18000000.0,360000000.0,-277000000.0,358000000.0,-136000000.0,376000000.0,-44000000.0,-103000000.0,-71000000.0,248000000.0,-588000000.0,-116000000.0,-646000000.0,8000000.0,443000000.0,601000000.0,-250000000.0,-622000000.0,-258000000.0,817000000.0,601000000.0,111000000.0,143000000.0,464000000.0,-119000000.0,-62000000.0,-87000000.0,-130000000.0,-218000000.0,-133000000.0
,accountsReceivables,126000.0,-247000000.0,-134000000.0,-1448000000.0,-1604000000.0,-1632000000.0,-1896000000.0,-1060000000.0,-868000000.0,-865000000.0,-744000000.0,-646000000.0,-651000000.0,0.0,0.0,0.0,0.0,0.0,-1139000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,-94000000.0,17000000.0,-35000000.0,-83000000.0,-130000000.0,-314000000.0,-130000000.0,-59000000.0,-38000000.0,-17000000.0,-22000000.0,-2000000.0,-26000000.0,-45000000.0,24000000.0,-40000000.0,0.0,51000000.0,-104000000.0,45000000.0,51000000.0,-114000000.0,0.0,-7000000.0,-12000000.0,1000000.0,-21000000.0,-43000000.0,-13000000.0,-27000000.0,-17000000.0,-13000000.0
,accountsPayables,-243000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12000000.0,-29000000.0,0.0,0.0,0.0,0.0,0.0,-56000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,2300000.0,876000000.0,779000000.0,1241000000.0,1223000000.0,863000000.0,1140000000.0,782000000.0,918000000.0,542000000.0,586000000.0,689000000.0,760000000.0,512000000.0,1100000000.0,1216000000.0,1862000000.0,1854000000.0,1411000000.0,810000000.0,1060000000.0,1682000000.0,1940000000.0,1123000000.0,522000000.0,411000000.0,268000000.0,-196000000.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,0.0,-31000000.0,-101000000.0,-76000000.0,-358000000.0,191000000.0,-155000000.0,-97000000.0,-48000000.0,35000000.0,751000000.0,-105000000.0,-6000000.0,680000000.0,1724000000.0,0.0,-213000000.0,-148000000.0,1203000000.0,0.0,0.0,0.0,0.0,0.0,873000000.0,42500000.0,-2000000.0,1125100000.0,-122000000.0,10000000.0,26000000.0,24000000.0,22000000.0
,netCashProvidedByOperatingActivites,457202000.0,1233000000.0,1049000000.0,1200000000.0,558000000.0,1026000000.0,687000000.0,589000000.0,593000000.0,497000000.0,472000000.0,425000000.0,208000000.0,326000000.0,-462000000.0,763000000.0,-82000000.0,838000000.0,1126000000.0,2315000000.0,1818000000.0,869000000.0,582000000.0,403000000.0,404000000.0,195000000.0,-7000000.0,147000000.0,398000000.0,559000000.0,600000000.0,448000000.0,365000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-540000000.0,-670000000.0,-617000000.0,-707000000.0,-875000000.0,-842000000.0,-933000000.0,-691000000.0,-508000000.0,-475000000.0,-476000000.0,-456000000.0,-547000000.0,-729000000.0,-643000000.0,-578000000.0,-558000000.0,-872000000.0,-619000000.0,-889000000.0,-630000000.0,-657000000.0,-1238000000.0,-1213000000.0,-406000000.0,-370000000.0,-1693000000.0,-185000000.0,-319000000.0,-421000000.0,-378000000.0,-450000000.0,-388000000.0
,acquisitionsNet,-1177000000.0,-8000000.0,-113000000.0,-50000000.0,-55000000.0,-880000000.0,-376000000.0,-1495000000.0,-194000000.0,-84000000.0,19000000.0,67000000.0,-92000000.0,-36000000.0,-28000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,-62000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17000000.0,-26000000.0,-652000000.0,-43000000.0,-43000000.0,-3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
