Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Depreciation & Amortization,99572.0,94211.0,75301.0,26027.0,27063.0,49392.0
Stock-based compensation,6625743.0,5646852.0,3269366.0,1600625.0,2063565.0,0.0
Operating Cash Flow,-32397351.0,-25842451.0,-20438166.0,-9786799.0,-3540655.0,-117708.0
Capital Expenditure,-286658.0,-115356.0,-109628.0,-216335.0,-19717.0,-2703.0
Acquisitions and disposals,0.0,0.0,0.0,0.0,0.0,0.0
Investment purchases and sales,0.0,0.0,0.0,0.0,0.0,0.0
Investing Cash flow,-286658.0,-115356.0,-109628.0,-216335.0,-19717.0,-2703.0
Issuance (repayment) of debt,0.0,-225439.0,0.0,0.0,-499996.0,0.0
Issuance (buybacks) of shares,29937505.0,57727732.0,10000525.0,42185513.0,1409.0,37500.0
Dividend payments,0.0,0.0,0.0,0.0,0.0,0.0
Financing Cash Flow,29937505.0,57502293.0,10000525.0,42185513.0,12736358.0,109458.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,-2746504.0,31544486.0,-10547269.0,32182379.0,9175986.0,-10953.0
Free Cash Flow,-32684009.0,-25957807.0,-20547794.0,-10003134.0,-3560372.0,-120411.0
Net Cash/Marketcap,1.1416,0.3549,0.1733,0.4481,0.3585,0.3585
