date,,2021-06-30_FY,2020-06-30_FY,2019-06-30_FY,2018-06-30_FY,2017-06-30_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-92216000.0,-23233000.0,18881000.0,-37270000.0,39177000.0
,depreciationAndAmortization,139357000.0,141512000.0,140880000.0,149135000.0,134662000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,2085000.0,818000.0,699000.0,2915000.0,2187000.0
,changeInWorkingCapital,37530000.0,-126749000.0,90546000.0,-73770000.0,42320000.0
,accountsReceivables,71695000.0,-83197000.0,82086000.0,0.0,0.0
,inventory,106000.0,-56000.0,-714000.0,221000.0,-711000.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-44605000.0,-33167000.0,5903000.0,0.0,0.0
,otherNonCashItems,26327000.0,3832000.0,-6222000.0,54240000.0,9314000.0
,netCashProvidedByOperatingActivites,113083000.0,-3820000.0,244784000.0,95250000.0,227660000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-6241000.0,-21291000.0,-13737000.0,-13260000.0,-8373000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-939000.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,-92193000.0,-191555000.0,-147605000.0,-108009000.0,-142595000.0
,netCashUsedForInvestingActivites,-99373000.0,-212846000.0,-161342000.0,-121269000.0,-150968000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-1641000.0,-1865000.0,-3750000.0,-419000.0,-395000.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,-21305000.0,0.0,0.0,0.0
,dividendsPaid,-10718000.0,-23229000.0,-23326000.0,-21982000.0,-23295000.0
,otherFinancingActivites,60000000.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,47641000.0,-46399000.0,-27076000.0,-22401000.0,-23690000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-2232000.0,6967000.0,9249000.0,175000.0,8071000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,59119000.0,-256098000.0,65615000.0,-48245000.0,61073000.0
,cashAtEndOfPeriod,110658000.0,51539000.0,307637000.0,242022000.0,290267000.0
,cashAtBeginningOfPeriod,51539000.0,307637000.0,242022000.0,290267000.0,229194000.0
,operatingCashFlow,113083000.0,-3820000.0,244784000.0,95250000.0,227660000.0
,capitalExpenditure,-144430000.0,-241868000.0,-191912000.0,-168215000.0,-202198000.0
,freeCashFlow,-31347000.0,-245688000.0,52872000.0,-72965000.0,25462000.0
