date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-107020000.0,163010000.0,173862000.0,12613000.0,-53147396.0,-45852684.0
,depreciationAndAmortization,153290000.0,145304000.0,88138000.0,55628000.0,43541679.0,50133993.0
,deferredIncomeTax,-27701000.0,48758000.0,49704000.0,3430000.0,-27971582.0,-23944640.0
,stockBasedCompensation,9100000.0,7776000.0,5482000.0,9489000.0,1649282.0,1238824.0
,changeInWorkingCapital,14326000.0,146128000.0,4433000.0,-112975342.0,19817482.0,38320291.0
,accountsReceivables,127491000.0,-10177000.0,-3300000.0,-84477000.0,-24888087.0,67348446.0
,inventory,-293000.0,3917000.0,-168000.0,-1472000.0,3859165.0,-622494.0
,accountsPayables,-95697000.0,-25242000.0,9720000.0,64228000.0,37047563.0,-23889408.0
,otherWorkingCapital,0.0,142625000.0,-3503000.0,-7936000.0,105039342.0,0.0
,otherNonCashItems,543000.0,542000.0,1018000.0,5249000.0,3937125.0,3197453.0
,netCashProvidedByOperatingActivites,139124000.0,455290000.0,393079000.0,109257000.0,10657607.0,81230722.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,6386000.0,7595000.0,3593000.0,4422000.0,1144200.0,79045.0
,netCashUsedForInvestingActivites,-94217000.0,-495299000.0,-280604000.0,-281469000.0,-41687684.0,-62776373.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-130030000.0,-50272000.0,-80946000.0,-166546000.0,-71295302.0,-73781755.0
,commonStockIssued,0.0,0.0,0.0,185500000.0,40425196.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,4859000.0,-4547000.0,-403000.0,-16434000.0,-8814481.0,-2152209.0
,netCashUsedProvidedByFinancingActivities,-125171000.0,56345000.0,-3724000.0,62565000.0,130315356.0,-15215664.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-80264000.0,16336000.0,108751000.0,-109647000.0,99285279.0,3238685.0
,cashAtEndOfPeriod,68772000.0,149036000.0,132700000.0,23949000.0,133595602.0,34310323.0
,cashAtBeginningOfPeriod,149036000.0,132700000.0,23949000.0,133596000.0,34310323.0,31071638.0
,operatingCashFlow,139124000.0,455290000.0,393079000.0,109257000.0,10657607.0,81230722.0
,capitalExpenditure,-100603000.0,-502894000.0,-284197000.0,-285891000.0,-42831884.0,-62855418.0
,freeCashFlow,38521000.0,-47604000.0,108882000.0,-176634000.0,-32174277.0,18375304.0
