date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,71679000.0,90745000.0,88644000.0,91214000.0,82272000.0,59553000.0,41774891.774892,1470628.849181,1297378.792287,7937269.133562,6269450.72483
,depreciationAndAmortization,106591000.0,97110000.0,111825000.0,104025000.0,62733000.0,47085000.0,30577849.117175,16839735.977243,7605734.387812,4354870.066749,958904.109589
,deferredIncomeTax,14587000.0,-12597000.0,46144000.0,31652000.0,33172000.0,9473000.0,16115813.025925,3332044.519318,8669029.544793,5691141.209254,3548344.194707
,stockBasedCompensation,28770000.0,40999000.0,66600000.0,71612000.0,43259000.0,23989000.0,17970232.015176,9494876.964291,4702832.808739,1808048.73307,1153078.866871
,changeInWorkingCapital,74097000.0,61615000.0,-42255000.0,147969000.0,-82781000.0,-5852869.01113802,1038567.76006705,254866836.971969,32619513.660218,3588212.089825,-2299507.913286
,accountsReceivables,-3957000.0,876000.0,1358000.0,-76907000.0,-117970000.0,-83420000.0,-76686609.270879,-43404954.569306,-38406908.773508,-23150800.336984,-11699694.108259
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-33314000.0,-14145000.0,9047000.0,32915000.0,81862000.0,100047000.0,64685782.382412,46540915.242067,40077234.374587,13502689.391485,8308285.676287
,otherWorkingCapital,464219000.0,390122000.0,328507000.0,370762000.0,222793000.0,305574000.0,311426869.011138,310388301.251071,55521464.279102,22901950.618884,19313738.529059
,otherNonCashItems,1967000.0,769000.0,-2219000.0,4171000.0,39000.0,28000.0,789192.081327,40045.292607,35707.673182,5184.369127,9309.748637
,netCashProvidedByOperatingActivites,185356000.0,222832000.0,260726000.0,245458000.0,153469000.0,137150000.0,106607811.663991,34114446.684526,15621445.764012,9029874.927095,9328368.13406
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,acquisitionsNet,0.0,-5000000.0,-101000000.0,1000000.0,-236000000.0,-21000000.0,-26000000.0,-7000000.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,1818000.0,-15224000.0,-8494000.0,0.0,0.0,0.0,-1216.012452,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-101093000.0,-103888000.0,-226717000.0,-106253000.0,-312763000.0,-101633000.0,-67916727.467289,-38848076.445083,-25934350.781601,-8457002.138552,-3025668.306956
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-167344000.0,-1022000.0,-964000.0,-89731000.0,-13305000.0,-8980000.0,-5960893.039545,-4764008.948052,-576612.796572,-298101.224807,-152945.870461
,commonStockIssued,1727000.0,1691000.0,1473000.0,31961000.0,20075000.0,13768000.0,29006761.029233,265369107.128062,39782315.44423,610459.464714,6684399.521213
,commonStockRepurchased,-43655000.0,-58588000.0,-80000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-1663000.0,-1192000.0,16815000.0,24602000.0,-222000.0,-1000000.0,249282.552653,0.0,234083.635306,0.0,0.0
,netCashUsedProvidedByFinancingActivities,-57747000.0,-59111000.0,-62676000.0,-29468000.0,90570000.0,7811000.0,28434019.164356,271639647.601425,47481947.787447,312358.239907,6531453.650751
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,42732000.0,-5496000.0,-21018000.0,34057000.0,-14496000.0,-41618000.0,294275.013376,-3048965.726753,-698283.386674,-239777.072128,-37238.994547
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,69248000.0,54337000.0,-49685000.0,143794000.0,-83220000.0,1710000.0,67418162.361982,263857052.114115,36470759.383183,645453.956321999,12796914.483308
,cashAtEndOfPeriod,488011000.0,418763000.0,364426000.0,414111000.0,270317000.0,353537000.0,352380952.380952,323596343.450523,57214272.489222,20329207.43957,20198164.649554
,cashAtBeginningOfPeriod,418763000.0,364426000.0,414111000.0,270317000.0,353537000.0,351827000.0,284962790.01897,59739291.336408,20743513.106039,19683753.483248,7401250.166246
,operatingCashFlow,185356000.0,222832000.0,260726000.0,245458000.0,153469000.0,137150000.0,106607811.663991,34114446.684526,15621445.764012,9029874.927095,9328368.13406
,capitalExpenditure,-67287000.0,-82716000.0,-116984000.0,-122203000.0,-85133000.0,-75607000.0,-43033464.662678,-30383330.111298,-17964927.129897,-8294990.603331,-2283548.344195
,freeCashFlow,118069000.0,140116000.0,143742000.0,123255000.0,68336000.0,61543000.0,63574347.001313,3731116.573228,-2343481.365885,734884.323764,7044819.789866
