date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2009-02-23_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY
,revenue,475669000.0,700000.0,-11221000.0,-19863000.0,-24543000.0,-19246000.0,-49133000.0,765089000.0,545396000.0,403146000.0,56407000.0,1758000.0,0.0,-11177000.0,0.0,86148000.0,29257000.0,10152000.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338493000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,141000.0,700000.0,11221000.0,19863000.0,24543000.0,19246000.0,49133000.0,426596000.0,545396000.0,403146000.0,56407000.0,1758000.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.557576961634529,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,14036000.0,15560000.0,12059000.0,11218000.0,9225000.0,23434000.0,21926000.0,21718000.0,17539000.0,0.0,16187000.0,18994000.0,3017000.0,13756000.0,11918000.0,9063000.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,3485000.0,535393000.0,534521000.0,690500000.0,541157000.0,456738000.0,367151000.0,21718000.0,17539000.0,13892000.0,4088000.0,3432000.0,3017000.0,0.0,2934000.0,0.0,0.0,0.0
,costAndExpenses,471379000.0,535393000.0,534521000.0,690500000.0,541157000.0,456738000.0,367151000.0,360211000.0,17539000.0,13892000.0,4088000.0,3432000.0,3017000.0,110890000.0,2934000.0,29149000.0,0.0,0.0
,interestExpense,6280000.0,6263000.0,2505000.0,14000.0,4569000.0,-19504000.0,7328000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,21000.0,21000.0,260000.0,368000.0,390000.0,405000.0,436000.0,325000.0,250000.0,232000.0,225000.0,117000.0,0.0,40000.0,40000.0,20000.0,2000.0,0.0
,EBITDA,-3323000.0,-8500000.0,-369404000.0,-38377000.0,43030000.0,-313779000.0,105759000.0,233331000.0,18785000.0,9045000.0,225000.0,117000.0,0.0,-24893000.0,40000.0,57019000.0,0.0,0.0
,EBITDARatio,-23.5673758865248,-12.1428571428571,32.9207735495945,1.93208478074812,-1.75324939901398,16.3035955523226,-2.15250442676002,0.304972362692445,0.0344428635340193,0.0224360405411439,0.00398886663002819,0.0665529010238908,0.0,2.2271629238615,0.0,0.661872591354413,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-3344000.0,-8521000.0,-369664000.0,-38745000.0,42640000.0,-314184000.0,105323000.0,233006000.0,18535000.0,8813000.0,0.0,0.0,0.0,-24933000.0,0.0,56999000.0,0.0,0.0
,operatingIncomeRatio,0.00901887657173371,-12.1728571428571,32.9439443899831,1.95061169007703,-1.73735892107729,16.3246388860023,-2.14363055380294,0.304547575510823,0.0339844810009608,0.0218605666433501,0.0,0.0,0.0,2.23074170170887,0.0,0.66164043274365,0.0,0.0
,totalOtherIncomeExpensesNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800000.0,0.0,0.0,0.0,0.0,27934000.0,0.0
,incomeBeforeTax,4290000.0,-3503000.0,-353997000.0,-44825000.0,47209000.0,-333688000.0,112651000.0,233006000.0,18535000.0,8813000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,incomeBeforeTaxRatio,0.00901887657173371,-5.00428571428571,31.5477230193387,2.25670845290238,-1.92352198182781,17.338044268939,-2.29277674882462,0.304547575510823,0.0339844810009608,0.0218605666433501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,incomeTaxExpense,424000.0,483000.0,332000.0,-451000.0,509000.0,-1755000.0,-624000.0,538000.0,86000.0,247000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netIncome,3866000.0,-3986000.0,-350054000.0,-44952000.0,44881000.0,-326425000.0,109592000.0,225699000.0,14598000.0,6769000.0,0.0,0.0,0.0,-120904000.0,0.0,56999000.0,26265000.0,6775000.0
,netIncomeRatio,0.0081275004257162,-5.69428571428571,31.1963283129846,2.26310225041535,-1.82866805199038,16.9606671516159,-2.2305171676877,0.294997052630478,0.0267658728703548,0.0167904431645111,0.0,0.0,0.0,10.8172139214458,0.0,0.66164043274365,0.89773387565369,0.667356185973207
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,0.11,-0.000108768869290845,-9.7368,-0.00121508413752151,1.20195,-8.90158,0.00294484918624734,6.12927488265795,0.000398524318883228,0.18154,0.0,0.0,0.0,-3.36,0.0,2.67,1.24,0.32
,EPSDiluted,0.11,-0.000108549572378409,-9.7368,-0.00121418558364223,1.20195,-8.90158,0.00289354664799735,6.01783344984216,0.000390738245552087,0.18154,0.0,0.0,0.0,-3.36,0.0,2.66,1.24,0.32
,weightedAverageShsOut,35776740.0,36646515000.0,35951384000.0,36994969000.0,36928283000.0,36636464000.0,37214809000.0,36823116.0,36630136000.0,36153743000.0,36408859000.0,36202860000.0,35987778000.0,35970479.0,28393955000.0,21366140.0,21226868.0,21225000.0
,weightedAverageShsOutDil,35776740.0,36720550000.0,35951384000.0,37022347000.0,36928283000.0,36636464000.0,37874627000.0,37505026.0,37360049000.0,36153743000.0,37174558000.0,36627849000.0,35987778000.0,35970479.0,28855816000.0,21457443.0,21265801.0,21234350.0
